IC50,Cancer,Drug,EXP_SRC_X_EXP_PGR,MUT_RIOK1_EXP,GO_0030238,MUT_MAP3K10_EXP,PWY_R_HSA_556833_X_PWY_R_HSA_6804756,PWY_R_HSA_168638_EXP,PKA_182_ASA,PWY_R_HSA_372790_X_PWY_R_HSA_69481,GO_0000186_EXP_X_GO_0007050_EXP,PKA_282_HYD,PWY_R_HSA_198725_EXP,EXP_CDK12_X_EXP_GTF2H3,PKA_86_POL,EXP_SRC_X_EXP_DOCK2,SFAM_SCY1,MUT_MYLK,PWY_R_HSA_418594_EXP_X_PWY_R_HSA_8953897_EXP,GO_0051973_EXP_X_GO_2000772_EXP,REC_R_HSA_168053_EXP_X_REC_R_HSA_2400009_EXP,PKA_182_ENG,GO_0030155_EXP_X_GO_0043507_EXP,PWY_R_HSA_1989781_EXP_X_PWY_R_HSA_909733_EXP,CLS_gender_f,GO_0008354_EXP,MUT_KIT_EXP,EXP_SRC_X_EXP_ALB,GO_0008360_EXP_X_GO_0051402_EXP,GO_0030501_EXP_X_GO_0031100_EXP,PWY_R_HSA_162582_EXP_X_PWY_R_HSA_1989781_EXP,GO_0035556_CSV,PKA_113_HYD,PWY_R_HSA_449836_X_PWY_R_HSA_5683057,EXP_STK11_X_EXP_PTEN,GO_0000186_X_GO_0008283,EXP_SRC_X_EXP_ITGA4,GO_0030238_EXP,PWY_R_HSA_112314,PWY_R_HSA_6804756_EXP_X_PWY_R_HSA_69481_EXP,PWY_R_HSA_449836_X_PWY_R_HSA_5684996,PWY_R_HSA_372790_CSV,PKA_113_VOL,GO_0007143_EXP,PWY_R_HSA_74751_EXP,PKA_157_CSV,GO_0007346_CSV,PWY_R_HSA_1640170_EXP_X_PWY_R_HSA_449836_EXP,GO_0007165_CSV_X_GO_0045892_CSV,PWY_R_HSA_109704,Predicted IC50,Validation
4.852801,909736,293,11.098170436,0,0,0,0,4.4246786892,0.9,0,0,0,0,19.976538845,0,12.527525057,0,0,0,0,0,1.741,0,0,1,0,0,11.255530571,0,0,0,0.710628,0,0,30.774645075,0,12.053046667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1918889925,8
3.871129,909737,293,12.162965996,0,0,0,1,0,0,0,0,0,3.7914783937,20.934557204,0,17.302334681,0,0,0,0,0,0,0,0,0,0,0,12.327529191,0,0,0,0.701491,0,0,32.687262133,0,13.392035147,0,0,0,0,0,0,0,7.4880879946,0,0,0,0,1,2.107961046,8
1.268905,909738,293,14.83606805,6.3293646119,0,0,0,0,0,0,0,0,0,20.000075596,0,19.196272912,0,2,0,0,0,0,0,0,0,0,0,13.830185676,0,0,0,0.717817,0,0,30.384325021,1,17.17402786,0,0,0,0,0,0,0,0,0.767588,0,0,0,0,2.4054746513,10
4.540305,909739,293,14.17598034,7.2995811231,1,0,0,0,0,0,0,0,0,25.025362893,0,17.195767361,0,0,0,0,0,0,0,0,0,0,0,13.812417572,0,47.022021528,0,0,0,1,27.637278847,0,24.706415931,2.810436057,1,0,0,0.809035,0,0,0,0,0,0,0,0,2.8478608895,4
3.79807,910850,293,18.646848965,0,0,0,0,0,0,0,0,0,0,22.186871626,0,19.072973892,0,0,0,0,13.07412833,0,0,0,0,0,0,82.117995399,0,0,0,0,0,0,34.177746159,0,19.367759916,0,0,31.383643115,0,0,0,5.6021105947,0,0,0,0,0,0,3.6257402931,7
5.057923,1240159,293,17.463050333,0,0,0,0,0,0,0,0,0,0,28.872120037,2.9,20.540044158,0,0,0,0,0,0,0,0,1,0,0,17.573295139,0,0,0,0,0,0,31.510245599,0,19.55423926,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122241546,3
1.908671,1240160,293,15.016531703,0,0,0,1,0,0,0,0,0,3.9547628675,23.950923794,0,16.822303768,1,0,0,0,0,0,0,30.937736518,0,0,0,68.233525079,0,0,223.644307,0.730375,0,0,33.427065139,0,16.376260917,0,1,0,0,0.729586,0,0,9.2961878149,0,0,0,0,1,2.3253183718,8
4.301843,1240216,293,11.545175967,0,1,0,0,0,0,2,0,0,0,23.635900772,0,13.076049545,0,1,0,0,0,0,0,0,0,0,0,11.568953974,31.303519909,0,0,2.191449,0,1,33.419847732,1,14.921164864,4.342868001,0,0,1,0,0,0,12.306183336,0,0,104.27371811,0,1,2.250801313,3
3.788579,1240217,293,9.9436418304,0,0,0,0,0,0,0,0,0,0,29.628324199,0,11.161317326,0,0,0,0,0,0,0,0,0,0,0,10.270897478,0,0,0,0,-0.55,0,36.858257025,0,10.839281486,0,0,0,0,0,18.7,3.0093821635,0,0,0.703061,0,0,0,1.8666929334,9
4.28024,1298146,293,16.632121648,6.8987899714,0,3.6308372746,0,0,0,0,0,0,0,26.179337819,0,17.511036168,2,0,0,0,0,0,0,0,0,0,0,73.871106526,0,0,53.612038187,0.79945,0,0,44.937314942,0,17.200004306,0,0,0,0,0,0,0,0,0,0.79945,0,1.1490268533,0,4.0169977114,4
2.112039,1298151,293,13.621799228,0,0,3.8688675114,1,0,0,0,34.599008015,-0.05,0,21.985133116,0,15.275794883,0,0,0,42.913921382,0,0,37.545162607,0,0,3.3731294623,0,14.450744035,0,0,0,0,0,0,33.341366769,2,15.558449734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0893733334,6
3.702264,907057,294,11.967809933,0,0,0,0,0,0,0,0,0,0,22.778423967,0,12.417942392,0,0,0,0,0,0,0,0,0,3.4606456581,3.4606456581,10.937683406,0,0,0,0.774233,0,0,35.15662281,0,12.691595805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4717191633,8
4.983928,907071,294,13.072287337,0,1,0,0,3.1654582352,0,0,0,0,3.1654582352,18.120600664,-1.5,15.056504707,0,1,18.356274228,0,0,0,0,0,0,0,0,61.532064532,0,0,0,0.675486,0,0,38.009311419,0,13.809138435,6.2258400947,0,0,0,0.616381,0,0,6.2258400947,0,0,0,0,0,2.6449504726,9
4.972386,909719,294,11.4961745,0,0,0,0,0,0,0,0,0,0,22.794533663,0,15.430224304,0,0,0,0,0,0,0,0,0,0,0,11.024463651,0,0,0,0,0,0,29.960527726,0,14.192784683,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6675771346,9
2.943498,909736,294,11.098170436,0,0,0,0,4.4246786892,0.9,0,0,0,0,19.976538845,0,12.527525057,0,0,0,0,0,1.741,0,0,1,0,0,11.255530571,0,0,0,0.710628,0,0,30.774645075,0,12.053046667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1918889925,8
4.36999,909737,294,12.162965996,0,0,0,1,0,0,0,0,0,3.7914783937,20.934557204,0,17.302334681,0,0,0,0,0,0,0,0,0,0,0,12.327529191,0,0,0,0.701491,0,0,32.687262133,0,13.392035147,0,0,0,0,0,0,0,7.4880879946,0,0,0,0,1,2.107961046,4
4.900257,909738,294,14.83606805,6.3293646119,0,0,0,0,0,0,0,0,0,20.000075596,0,19.196272912,0,2,0,0,0,0,0,0,0,0,0,13.830185676,0,0,0,0.717817,0,0,30.384325021,1,17.17402786,0,0,0,0,0,0,0,0,0.767588,0,0,0,0,2.4054746513,6
3.015413,909739,294,14.17598034,7.2995811231,1,0,0,0,0,0,0,0,0,25.025362893,0,17.195767361,0,0,0,0,0,0,0,0,0,0,0,13.812417572,0,47.022021528,0,0,0,1,27.637278847,0,24.706415931,2.810436057,1,0,0,0.809035,0,0,0,0,0,0,0,0,2.8478608895,1
5.912103,910850,294,18.646848965,0,0,0,0,0,0,0,0,0,0,22.186871626,0,19.072973892,0,0,0,0,13.07412833,0,0,0,0,0,0,82.117995399,0,0,0,0,0,0,34.177746159,0,19.367759916,0,0,31.383643115,0,0,0,5.6021105947,0,0,0,0,0,0,3.6257402931,6
4.548105,1240159,294,17.463050333,0,0,0,0,0,0,0,0,0,0,28.872120037,2.9,20.540044158,0,0,0,0,0,0,0,0,1,0,0,17.573295139,0,0,0,0,0,0,31.510245599,0,19.55423926,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122241546,1
3.863514,1240160,294,15.016531703,0,0,0,1,0,0,0,0,0,3.9547628675,23.950923794,0,16.822303768,1,0,0,0,0,0,0,30.937736518,0,0,0,68.233525079,0,0,223.644307,0.730375,0,0,33.427065139,0,16.376260917,0,1,0,0,0.729586,0,0,9.2961878149,0,0,0,0,1,2.3253183718,3
4.698065,1240216,294,11.545175967,0,1,0,0,0,0,2,0,0,0,23.635900772,0,13.076049545,0,1,0,0,0,0,0,0,0,0,0,11.568953974,31.303519909,0,0,2.191449,0,1,33.419847732,1,14.921164864,4.342868001,0,0,1,0,0,0,12.306183336,0,0,104.27371811,0,1,2.250801313,8
3.00794,1240217,294,9.9436418304,0,0,0,0,0,0,0,0,0,0,29.628324199,0,11.161317326,0,0,0,0,0,0,0,0,0,0,0,10.270897478,0,0,0,0,-0.55,0,36.858257025,0,10.839281486,0,0,0,0,0,18.7,3.0093821635,0,0,0.703061,0,0,0,1.8666929334,8
6.312585,1298146,294,16.632121648,6.8987899714,0,3.6308372746,0,0,0,0,0,0,0,26.179337819,0,17.511036168,2,0,0,0,0,0,0,0,0,0,0,73.871106526,0,0,53.612038187,0.79945,0,0,44.937314942,0,17.200004306,0,0,0,0,0,0,0,0,0,0.79945,0,1.1490268533,0,4.0169977114,3
3.18732,1298151,294,13.621799228,0,0,3.8688675114,1,0,0,0,34.599008015,-0.05,0,21.985133116,0,15.275794883,0,0,0,42.913921382,0,0,37.545162607,0,0,3.3731294623,0,14.450744035,0,0,0,0,0,0,33.341366769,2,15.558449734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0893733334,8
3.249343,907057,295,11.967809933,0,0,0,0,0,0,0,0,0,0,22.778423967,0,12.417942392,0,0,0,0,0,0,0,0,0,3.4606456581,3.4606456581,10.937683406,0,0,0,0.774233,0,0,35.15662281,0,12.691595805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4717191633,7
3.680935,907071,295,13.072287337,0,1,0,0,3.1654582352,0,0,0,0,3.1654582352,18.120600664,-1.5,15.056504707,0,1,18.356274228,0,0,0,0,0,0,0,0,61.532064532,0,0,0,0.675486,0,0,38.009311419,0,13.809138435,6.2258400947,0,0,0,0.616381,0,0,6.2258400947,0,0,0,0,0,2.6449504726,1
3.556369,909719,295,11.4961745,0,0,0,0,0,0,0,0,0,0,22.794533663,0,15.430224304,0,0,0,0,0,0,0,0,0,0,0,11.024463651,0,0,0,0,0,0,29.960527726,0,14.192784683,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6675771346,5
2.097526,909736,295,11.098170436,0,0,0,0,4.4246786892,0.9,0,0,0,0,19.976538845,0,12.527525057,0,0,0,0,0,1.741,0,0,1,0,0,11.255530571,0,0,0,0.710628,0,0,30.774645075,0,12.053046667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1918889925,4
3.646102,909737,295,12.162965996,0,0,0,1,0,0,0,0,0,3.7914783937,20.934557204,0,17.302334681,0,0,0,0,0,0,0,0,0,0,0,12.327529191,0,0,0,0.701491,0,0,32.687262133,0,13.392035147,0,0,0,0,0,0,0,7.4880879946,0,0,0,0,1,2.107961046,4
2.961693,909738,295,14.83606805,6.3293646119,0,0,0,0,0,0,0,0,0,20.000075596,0,19.196272912,0,2,0,0,0,0,0,0,0,0,0,13.830185676,0,0,0,0.717817,0,0,30.384325021,1,17.17402786,0,0,0,0,0,0,0,0,0.767588,0,0,0,0,2.4054746513,8
3.022132,909739,295,14.17598034,7.2995811231,1,0,0,0,0,0,0,0,0,25.025362893,0,17.195767361,0,0,0,0,0,0,0,0,0,0,0,13.812417572,0,47.022021528,0,0,0,1,27.637278847,0,24.706415931,2.810436057,1,0,0,0.809035,0,0,0,0,0,0,0,0,2.8478608895,4
5.242673,910850,295,18.646848965,0,0,0,0,0,0,0,0,0,0,22.186871626,0,19.072973892,0,0,0,0,13.07412833,0,0,0,0,0,0,82.117995399,0,0,0,0,0,0,34.177746159,0,19.367759916,0,0,31.383643115,0,0,0,5.6021105947,0,0,0,0,0,0,3.6257402931,5
3.679095,1240159,295,17.463050333,0,0,0,0,0,0,0,0,0,0,28.872120037,2.9,20.540044158,0,0,0,0,0,0,0,0,1,0,0,17.573295139,0,0,0,0,0,0,31.510245599,0,19.55423926,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122241546,7
3.858851,1240160,295,15.016531703,0,0,0,1,0,0,0,0,0,3.9547628675,23.950923794,0,16.822303768,1,0,0,0,0,0,0,30.937736518,0,0,0,68.233525079,0,0,223.644307,0.730375,0,0,33.427065139,0,16.376260917,0,1,0,0,0.729586,0,0,9.2961878149,0,0,0,0,1,2.3253183718,2
3.234249,1240216,295,11.545175967,0,1,0,0,0,0,2,0,0,0,23.635900772,0,13.076049545,0,1,0,0,0,0,0,0,0,0,0,11.568953974,31.303519909,0,0,2.191449,0,1,33.419847732,1,14.921164864,4.342868001,0,0,1,0,0,0,12.306183336,0,0,104.27371811,0,1,2.250801313,1
1.85561,1240217,295,9.9436418304,0,0,0,0,0,0,0,0,0,0,29.628324199,0,11.161317326,0,0,0,0,0,0,0,0,0,0,0,10.270897478,0,0,0,0,-0.55,0,36.858257025,0,10.839281486,0,0,0,0,0,18.7,3.0093821635,0,0,0.703061,0,0,0,1.8666929334,1
5.666466,1298146,295,16.632121648,6.8987899714,0,3.6308372746,0,0,0,0,0,0,0,26.179337819,0,17.511036168,2,0,0,0,0,0,0,0,0,0,0,73.871106526,0,0,53.612038187,0.79945,0,0,44.937314942,0,17.200004306,0,0,0,0,0,0,0,0,0,0.79945,0,1.1490268533,0,4.0169977114,5
2.096466,1298151,295,13.621799228,0,0,3.8688675114,1,0,0,0,34.599008015,-0.05,0,21.985133116,0,15.275794883,0,0,0,42.913921382,0,0,37.545162607,0,0,3.3731294623,0,14.450744035,0,0,0,0,0,0,33.341366769,2,15.558449734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0893733334,10
4.44919,907057,298,11.967809933,0,0,0,0,0,0,0,0,0,0,22.778423967,0,12.417942392,0,0,0,0,0,0,0,0,0,3.4606456581,3.4606456581,10.937683406,0,0,0,0.774233,0,0,35.15662281,0,12.691595805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4717191633,10
4.772693,907071,298,13.072287337,0,1,0,0,3.1654582352,0,0,0,0,3.1654582352,18.120600664,-1.5,15.056504707,0,1,18.356274228,0,0,0,0,0,0,0,0,61.532064532,0,0,0,0.675486,0,0,38.009311419,0,13.809138435,6.2258400947,0,0,0,0.616381,0,0,6.2258400947,0,0,0,0,0,2.6449504726,4
4.363545,909719,298,11.4961745,0,0,0,0,0,0,0,0,0,0,22.794533663,0,15.430224304,0,0,0,0,0,0,0,0,0,0,0,11.024463651,0,0,0,0,0,0,29.960527726,0,14.192784683,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6675771346,6
5.267772,909736,298,11.098170436,0,0,0,0,4.4246786892,0.9,0,0,0,0,19.976538845,0,12.527525057,0,0,0,0,0,1.741,0,0,1,0,0,11.255530571,0,0,0,0.710628,0,0,30.774645075,0,12.053046667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1918889925,6
4.518813,909737,298,12.162965996,0,0,0,1,0,0,0,0,0,3.7914783937,20.934557204,0,17.302334681,0,0,0,0,0,0,0,0,0,0,0,12.327529191,0,0,0,0.701491,0,0,32.687262133,0,13.392035147,0,0,0,0,0,0,0,7.4880879946,0,0,0,0,1,2.107961046,7
4.078163,909738,298,14.83606805,6.3293646119,0,0,0,0,0,0,0,0,0,20.000075596,0,19.196272912,0,2,0,0,0,0,0,0,0,0,0,13.830185676,0,0,0,0.717817,0,0,30.384325021,1,17.17402786,0,0,0,0,0,0,0,0,0.767588,0,0,0,0,2.4054746513,4
4.308207,909739,298,14.17598034,7.2995811231,1,0,0,0,0,0,0,0,0,25.025362893,0,17.195767361,0,0,0,0,0,0,0,0,0,0,0,13.812417572,0,47.022021528,0,0,0,1,27.637278847,0,24.706415931,2.810436057,1,0,0,0.809035,0,0,0,0,0,0,0,0,2.8478608895,2
4.736862,910850,298,18.646848965,0,0,0,0,0,0,0,0,0,0,22.186871626,0,19.072973892,0,0,0,0,13.07412833,0,0,0,0,0,0,82.117995399,0,0,0,0,0,0,34.177746159,0,19.367759916,0,0,31.383643115,0,0,0,5.6021105947,0,0,0,0,0,0,3.6257402931,3
4.431686,1240159,298,17.463050333,0,0,0,0,0,0,0,0,0,0,28.872120037,2.9,20.540044158,0,0,0,0,0,0,0,0,1,0,0,17.573295139,0,0,0,0,0,0,31.510245599,0,19.55423926,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122241546,8
3.86677,1240160,298,15.016531703,0,0,0,1,0,0,0,0,0,3.9547628675,23.950923794,0,16.822303768,1,0,0,0,0,0,0,30.937736518,0,0,0,68.233525079,0,0,223.644307,0.730375,0,0,33.427065139,0,16.376260917,0,1,0,0,0.729586,0,0,9.2961878149,0,0,0,0,1,2.3253183718,10
4.800209,1240216,298,11.545175967,0,1,0,0,0,0,2,0,0,0,23.635900772,0,13.076049545,0,1,0,0,0,0,0,0,0,0,0,11.568953974,31.303519909,0,0,2.191449,0,1,33.419847732,1,14.921164864,4.342868001,0,0,1,0,0,0,12.306183336,0,0,104.27371811,0,1,2.250801313,5
4.880061,1240217,298,9.9436418304,0,0,0,0,0,0,0,0,0,0,29.628324199,0,11.161317326,0,0,0,0,0,0,0,0,0,0,0,10.270897478,0,0,0,0,-0.55,0,36.858257025,0,10.839281486,0,0,0,0,0,18.7,3.0093821635,0,0,0.703061,0,0,0,1.8666929334,4
4.86985,1298146,298,16.632121648,6.8987899714,0,3.6308372746,0,0,0,0,0,0,0,26.179337819,0,17.511036168,2,0,0,0,0,0,0,0,0,0,0,73.871106526,0,0,53.612038187,0.79945,0,0,44.937314942,0,17.200004306,0,0,0,0,0,0,0,0,0,0.79945,0,1.1490268533,0,4.0169977114,6
4.690277,1298151,298,13.621799228,0,0,3.8688675114,1,0,0,0,34.599008015,-0.05,0,21.985133116,0,15.275794883,0,0,0,42.913921382,0,0,37.545162607,0,0,3.3731294623,0,14.450744035,0,0,0,0,0,0,33.341366769,2,15.558449734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0893733334,7
5.428065,907057,299,11.967809933,0,0,0,0,0,0,0,0,0,0,22.778423967,0,12.417942392,0,0,0,0,0,0,0,0,0,3.4606456581,3.4606456581,10.937683406,0,0,0,0.774233,0,0,35.15662281,0,12.691595805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4717191633,8
0.052495,907071,299,13.072287337,0,1,0,0,3.1654582352,0,0,0,0,3.1654582352,18.120600664,-1.5,15.056504707,0,1,18.356274228,0,0,0,0,0,0,0,0,61.532064532,0,0,0,0.675486,0,0,38.009311419,0,13.809138435,6.2258400947,0,0,0,0.616381,0,0,6.2258400947,0,0,0,0,0,2.6449504726,8
5.07299,909719,299,11.4961745,0,0,0,0,0,0,0,0,0,0,22.794533663,0,15.430224304,0,0,0,0,0,0,0,0,0,0,0,11.024463651,0,0,0,0,0,0,29.960527726,0,14.192784683,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6675771346,5
-0.126522,909736,299,11.098170436,0,0,0,0,4.4246786892,0.9,0,0,0,0,19.976538845,0,12.527525057,0,0,0,0,0,1.741,0,0,1,0,0,11.255530571,0,0,0,0.710628,0,0,30.774645075,0,12.053046667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1918889925,1
-1.704139,909737,299,12.162965996,0,0,0,1,0,0,0,0,0,3.7914783937,20.934557204,0,17.302334681,0,0,0,0,0,0,0,0,0,0,0,12.327529191,0,0,0,0.701491,0,0,32.687262133,0,13.392035147,0,0,0,0,0,0,0,7.4880879946,0,0,0,0,1,2.107961046,3
-1.297119,909738,299,14.83606805,6.3293646119,0,0,0,0,0,0,0,0,0,20.000075596,0,19.196272912,0,2,0,0,0,0,0,0,0,0,0,13.830185676,0,0,0,0.717817,0,0,30.384325021,1,17.17402786,0,0,0,0,0,0,0,0,0.767588,0,0,0,0,2.4054746513,9
2.896934,909739,299,14.17598034,7.2995811231,1,0,0,0,0,0,0,0,0,25.025362893,0,17.195767361,0,0,0,0,0,0,0,0,0,0,0,13.812417572,0,47.022021528,0,0,0,1,27.637278847,0,24.706415931,2.810436057,1,0,0,0.809035,0,0,0,0,0,0,0,0,2.8478608895,9
5.705174,910850,299,18.646848965,0,0,0,0,0,0,0,0,0,0,22.186871626,0,19.072973892,0,0,0,0,13.07412833,0,0,0,0,0,0,82.117995399,0,0,0,0,0,0,34.177746159,0,19.367759916,0,0,31.383643115,0,0,0,5.6021105947,0,0,0,0,0,0,3.6257402931,7
5.466556,1240159,299,17.463050333,0,0,0,0,0,0,0,0,0,0,28.872120037,2.9,20.540044158,0,0,0,0,0,0,0,0,1,0,0,17.573295139,0,0,0,0,0,0,31.510245599,0,19.55423926,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122241546,8
0.92044,1240160,299,15.016531703,0,0,0,1,0,0,0,0,0,3.9547628675,23.950923794,0,16.822303768,1,0,0,0,0,0,0,30.937736518,0,0,0,68.233525079,0,0,223.644307,0.730375,0,0,33.427065139,0,16.376260917,0,1,0,0,0.729586,0,0,9.2961878149,0,0,0,0,1,2.3253183718,8
2.173504,1240216,299,11.545175967,0,1,0,0,0,0,2,0,0,0,23.635900772,0,13.076049545,0,1,0,0,0,0,0,0,0,0,0,11.568953974,31.303519909,0,0,2.191449,0,1,33.419847732,1,14.921164864,4.342868001,0,0,1,0,0,0,12.306183336,0,0,104.27371811,0,1,2.250801313,3
-1.479141,1240217,299,9.9436418304,0,0,0,0,0,0,0,0,0,0,29.628324199,0,11.161317326,0,0,0,0,0,0,0,0,0,0,0,10.270897478,0,0,0,0,-0.55,0,36.858257025,0,10.839281486,0,0,0,0,0,18.7,3.0093821635,0,0,0.703061,0,0,0,1.8666929334,5
4.812083,1298146,299,16.632121648,6.8987899714,0,3.6308372746,0,0,0,0,0,0,0,26.179337819,0,17.511036168,2,0,0,0,0,0,0,0,0,0,0,73.871106526,0,0,53.612038187,0.79945,0,0,44.937314942,0,17.200004306,0,0,0,0,0,0,0,0,0,0.79945,0,1.1490268533,0,4.0169977114,4
-1.470915,1298151,299,13.621799228,0,0,3.8688675114,1,0,0,0,34.599008015,-0.05,0,21.985133116,0,15.275794883,0,0,0,42.913921382,0,0,37.545162607,0,0,3.3731294623,0,14.450744035,0,0,0,0,0,0,33.341366769,2,15.558449734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0893733334,1
4.064096,907057,301,11.967809933,0,0,0,0,0,0,0,0,0,0,22.778423967,0,12.417942392,0,0,0,0,0,0,0,0,0,3.4606456581,3.4606456581,10.937683406,0,0,0,0.774233,0,0,35.15662281,0,12.691595805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4717191633,3
4.844754,907071,301,13.072287337,0,1,0,0,3.1654582352,0,0,0,0,3.1654582352,18.120600664,-1.5,15.056504707,0,1,18.356274228,0,0,0,0,0,0,0,0,61.532064532,0,0,0,0.675486,0,0,38.009311419,0,13.809138435,6.2258400947,0,0,0,0.616381,0,0,6.2258400947,0,0,0,0,0,2.6449504726,7
4.731347,909719,301,11.4961745,0,0,0,0,0,0,0,0,0,0,22.794533663,0,15.430224304,0,0,0,0,0,0,0,0,0,0,0,11.024463651,0,0,0,0,0,0,29.960527726,0,14.192784683,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6675771346,9
3.143271,909736,301,11.098170436,0,0,0,0,4.4246786892,0.9,0,0,0,0,19.976538845,0,12.527525057,0,0,0,0,0,1.741,0,0,1,0,0,11.255530571,0,0,0,0.710628,0,0,30.774645075,0,12.053046667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1918889925,4
2.265062,909737,301,12.162965996,0,0,0,1,0,0,0,0,0,3.7914783937,20.934557204,0,17.302334681,0,0,0,0,0,0,0,0,0,0,0,12.327529191,0,0,0,0.701491,0,0,32.687262133,0,13.392035147,0,0,0,0,0,0,0,7.4880879946,0,0,0,0,1,2.107961046,5
5.248418,909738,301,14.83606805,6.3293646119,0,0,0,0,0,0,0,0,0,20.000075596,0,19.196272912,0,2,0,0,0,0,0,0,0,0,0,13.830185676,0,0,0,0.717817,0,0,30.384325021,1,17.17402786,0,0,0,0,0,0,0,0,0.767588,0,0,0,0,2.4054746513,10
3.281761,909739,301,14.17598034,7.2995811231,1,0,0,0,0,0,0,0,0,25.025362893,0,17.195767361,0,0,0,0,0,0,0,0,0,0,0,13.812417572,0,47.022021528,0,0,0,1,27.637278847,0,24.706415931,2.810436057,1,0,0,0.809035,0,0,0,0,0,0,0,0,2.8478608895,6
5.242673,910850,301,18.646848965,0,0,0,0,0,0,0,0,0,0,22.186871626,0,19.072973892,0,0,0,0,13.07412833,0,0,0,0,0,0,82.117995399,0,0,0,0,0,0,34.177746159,0,19.367759916,0,0,31.383643115,0,0,0,5.6021105947,0,0,0,0,0,0,3.6257402931,9
3.547691,1240159,301,17.463050333,0,0,0,0,0,0,0,0,0,0,28.872120037,2.9,20.540044158,0,0,0,0,0,0,0,0,1,0,0,17.573295139,0,0,0,0,0,0,31.510245599,0,19.55423926,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2122241546,7
3.843067,1240160,301,15.016531703,0,0,0,1,0,0,0,0,0,3.9547628675,23.950923794,0,16.822303768,1,0,0,0,0,0,0,30.937736518,0,0,0,68.233525079,0,0,223.644307,0.730375,0,0,33.427065139,0,16.376260917,0,1,0,0,0.729586,0,0,9.2961878149,0,0,0,0,1,2.3253183718,1
3.902174,1240216,301,11.545175967,0,1,0,0,0,0,2,0,0,0,23.635900772,0,13.076049545,0,1,0,0,0,0,0,0,0,0,0,11.568953974,31.303519909,0,0,2.191449,0,1,33.419847732,1,14.921164864,4.342868001,0,0,1,0,0,0,12.306183336,0,0,104.27371811,0,1,2.250801313,10
1.23754,1240217,301,9.9436418304,0,0,0,0,0,0,0,0,0,0,29.628324199,0,11.161317326,0,0,0,0,0,0,0,0,0,0,0,10.270897478,0,0,0,0,-0.55,0,36.858257025,0,10.839281486,0,0,0,0,0,18.7,3.0093821635,0,0,0.703061,0,0,0,1.8666929334,2
5.681786,1298146,301,16.632121648,6.8987899714,0,3.6308372746,0,0,0,0,0,0,0,26.179337819,0,17.511036168,2,0,0,0,0,0,0,0,0,0,0,73.871106526,0,0,53.612038187,0.79945,0,0,44.937314942,0,17.200004306,0,0,0,0,0,0,0,0,0,0.79945,0,1.1490268533,0,4.0169977114,10
1.353854,1298151,301,13.621799228,0,0,3.8688675114,1,0,0,0,34.599008015,-0.05,0,21.985133116,0,15.275794883,0,0,0,42.913921382,0,0,37.545162607,0,0,3.3731294623,0,14.450744035,0,0,0,0,0,0,33.341366769,2,15.558449734,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0893733334,8
2.461443,907057,302,11.967809933,0,0,0,0,0,0,0,0,0,0,22.778423967,0,12.417942392,0,0,0,0,0,0,0,0,0,3.4606456581,3.4606456581,10.937683406,0,0,0,0.774233,0,0,35.15662281,0,12.691595805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4717191633,4
4.278036,907071,302,13.072287337,0,1,0,0,3.1654582352,0,0,0,0,3.1654582352,18.120600664,-1.5,15.056504707,0,1,18.356274228,0,0,0,0,0,0,0,0,61.532064532,0,0,0,0.675486,0,0,38.009311419,0,13.809138435,6.2258400947,0,0,0,0.616381,0,0,6.2258400947,0,0,0,0,0,2.6449504726,5
4.06677,909719,302,11.4961745,0,0,0,0,0,0,0,0,0,0,22.794533663,0,15.430224304,0,0,0,0,0,0,0,0,0,0,0,11.024463651,0,0,0,0,0,0,29.960527726,0,14.192784683,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6675771346,7
