
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 309.000
2    1 0.002530 281.500
3    1 0.004698 256.500
4    1 0.006551 233.700
5    1 0.008131 213.000
6    1 0.009476 194.000
7    1 0.010620 176.800
8    1 0.011590 161.100
9    1 0.012400 146.800
10   1 0.013100 133.700
11   1 0.013680 121.900
12   3 0.014830 111.000
13   3 0.017190 101.200
14   3 0.019220  92.180
15   3 0.020960  83.990
16   4 0.022650  76.530
17   5 0.025370  69.730
18   5 0.028590  63.540
19   6 0.031520  57.890
20   8 0.035220  52.750
21   8 0.038850  48.060
22   8 0.042020  43.790
23   8 0.044780  39.900
24   8 0.047180  36.360
25   8 0.049260  33.130
26   9 0.051380  30.190
27  10 0.053430  27.500
28  11 0.055220  25.060
29  11 0.057170  22.830
30  11 0.058870  20.810
31  12 0.060500  18.960
32  12 0.062120  17.270
33  13 0.063550  15.740
34  13 0.064820  14.340
35  13 0.065940  13.070
36  13 0.066930  11.910
37  13 0.067790  10.850
38  13 0.068550   9.884
39  13 0.069220   9.006
40  15 0.069950   8.206
41  15 0.070650   7.477
42  15 0.071270   6.813
43  16 0.071940   6.208
44  16 0.072860   5.656
45  18 0.073900   5.154
46  18 0.075480   4.696
47  18 0.077100   4.279
48  20 0.078910   3.899
49  21 0.081090   3.552
50  25 0.083730   3.237
51  25 0.086790   2.949
52  28 0.090010   2.687
53  29 0.093710   2.448
54  29 0.097490   2.231
55  33 0.101500   2.033
56  35 0.105900   1.852
57  37 0.110500   1.688
58  41 0.115400   1.538
59  41 0.120300   1.401
60  45 0.125400   1.277
61  46 0.130600   1.163
62  51 0.135900   1.060
63  53 0.141400   0.966
64  55 0.146800   0.880
65  56 0.152300   0.802
66  58 0.157800   0.730
67  58 0.163200   0.666
68  59 0.168500   0.606
69  63 0.173800   0.553
70  67 0.179100   0.503
71  69 0.184300   0.459
72  70 0.189500   0.418
73  72 0.194500   0.381
74  72 0.199500   0.347
75  73 0.204300   0.316
76  73 0.209000   0.288
77  74 0.213600   0.262
78  74 0.218100   0.239
79  76 0.222400   0.218
80  77 0.226600   0.199
81  77 0.230700   0.181
82  79 0.234700   0.165
83  80 0.238600   0.150
84  78 0.242500   0.137
85  78 0.246200   0.125
86  78 0.249700   0.114
87  78 0.253100   0.104
88  79 0.256400   0.094
89  78 0.259600   0.086
90  78 0.262600   0.078
91  79 0.265500   0.071
92  80 0.268300   0.065
93  82 0.271000   0.059
94  82 0.273600   0.054
95  86 0.276100   0.049
96  88 0.278500   0.045
97  90 0.280900   0.041
98  92 0.283100   0.037
99  93 0.285300   0.034
100 94 0.287400   0.031
