
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df     %Dev Lambda
1     0 0.000000 4.8700
2     2 0.003923 4.4370
3     2 0.008121 4.0430
4     2 0.011610 3.6840
5     2 0.014500 3.3560
6     3 0.017930 3.0580
7     3 0.021530 2.7870
8     4 0.024600 2.5390
9     5 0.027820 2.3130
10    5 0.030760 2.1080
11    5 0.033200 1.9210
12    6 0.035310 1.7500
13    6 0.037750 1.5950
14    7 0.040330 1.4530
15    7 0.042510 1.3240
16    7 0.044320 1.2060
17    8 0.046120 1.0990
18   10 0.048240 1.0010
19   11 0.050330 0.9125
20   12 0.052130 0.8314
21   12 0.053850 0.7576
22   15 0.055500 0.6903
23   16 0.057710 0.6289
24   15 0.059460 0.5731
25   16 0.060930 0.5222
26   20 0.062770 0.4758
27   20 0.064710 0.4335
28   19 0.066270 0.3950
29   19 0.067650 0.3599
30   19 0.068790 0.3279
31   20 0.069760 0.2988
32   18 0.070820 0.2723
33   19 0.071670 0.2481
34   19 0.072360 0.2260
35   20 0.073080 0.2059
36   22 0.074020 0.1877
37   22 0.075160 0.1710
38   23 0.076310 0.1558
39   24 0.087790 0.1420
40   31 0.097620 0.1293
41   31 0.106300 0.1179
42   34 0.113600 0.1074
43   38 0.120800 0.0978
44   40 0.128300 0.0891
45   42 0.135300 0.0812
46   44 0.141300 0.0740
47   47 0.146400 0.0674
48   49 0.150800 0.0614
49   53 0.154600 0.0560
50   56 0.157800 0.0510
51   57 0.160500 0.0465
52   56 0.162700 0.0424
53   59 0.164600 0.0386
54   58 0.166300 0.0352
55   61 0.167800 0.0320
56   61 0.169100 0.0292
57   64 0.170200 0.0266
58   64 0.171100 0.0242
59   65 0.171900 0.0221
60   66 0.172600 0.0201
61   67 0.173200 0.0183
62   70 0.173600 0.0167
63   71 0.174100 0.0152
64   73 0.174300 0.0139
65   71 0.174800 0.0126
66   72 0.175000 0.0115
67   77 0.175300 0.0105
68   79 0.175400 0.0096
69   78 0.175600 0.0087
70   79 0.175700 0.0079
71   81 0.175800 0.0072
72   84 0.175900 0.0066
73   86 0.176000 0.0060
74   88 0.176100 0.0055
75   90 0.176200 0.0050
76   90 0.176200 0.0045
77   96 0.176300 0.0041
78   97 0.176300 0.0038
79   98 0.176400 0.0034
80   98 0.176400 0.0031
81   98 0.176400 0.0029
82  100 0.176500 0.0026
83  101 0.176500 0.0024
84  102 0.176500 0.0022
85  104 0.176500 0.0020
86  104 0.176500 0.0018
87  104 0.176500 0.0016
88  108 0.176600 0.0015
89  111 0.176600 0.0014
90  111 0.176600 0.0012
91  112 0.176600 0.0011
92  114 0.176600 0.0010
93  115 0.176600 0.0009
94  116 0.176600 0.0009
95  117 0.176600 0.0008
96  118 0.176600 0.0007
97  119 0.176600 0.0006
98  119 0.176600 0.0006
99  120 0.176600 0.0005
100 122 0.176600 0.0005
