
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = FALSE) 

     Df     %Dev  Lambda
1     0 0.000000 24.3500
2     2 0.003841 22.1900
3     2 0.007973 20.2100
4     2 0.011420 18.4200
5     2 0.014300 16.7800
6     3 0.017730 15.2900
7     3 0.021300 13.9300
8     5 0.024410 12.7000
9     5 0.027730 11.5700
10    5 0.030550 10.5400
11    5 0.032920  9.6030
12    7 0.035070  8.7500
13    8 0.037570  7.9730
14    7 0.040220  7.2650
15    7 0.042370  6.6190
16    7 0.044160  6.0310
17    9 0.046000  5.4950
18   10 0.048140  5.0070
19   11 0.050220  4.5620
20   12 0.052000  4.1570
21   12 0.053670  3.7880
22   16 0.055310  3.4510
23   17 0.057430  3.1450
24   17 0.059210  2.8650
25   16 0.060750  2.6110
26   20 0.062610  2.3790
27   20 0.064450  2.1680
28   20 0.066050  1.9750
29   19 0.067390  1.8000
30   19 0.068560  1.6400
31   20 0.069540  1.4940
32   19 0.070620  1.3610
33   18 0.071450  1.2400
34   19 0.072140  1.1300
35   21 0.072890  1.0300
36   23 0.073830  0.9383
37   22 0.074980  0.8549
38   23 0.076010  0.7790
39   25 0.081190  0.7098
40   31 0.086360  0.6467
41   32 0.091770  0.5893
42   34 0.098210  0.5369
43   41 0.105300  0.4892
44   41 0.112300  0.4458
45   45 0.118900  0.4062
46   47 0.125100  0.3701
47   46 0.130700  0.3372
48   52 0.135900  0.3072
49   53 0.140600  0.2799
50   56 0.144800  0.2551
51   58 0.148700  0.2324
52   58 0.152000  0.2118
53   59 0.154900  0.1930
54   60 0.157700  0.1758
55   61 0.160100  0.1602
56   63 0.162300  0.1460
57   64 0.164200  0.1330
58   67 0.165800  0.1212
59   68 0.167300  0.1104
60   68 0.168600  0.1006
61   69 0.169700  0.0917
62   72 0.170500  0.0835
63   71 0.171600  0.0761
64   71 0.172300  0.0693
65   71 0.172900  0.0632
66   72 0.173400  0.0576
67   76 0.173900  0.0525
68   76 0.174300  0.0478
69   79 0.174700  0.0436
70   80 0.175000  0.0397
71   80 0.175200  0.0362
72   80 0.175400  0.0329
73   81 0.175600  0.0300
74   82 0.175800  0.0274
75   84 0.175900  0.0249
76   87 0.176000  0.0227
77   90 0.176100  0.0207
78   91 0.176200  0.0188
79   93 0.176200  0.0172
80   98 0.176300  0.0156
81   98 0.176300  0.0143
82   98 0.176400  0.0130
83   98 0.176400  0.0118
84   99 0.176400  0.0108
85  104 0.176500  0.0098
86  105 0.176500  0.0090
87  106 0.176500  0.0082
88  106 0.176500  0.0074
89  109 0.176500  0.0068
90  111 0.176600  0.0062
91  111 0.176600  0.0056
92  113 0.176600  0.0051
93  113 0.176600  0.0047
94  115 0.176600  0.0043
95  116 0.176600  0.0039
96  117 0.176600  0.0035
97  118 0.176600  0.0032
98  119 0.176600  0.0029
99  121 0.176600  0.0027
100 121 0.176600  0.0024
