
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 0.38730
2    1 0.006306 0.35290
3    3 0.011920 0.32150
4    5 0.026140 0.29300
5    6 0.040910 0.26690
6    8 0.054210 0.24320
7   17 0.067990 0.22160
8   20 0.081870 0.20190
9   23 0.094110 0.18400
10  21 0.104500 0.16770
11  23 0.113200 0.15280
12  25 0.120800 0.13920
13  28 0.127600 0.12680
14  28 0.133400 0.11560
15  30 0.138100 0.10530
16  30 0.142200 0.09594
17  31 0.145800 0.08741
18  33 0.148800 0.07965
19  34 0.151400 0.07257
20  32 0.153500 0.06612
21  32 0.155100 0.06025
22  37 0.156500 0.05490
23  35 0.157600 0.05002
24  35 0.158500 0.04558
25  35 0.159400 0.04153
26  34 0.160100 0.03784
27  34 0.160600 0.03448
28  34 0.161100 0.03141
29  34 0.161500 0.02862
30  34 0.161800 0.02608
31  35 0.162400 0.02376
32  36 0.162900 0.02165
33  36 0.163500 0.01973
34  38 0.164100 0.01798
35  38 0.164900 0.01638
36  41 0.165600 0.01492
37  43 0.166500 0.01360
38  48 0.167300 0.01239
39  49 0.168200 0.01129
40  51 0.168900 0.01029
41  52 0.169900 0.00937
42  55 0.170700 0.00854
43  56 0.171400 0.00778
44  57 0.172000 0.00709
45  60 0.172600 0.00646
46  63 0.173100 0.00589
47  64 0.173600 0.00536
48  66 0.174000 0.00489
49  66 0.174400 0.00445
50  66 0.174700 0.00406
51  69 0.175000 0.00370
52  69 0.175100 0.00337
53  70 0.175300 0.00307
54  73 0.175500 0.00280
55  76 0.175600 0.00255
56  75 0.175800 0.00232
57  77 0.175900 0.00212
58  77 0.176000 0.00193
59  78 0.176100 0.00176
60  83 0.176100 0.00160
61  85 0.176200 0.00146
62  87 0.176300 0.00133
63  87 0.176300 0.00121
64  90 0.176400 0.00110
65  89 0.176400 0.00100
66  91 0.176400 0.00092
67  95 0.176400 0.00083
68  97 0.176500 0.00076
69 100 0.176500 0.00069
70 102 0.176500 0.00063
71 103 0.176500 0.00058
72 108 0.176500 0.00052
73 108 0.176600 0.00048
74 109 0.176600 0.00044
75 109 0.176600 0.00040
76 112 0.176600 0.00036
77 118 0.176600 0.00033
78 119 0.176600 0.00030
79 118 0.176600 0.00027
80 121 0.176600 0.00025
81 123 0.176600 0.00023
82 126 0.176600 0.00021
83 127 0.176600 0.00019
84 128 0.176600 0.00017
85 131 0.176600 0.00016
86 132 0.176600 0.00014
87 133 0.176600 0.00013
88 134 0.176700 0.00012
89 134 0.176700 0.00011
90 135 0.176700 0.00010
91 134 0.176700 0.00009
