
Call:  glmnet(x = x, y = y, alpha = 0, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1   84 0.00000 10640.0
2   84 0.01418  9697.0
3   84 0.01519  8836.0
4   84 0.01625  8051.0
5   84 0.01734  7335.0
6   84 0.01848  6684.0
7   84 0.01966  6090.0
8   84 0.02087  5549.0
9   84 0.02211  5056.0
10  84 0.02338  4607.0
11  84 0.02467  4198.0
12  84 0.02598  3825.0
13  84 0.02731  3485.0
14  84 0.02865  3175.0
15  84 0.03000  2893.0
16  84 0.03134  2636.0
17  84 0.03269  2402.0
18  84 0.03403  2189.0
19  84 0.03536  1994.0
20  84 0.03668  1817.0
21  84 0.03798  1656.0
22  84 0.03926  1509.0
23  84 0.04052  1375.0
24  84 0.04176  1252.0
25  84 0.04298  1141.0
26  84 0.04416  1040.0
27  84 0.04532   947.4
28  84 0.04645   863.2
29  84 0.04754   786.6
30  84 0.04861   716.7
31  84 0.04964   653.0
32  84 0.05064   595.0
33  84 0.05161   542.1
34  84 0.05255   494.0
35  84 0.05345   450.1
36  84 0.05432   410.1
37  84 0.05517   373.7
38  84 0.05598   340.5
39  84 0.05677   310.2
40  84 0.05754   282.7
41  84 0.05828   257.6
42  84 0.05901   234.7
43  84 0.05971   213.8
44  84 0.06040   194.8
45  84 0.06108   177.5
46  84 0.06175   161.8
47  84 0.06241   147.4
48  84 0.06306   134.3
49  84 0.06371   122.4
50  84 0.06436   111.5
51  84 0.06501   101.6
52  84 0.06567    92.6
53  84 0.06633    84.3
54  84 0.06701    76.8
55  84 0.06769    70.0
56  84 0.06839    63.8
57  84 0.06910    58.1
58  84 0.06983    53.0
59  84 0.07058    48.3
60  84 0.07136    44.0
61  84 0.07216    40.1
62  84 0.07298    36.5
63  84 0.07384    33.3
64  84 0.07472    30.3
65  84 0.07564    27.6
66  84 0.07660    25.2
67  84 0.07760    22.9
68  84 0.07864    20.9
69  84 0.07973    19.0
70  84 0.08087    17.3
71  84 0.08206    15.8
72  84 0.08330    14.4
73  84 0.08461    13.1
74  84 0.08598    11.9
75  84 0.08741    10.9
76  84 0.08893     9.9
77  84 0.09051     9.0
78  84 0.09219     8.2
79  84 0.09395     7.5
80  84 0.09580     6.8
81  84 0.09775     6.2
82  84 0.09980     5.7
83  84 0.10200     5.2
84  84 0.10420     4.7
85  84 0.10660     4.3
86  84 0.10910     3.9
87  84 0.11180     3.6
88  84 0.11450     3.2
89  84 0.11740     3.0
90  84 0.12050     2.7
91  84 0.12360     2.5
92  84 0.12690     2.2
93  84 0.13040     2.0
94  84 0.13390     1.9
95  84 0.13760     1.7
96  84 0.14150     1.5
97  84 0.14540     1.4
98  84 0.14950     1.3
99  84 0.15370     1.2
100 84 0.15810     1.1
