
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 2.98100
2     2 0.00208 2.71600
3     2 0.00474 2.47500
4     3 0.00731 2.25500
5     3 0.01081 2.05500
6     4 0.01397 1.87200
7     5 0.01903 1.70600
8     6 0.02414 1.55400
9     8 0.02876 1.41600
10   11 0.03353 1.29000
11   11 0.03800 1.17600
12   12 0.04194 1.07100
13   13 0.04594 0.97620
14   14 0.04968 0.88950
15   16 0.05286 0.81050
16   20 0.05583 0.73850
17   21 0.05899 0.67290
18   23 0.06170 0.61310
19   23 0.06413 0.55860
20   23 0.06614 0.50900
21   23 0.06781 0.46380
22   23 0.06956 0.42260
23   23 0.07099 0.38500
24   25 0.07235 0.35080
25   25 0.07361 0.31970
26   26 0.07474 0.29130
27   26 0.07594 0.26540
28   25 0.07693 0.24180
29   26 0.07784 0.22030
30   28 0.07886 0.20080
31   30 0.07997 0.18290
32   30 0.08460 0.16670
33   33 0.09200 0.15190
34   35 0.09879 0.13840
35   36 0.10700 0.12610
36   38 0.11400 0.11490
37   38 0.12040 0.10470
38   41 0.13040 0.09538
39   49 0.14100 0.08690
40   49 0.15280 0.07918
41   52 0.16270 0.07215
42   54 0.17120 0.06574
43   54 0.17810 0.05990
44   54 0.18450 0.05458
45   58 0.19210 0.04973
46   59 0.20040 0.04531
47   60 0.20740 0.04129
48   64 0.21350 0.03762
49   67 0.21900 0.03428
50   71 0.22410 0.03123
51   74 0.22910 0.02846
52   81 0.23530 0.02593
53   81 0.24210 0.02363
54   83 0.25010 0.02153
55   85 0.25910 0.01961
56   87 0.27010 0.01787
57   89 0.28140 0.01628
58   91 0.29150 0.01484
59   95 0.30010 0.01352
60   99 0.30840 0.01232
61  104 0.31580 0.01122
62  106 0.32250 0.01023
63  104 0.32810 0.00932
64  105 0.33270 0.00849
65  107 0.33670 0.00774
66  107 0.34000 0.00705
67  114 0.34340 0.00642
68  118 0.34630 0.00585
69  120 0.34880 0.00533
70  121 0.35090 0.00486
71  124 0.35260 0.00443
72  129 0.35420 0.00403
73  130 0.35550 0.00368
74  130 0.35660 0.00335
75  129 0.35760 0.00305
76  130 0.35840 0.00278
77  132 0.35910 0.00253
78  133 0.35980 0.00231
79  136 0.36040 0.00210
80  136 0.36090 0.00192
81  136 0.36130 0.00175
82  138 0.36160 0.00159
83  143 0.36200 0.00145
84  143 0.36230 0.00132
85  144 0.36250 0.00120
86  144 0.36270 0.00110
87  146 0.36290 0.00100
88  147 0.36300 0.00091
89  148 0.36310 0.00083
90  149 0.36320 0.00076
91  152 0.36330 0.00069
92  153 0.36340 0.00063
93  154 0.36350 0.00057
94  154 0.36350 0.00052
95  157 0.36360 0.00047
96  157 0.36360 0.00043
97  161 0.36370 0.00039
98  160 0.36370 0.00036
99  165 0.36370 0.00033
100 167 0.36370 0.00030
