
Call:  glmnet(x = x, y = y, alpha = 0.25, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 11.9200
2     2 0.00205 10.8700
3     2 0.00467  9.9000
4     3 0.00721  9.0210
5     3 0.01067  8.2190
6     4 0.01379  7.4890
7     5 0.01878  6.8240
8     6 0.02386  6.2180
9     8 0.02845  5.6650
10   11 0.03323  5.1620
11   11 0.03768  4.7030
12   12 0.04162  4.2860
13   14 0.04572  3.9050
14   14 0.04943  3.5580
15   17 0.05263  3.2420
16   20 0.05575  2.9540
17   21 0.05886  2.6910
18   23 0.06156  2.4520
19   23 0.06394  2.2340
20   23 0.06593  2.0360
21   23 0.06760  1.8550
22   24 0.06938  1.6900
23   24 0.07083  1.5400
24   25 0.07223  1.4030
25   25 0.07348  1.2790
26   26 0.07461  1.1650
27   26 0.07581  1.0620
28   26 0.07679  0.9673
29   26 0.07772  0.8813
30   28 0.07875  0.8030
31   30 0.07989  0.7317
32   31 0.08241  0.6667
33   33 0.08634  0.6075
34   35 0.09039  0.5535
35   36 0.09575  0.5043
36   38 0.10090  0.4595
37   37 0.10560  0.4187
38   41 0.11220  0.3815
39   49 0.12000  0.3476
40   49 0.12930  0.3167
41   51 0.13840  0.2886
42   53 0.14680  0.2630
43   54 0.15450  0.2396
44   56 0.16260  0.2183
45   57 0.17040  0.1989
46   60 0.17860  0.1812
47   61 0.18650  0.1651
48   66 0.19380  0.1505
49   68 0.20060  0.1371
50   70 0.20690  0.1249
51   74 0.21290  0.1138
52   79 0.21890  0.1037
53   84 0.22460  0.0945
54   88 0.23080  0.0861
55   89 0.23730  0.0785
56   90 0.24430  0.0715
57   95 0.25150  0.0651
58   94 0.25860  0.0594
59   92 0.26530  0.0541
60   97 0.27200  0.0493
61  103 0.27850  0.0449
62  104 0.28500  0.0409
63  105 0.29110  0.0373
64  105 0.29670  0.0340
65  108 0.30210  0.0309
66  106 0.30730  0.0282
67  110 0.31210  0.0257
68  112 0.31660  0.0234
69  116 0.32080  0.0213
70  119 0.32470  0.0194
71  124 0.32840  0.0177
72  128 0.33180  0.0161
73  130 0.33500  0.0147
74  132 0.33820  0.0134
75  134 0.34110  0.0122
76  135 0.34370  0.0111
77  135 0.34610  0.0101
78  137 0.34830  0.0092
79  139 0.35020  0.0084
80  140 0.35190  0.0077
81  142 0.35350  0.0070
82  143 0.35480  0.0064
83  144 0.35610  0.0058
84  146 0.35710  0.0053
85  146 0.35800  0.0048
86  147 0.35880  0.0044
87  147 0.35950  0.0040
88  148 0.36010  0.0036
89  150 0.36070  0.0033
90  151 0.36110  0.0030
91  156 0.36150  0.0028
92  156 0.36190  0.0025
93  156 0.36220  0.0023
94  157 0.36250  0.0021
95  160 0.36270  0.0019
96  160 0.36290  0.0017
97  161 0.36300  0.0016
98  163 0.36320  0.0014
99  164 0.36330  0.0013
100 166 0.36340  0.0012
