
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

     Df    %Dev Lambda
1     0 0.00000 8.6180
2     1 0.00162 7.8530
3     1 0.00328 7.1550
4     2 0.00502 6.5200
5     3 0.00833 5.9400
6     7 0.01349 5.4130
7    10 0.01986 4.9320
8    13 0.02741 4.4940
9    31 0.03800 4.0940
10   47 0.05179 3.7310
11   59 0.06807 3.3990
12   73 0.08606 3.0970
13   85 0.10470 2.8220
14   94 0.12300 2.5710
15  111 0.14140 2.3430
16  117 0.15930 2.1350
17  125 0.17640 1.9450
18  137 0.19310 1.7720
19  143 0.20880 1.6150
20  147 0.22330 1.4710
21  150 0.23670 1.3410
22  152 0.24900 1.2220
23  158 0.26030 1.1130
24  158 0.27060 1.0140
25  162 0.28000 0.9241
26  162 0.28860 0.8420
27  161 0.29640 0.7672
28  162 0.30340 0.6991
29  163 0.30970 0.6370
30  161 0.31530 0.5804
31  160 0.32040 0.5288
32  159 0.32490 0.4818
33  160 0.32900 0.4390
34  160 0.33280 0.4000
35  157 0.33620 0.3645
36  156 0.33930 0.3321
37  157 0.34210 0.3026
38  157 0.34450 0.2757
39  155 0.34670 0.2512
40  157 0.34860 0.2289
41  158 0.35020 0.2086
42  154 0.35180 0.1900
43  154 0.35310 0.1732
44  153 0.35430 0.1578
45  150 0.35540 0.1438
46  150 0.35630 0.1310
47  150 0.35710 0.1194
48  149 0.35790 0.1088
49  148 0.35850 0.0991
50  146 0.35910 0.0903
51  147 0.35960 0.0823
52  152 0.36000 0.0750
53  153 0.36040 0.0683
54  153 0.36080 0.0622
55  153 0.36120 0.0567
56  156 0.36150 0.0517
57  154 0.36170 0.0471
58  155 0.36190 0.0429
59  157 0.36210 0.0391
60  158 0.36230 0.0356
61  161 0.36250 0.0324
62  161 0.36260 0.0296
63  163 0.36270 0.0269
64  161 0.36280 0.0246
65  158 0.36290 0.0224
66  159 0.36300 0.0204
67  164 0.36310 0.0186
68  168 0.36310 0.0169
69  171 0.36320 0.0154
70  176 0.36330 0.0140
71  178 0.36330 0.0128
72  175 0.36340 0.0117
73  176 0.36340 0.0106
74  175 0.36350 0.0097
75  177 0.36350 0.0088
76  181 0.36350 0.0080
77  185 0.36360 0.0073
78  183 0.36360 0.0067
79  184 0.36360 0.0061
80  189 0.36360 0.0055
81  192 0.36370 0.0050
82  193 0.36370 0.0046
83  193 0.36370 0.0042
84  197 0.36370 0.0038
85  197 0.36370 0.0035
86  198 0.36380 0.0032
87  200 0.36380 0.0029
88  198 0.36390 0.0026
89  198 0.36390 0.0024
90  198 0.36390 0.0022
91  198 0.36390 0.0020
92  198 0.36390 0.0018
93  197 0.36390 0.0017
94  199 0.36400 0.0015
95  198 0.36400 0.0014
96  198 0.36400 0.0012
97  201 0.36400 0.0011
98  200 0.36400 0.0010
99  200 0.36400 0.0009
100 201 0.36400 0.0009
