
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 5.1630
2    1 0.006954 4.7040
3    1 0.012740 4.2870
4    1 0.017550 3.9060
5    1 0.021550 3.5590
6    2 0.025320 3.2430
7    2 0.030250 2.9550
8    2 0.034340 2.6920
9    2 0.037740 2.4530
10   2 0.040570 2.2350
11   3 0.043700 2.0360
12   3 0.046770 1.8560
13   4 0.049680 1.6910
14   4 0.052570 1.5400
15   4 0.054990 1.4040
16   5 0.057200 1.2790
17   5 0.059040 1.1650
18   5 0.060570 1.0620
19   5 0.061840 0.9675
20   5 0.062900 0.8815
21   5 0.063770 0.8032
22   6 0.064510 0.7319
23   6 0.065260 0.6668
24   6 0.065880 0.6076
25   6 0.066400 0.5536
26   9 0.067160 0.5044
27  10 0.068540 0.4596
28  11 0.069870 0.4188
29  12 0.071260 0.3816
30  13 0.072520 0.3477
31  13 0.073920 0.3168
32  11 0.075060 0.2887
33  11 0.075870 0.2630
34  11 0.076550 0.2397
35  13 0.078040 0.2184
36  14 0.082770 0.1990
37  16 0.096170 0.1813
38  17 0.107900 0.1652
39  18 0.118000 0.1505
40  19 0.126700 0.1371
41  22 0.135400 0.1250
42  23 0.146000 0.1139
43  27 0.156600 0.1037
44  29 0.166700 0.0945
45  31 0.177400 0.0861
46  31 0.186400 0.0785
47  31 0.194200 0.0715
48  31 0.201900 0.0652
49  30 0.208300 0.0594
50  29 0.213800 0.0541
51  31 0.218600 0.0493
52  32 0.223500 0.0449
53  34 0.228500 0.0409
54  36 0.234600 0.0373
55  36 0.241800 0.0340
56  36 0.248100 0.0310
57  38 0.253900 0.0282
58  40 0.259200 0.0257
59  42 0.264000 0.0234
60  42 0.268200 0.0213
61  42 0.271900 0.0194
62  43 0.274900 0.0177
63  43 0.277500 0.0161
64  43 0.279700 0.0147
65  43 0.281600 0.0134
66  44 0.283200 0.0122
67  44 0.284700 0.0111
68  44 0.285900 0.0101
69  44 0.286900 0.0092
70  44 0.287800 0.0084
71  44 0.288500 0.0077
72  44 0.289200 0.0070
73  44 0.289700 0.0064
74  44 0.290100 0.0058
75  44 0.290500 0.0053
76  44 0.290800 0.0048
77  45 0.291000 0.0044
78  45 0.291300 0.0040
79  45 0.291400 0.0036
80  45 0.291600 0.0033
81  46 0.291700 0.0030
82  46 0.291800 0.0028
83  47 0.291900 0.0025
84  48 0.292000 0.0023
85  49 0.292000 0.0021
86  49 0.292100 0.0019
87  49 0.292200 0.0017
88  49 0.292200 0.0016
89  49 0.292200 0.0014
90  49 0.292300 0.0013
91  49 0.292300 0.0012
92  49 0.292300 0.0011
93  49 0.292300 0.0010
94  49 0.292300 0.0009
95  49 0.292400 0.0008
96  50 0.292400 0.0007
97  50 0.292400 0.0007
98  50 0.292400 0.0006
99  51 0.292400 0.0006
100 53 0.292400 0.0005
