
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 71.830
2    1 0.003770 65.450
3    2 0.007388 59.640
4    4 0.012080 54.340
5    4 0.019960 49.510
6    4 0.027000 45.110
7    4 0.033250 41.110
8    4 0.038800 37.450
9    4 0.043690 34.130
10   4 0.048000 31.100
11   5 0.051840 28.330
12   5 0.055420 25.820
13   5 0.058560 23.520
14   5 0.061260 21.430
15   5 0.063590 19.530
16   5 0.065600 17.790
17   5 0.067310 16.210
18   5 0.068780 14.770
19   6 0.070160 13.460
20   6 0.071550 12.260
21   6 0.072770 11.180
22   6 0.073830 10.180
23   6 0.074770  9.278
24   6 0.075610  8.454
25   7 0.076360  7.703
26   7 0.077050  7.018
27   7 0.077680  6.395
28   7 0.078250  5.827
29   7 0.078760  5.309
30   7 0.079240  4.837
31   7 0.079670  4.408
32   8 0.080330  4.016
33   8 0.081320  3.659
34   8 0.082340  3.334
35   8 0.083380  3.038
36   8 0.084440  2.768
37   9 0.085550  2.522
38   9 0.086710  2.298
39   9 0.087880  2.094
40   9 0.089090  1.908
41   9 0.090320  1.738
42   9 0.091580  1.584
43   9 0.092870  1.443
44   9 0.094190  1.315
45   9 0.095520  1.198
46   9 0.096890  1.092
47   9 0.098260  0.995
48   8 0.099620  0.906
49   8 0.101000  0.826
50   8 0.102300  0.753
51   8 0.103700  0.686
52  10 0.105000  0.625
53  11 0.106400  0.569
54  11 0.107800  0.519
55  13 0.109100  0.473
56  13 0.110400  0.431
57  13 0.111700  0.392
58  13 0.112900  0.358
59  13 0.114100  0.326
60  13 0.115200  0.297
61  13 0.116300  0.270
62  13 0.117200  0.246
63  13 0.118100  0.224
64  13 0.119000  0.205
65  13 0.119700  0.186
66  13 0.120400  0.170
67  13 0.121100  0.155
68  13 0.121600  0.141
69  13 0.122100  0.128
70  13 0.122600  0.117
71  14 0.123000  0.107
72  14 0.123400  0.097
73  14 0.123700  0.089
74  14 0.124000  0.081
75  14 0.124200  0.074
76  14 0.124400  0.067
77  13 0.124600  0.061
78  13 0.124800  0.056
79  13 0.124900  0.051
80  14 0.125100  0.046
81  14 0.125200  0.042
82  14 0.125200  0.038
83  14 0.125300  0.035
84  14 0.125400  0.032
85  14 0.125400  0.029
86  14 0.125500  0.026
87  14 0.125500  0.024
88  14 0.125600  0.022
89  14 0.125600  0.020
90  15 0.125600  0.018
91  17 0.125600  0.017
92  17 0.125600  0.015
93  17 0.125700  0.014
94  17 0.125700  0.013
95  18 0.125700  0.011
96  18 0.125700  0.010
97  19 0.125700  0.009
98  19 0.125700  0.009
99  19 0.125700  0.008
100 19 0.125700  0.007
