
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.9710
2    1 0.005675 8.1740
3    1 0.010390 7.4480
4    1 0.014300 6.7860
5    1 0.017550 6.1830
6    1 0.020240 5.6340
7    3 0.022840 5.1340
8    3 0.026880 4.6780
9    3 0.030240 4.2620
10   3 0.033020 3.8830
11   3 0.035340 3.5380
12   3 0.037260 3.2240
13   3 0.038850 2.9380
14   3 0.040170 2.6770
15   3 0.041270 2.4390
16   3 0.042180 2.2220
17   4 0.043450 2.0250
18   4 0.046110 1.8450
19   4 0.048390 1.6810
20   4 0.050290 1.5320
21   4 0.051880 1.3960
22   4 0.053190 1.2720
23   4 0.054280 1.1590
24   4 0.055190 1.0560
25   5 0.056020 0.9619
26   5 0.056700 0.8765
27   6 0.057700 0.7986
28   6 0.058600 0.7277
29   6 0.059340 0.6630
30   6 0.059960 0.6041
31   7 0.060670 0.5505
32   7 0.061390 0.5016
33   7 0.061980 0.4570
34   7 0.062480 0.4164
35   8 0.062890 0.3794
36   9 0.063450 0.3457
37   9 0.063990 0.3150
38   9 0.065070 0.2870
39   9 0.066230 0.2615
40   9 0.067160 0.2383
41   9 0.067940 0.2171
42  10 0.068730 0.1978
43  12 0.069600 0.1802
44  14 0.079890 0.1642
45  16 0.091070 0.1496
46  15 0.100600 0.1364
47  15 0.108400 0.1242
48  19 0.115200 0.1132
49  18 0.121000 0.1031
50  19 0.125900 0.0940
51  21 0.129900 0.0856
52  22 0.133500 0.0780
53  23 0.136500 0.0711
54  24 0.139000 0.0648
55  23 0.141200 0.0590
56  23 0.143000 0.0538
57  24 0.144400 0.0490
58  24 0.145700 0.0446
59  24 0.146800 0.0407
60  24 0.147700 0.0371
61  25 0.148400 0.0338
62  27 0.149100 0.0308
63  26 0.149700 0.0280
64  26 0.150200 0.0256
65  28 0.150700 0.0233
66  29 0.151100 0.0212
67  29 0.151400 0.0193
68  29 0.151700 0.0176
69  31 0.152000 0.0160
70  31 0.152200 0.0146
71  32 0.152400 0.0133
72  31 0.152500 0.0121
73  32 0.152700 0.0111
74  33 0.152800 0.0101
75  35 0.152900 0.0092
76  35 0.153000 0.0084
77  37 0.153100 0.0076
78  38 0.153100 0.0069
79  39 0.153200 0.0063
80  39 0.153200 0.0058
81  40 0.153300 0.0053
82  40 0.153300 0.0048
83  40 0.153300 0.0044
84  40 0.153300 0.0040
85  41 0.153400 0.0036
86  45 0.153400 0.0033
87  45 0.153400 0.0030
88  44 0.153400 0.0027
89  46 0.153400 0.0025
90  48 0.153400 0.0023
91  49 0.153400 0.0021
92  53 0.153400 0.0019
93  54 0.153500 0.0017
94  56 0.153500 0.0016
95  57 0.153500 0.0014
96  58 0.153500 0.0013
97  58 0.153500 0.0012
98  59 0.153500 0.0011
99  59 0.153500 0.0010
100 59 0.153500 0.0009
