
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 9.9680
2    1 0.005671 9.0820
3    1 0.010380 8.2760
4    1 0.014290 7.5400
5    1 0.017540 6.8700
6    1 0.020230 6.2600
7    3 0.022840 5.7040
8    3 0.026880 5.1970
9    3 0.030230 4.7360
10   3 0.033020 4.3150
11   3 0.035330 3.9320
12   3 0.037250 3.5820
13   3 0.038840 3.2640
14   3 0.040170 2.9740
15   3 0.041270 2.7100
16   3 0.042180 2.4690
17   4 0.043450 2.2500
18   4 0.046100 2.0500
19   4 0.048380 1.8680
20   4 0.050280 1.7020
21   4 0.051860 1.5510
22   4 0.053180 1.4130
23   4 0.054270 1.2870
24   5 0.055180 1.1730
25   5 0.056010 1.0690
26   5 0.056700 0.9739
27   6 0.057690 0.8874
28   6 0.058600 0.8085
29   6 0.059340 0.7367
30   6 0.059960 0.6713
31   7 0.060670 0.6116
32   7 0.061390 0.5573
33   7 0.061980 0.5078
34   7 0.062480 0.4627
35   8 0.062890 0.4216
36   9 0.063450 0.3841
37   9 0.063990 0.3500
38   9 0.065070 0.3189
39   9 0.066220 0.2906
40   9 0.067160 0.2648
41   9 0.067930 0.2412
42  10 0.068730 0.2198
43  12 0.069590 0.2003
44  14 0.079470 0.1825
45  16 0.090320 0.1663
46  15 0.099680 0.1515
47  15 0.107400 0.1380
48  19 0.114200 0.1258
49  18 0.120000 0.1146
50  19 0.124900 0.1044
51  21 0.129100 0.0952
52  22 0.132700 0.0867
53  23 0.135800 0.0790
54  24 0.138400 0.0720
55  23 0.140700 0.0656
56  23 0.142500 0.0598
57  24 0.144000 0.0544
58  24 0.145400 0.0496
59  24 0.146500 0.0452
60  24 0.147400 0.0412
61  25 0.148200 0.0375
62  27 0.148900 0.0342
63  27 0.149500 0.0312
64  26 0.150100 0.0284
65  28 0.150600 0.0259
66  30 0.151000 0.0236
67  29 0.151400 0.0215
68  29 0.151700 0.0196
69  31 0.151900 0.0178
70  31 0.152100 0.0162
71  32 0.152300 0.0148
72  32 0.152500 0.0135
73  32 0.152700 0.0123
74  33 0.152800 0.0112
75  35 0.152800 0.0102
76  35 0.153000 0.0093
77  37 0.153000 0.0085
78  38 0.153100 0.0077
79  39 0.153200 0.0070
80  39 0.153200 0.0064
81  40 0.153300 0.0058
82  40 0.153300 0.0053
83  40 0.153300 0.0048
84  40 0.153300 0.0044
85  41 0.153400 0.0040
86  44 0.153400 0.0037
87  43 0.153400 0.0033
88  44 0.153400 0.0030
89  46 0.153400 0.0028
90  47 0.153400 0.0025
91  49 0.153400 0.0023
92  54 0.153400 0.0021
93  54 0.153500 0.0019
94  56 0.153500 0.0017
95  57 0.153500 0.0016
96  58 0.153500 0.0014
97  58 0.153500 0.0013
98  59 0.153500 0.0012
99  59 0.153500 0.0011
100 59 0.153500 0.0010
