
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

   Df     %Dev Lambda
1   0 0.000000 4.4990
2   7 0.006144 4.0990
3  11 0.015940 3.7350
4  19 0.028060 3.4030
5  23 0.039890 3.1010
6  26 0.050800 2.8260
7  28 0.060950 2.5750
8  29 0.070110 2.3460
9  31 0.078450 2.1370
10 33 0.086020 1.9480
11 31 0.092860 1.7750
12 30 0.098990 1.6170
13 31 0.104500 1.4730
14 30 0.109400 1.3420
15 30 0.113800 1.2230
16 29 0.117700 1.1140
17 29 0.121200 1.0150
18 28 0.124300 0.9252
19 27 0.127100 0.8430
20 28 0.129500 0.7681
21 28 0.131600 0.6999
22 28 0.133400 0.6377
23 26 0.135100 0.5811
24 26 0.136500 0.5295
25 26 0.137700 0.4824
26 26 0.138800 0.4396
27 26 0.139800 0.4005
28 25 0.140600 0.3649
29 25 0.141300 0.3325
30 26 0.141900 0.3030
31 23 0.142500 0.2761
32 22 0.142900 0.2515
33 24 0.143500 0.2292
34 24 0.144100 0.2088
35 24 0.144600 0.1903
36 23 0.145200 0.1734
37 24 0.145800 0.1580
38 24 0.146400 0.1439
39 27 0.147000 0.1311
40 28 0.147600 0.1195
41 31 0.148200 0.1089
42 31 0.148800 0.0992
43 32 0.149300 0.0904
44 34 0.149800 0.0824
45 36 0.150200 0.0750
46 38 0.150600 0.0684
47 41 0.150900 0.0623
48 44 0.151200 0.0568
49 44 0.151500 0.0517
50 44 0.151800 0.0471
51 46 0.152000 0.0430
52 46 0.152200 0.0391
53 47 0.152400 0.0356
54 49 0.152500 0.0325
55 49 0.152700 0.0296
56 48 0.152800 0.0270
57 48 0.152900 0.0246
58 48 0.153000 0.0224
59 48 0.153100 0.0204
60 47 0.153100 0.0186
61 47 0.153200 0.0169
62 48 0.153200 0.0154
63 49 0.153300 0.0141
64 49 0.153300 0.0128
65 50 0.153300 0.0117
66 52 0.153400 0.0106
67 52 0.153400 0.0097
68 53 0.153400 0.0088
69 53 0.153400 0.0080
70 53 0.153400 0.0073
71 54 0.153400 0.0067
72 55 0.153400 0.0061
73 55 0.153500 0.0055
74 55 0.153500 0.0051
75 55 0.153500 0.0046
76 55 0.153500 0.0042
77 55 0.153500 0.0038
78 56 0.153500 0.0035
79 59 0.153500 0.0032
80 59 0.153500 0.0029
81 60 0.153500 0.0026
82 60 0.153500 0.0024
83 61 0.153500 0.0022
84 62 0.153500 0.0020
85 63 0.153500 0.0018
86 63 0.153500 0.0017
87 64 0.153500 0.0015
