IC50,Cancer,Drug,SDOM_subdomainXI_EXP,PWY_R_HSA_2029480,PWY_R_HSA_449147,GO_0038083,FAM_Other_CSV,EXP_TRIM66,EXP_STKLD1,Predicted IC50,Validation
3.671739,1240208,292,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,8
3.389077,1240218,292,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
3.818538,1240219,292,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
3.413044,1290797,292,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,4
6.380345,1298141,292,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,10
3.886799,1298219,292,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
3.874092,1298475,292,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,3
6.983279,1298476,292,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,6
3.652826,1298526,292,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,6
5.649185,1298533,292,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
4.778866,1298534,292,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,2
2.824963,724869,293,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,2
4.068389,724870,293,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,10
4.063587,753624,293,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
4.939334,906693,293,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,8
5.537648,906821,293,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,2
4.167522,907285,293,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,9
4.878791,907286,293,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,4
4.664341,909904,293,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,5
3.599527,910546,293,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,7
3.948249,910907,293,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,4
5.050353,925347,293,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,5
4.950529,925348,293,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
3.858878,1240201,293,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,4
3.807942,1240208,293,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,5
4.564571,1240218,293,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,1
4.426933,1240219,293,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,1
3.477522,1290797,293,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,6
5.360013,1298141,293,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,9
5.104308,1298219,293,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
4.632029,1298475,293,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,1
6.946894,1298476,293,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
3.706993,1298526,293,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
3.633221,1298533,293,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,9
3.267076,1298534,293,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,1
3.040208,724869,294,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,4
5.854872,724870,294,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,10
4.189404,753624,294,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
3.133756,906693,294,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,8
4.624447,906821,294,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,6
3.36701,907285,294,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
2.711136,907286,294,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
5.323221,909904,294,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,8
1.845284,910546,294,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,7
6.202588,910907,294,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,3
2.621867,925347,294,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,3
3.850153,925348,294,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,7
4.485426,1240201,294,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,9
4.891518,1240208,294,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,4
5.293309,1240218,294,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,3
2.670675,1240219,294,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
3.444769,1290797,294,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,4
6.521717,1298141,294,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
3.592106,1298219,294,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
2.516707,1298475,294,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,1
6.293462,1298476,294,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,6
2.36843,1298526,294,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,4
4.998482,1298533,294,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,3
3.2509,1298534,294,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,5
2.306423,724869,295,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,6
4.669074,724870,295,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
3.044403,753624,295,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,3
2.037653,906693,295,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,6
4.829934,906821,295,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,3
3.550547,907285,295,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
1.302458,907286,295,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,1
5.482624,909904,295,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
0.767067,910546,295,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,1
5.533158,910907,295,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,3
2.599368,925347,295,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,10
4.659283,925348,295,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
2.65791,1240201,295,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,9
3.631267,1240208,295,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,2
4.432827,1240218,295,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
0.409801,1240219,295,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,6
3.532692,1290797,295,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,7
5.922269,1298141,295,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,7
2.540143,1298219,295,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
1.47043,1298475,295,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,7
4.319668,1298476,295,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,4
2.198322,1298526,295,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,8
3.200864,1298533,295,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
1.822509,1298534,295,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,10
3.899978,724869,298,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,9
3.781448,724870,298,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,8
5.402276,753624,298,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
5.120348,906693,298,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,5
5.332157,906821,298,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
4.503721,907285,298,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,8
2.658461,907286,298,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
5.307062,909904,298,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
2.793371,910546,298,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,9
4.769423,910907,298,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,4
4.812887,925347,298,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,8
4.613681,925348,298,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,3
3.313834,1240201,298,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,10
3.739107,1240208,298,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,2
4.482741,1240218,298,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,5
4.088006,1240219,298,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,1
3.474611,1290797,298,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,6
4.982765,1298141,298,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
4.465621,1298219,298,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,2
4.918772,1298475,298,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,5
6.317564,1298476,298,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,9
4.027309,1298526,298,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,8
4.18191,1298533,298,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
5.99591,1298534,298,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,6
-0.724469,724869,299,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,1
5.283063,724870,299,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,10
1.65081,753624,299,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,2
2.321532,906693,299,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,1
0.825598,906821,299,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
2.426739,907285,299,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,1
0.156691,907286,299,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,9
4.098698,909904,299,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,7
1.010411,910546,299,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
3.006996,910907,299,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,2
-0.73786,925347,299,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,7
-0.622951,925348,299,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
1.201301,1240201,299,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,4
2.374037,1240208,299,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,3
2.597279,1240218,299,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
-0.414703,1240219,299,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,9
1.445105,1290797,299,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,6
3.155119,1298141,299,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
1.648805,1298219,299,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
3.555972,1298475,299,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,4
3.447547,1298476,299,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,9
-1.56381,1298526,299,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,6
3.839075,1298533,299,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
1.517101,1298534,299,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,10
2.046909,724869,301,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,7
4.963911,724870,301,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,10
1.319963,753624,301,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,4
1.683578,906693,301,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,9
2.29695,906821,301,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,3
2.365449,907285,301,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
-0.781247,907286,301,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,9
3.625746,909904,301,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,4
-1.770916,910546,301,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,2
3.958298,910907,301,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,8
0.764896,925347,301,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,6
1.451275,925348,301,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,2
1.995592,1240201,301,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,1
2.677309,1240208,301,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,5
1.185917,1240218,301,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
3.514869,1240219,301,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,9
2.278625,1290797,301,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,2
5.613898,1298141,301,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,2
1.375941,1298219,301,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,2
2.986886,1298475,301,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,5
5.949987,1298476,301,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,8
2.290452,1298526,301,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
3.841455,1298533,301,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
1.590288,1298534,301,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,9
3.267961,724869,302,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,4
5.017995,724870,302,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,5
4.915703,753624,302,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,4
5.235701,906693,302,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
0.797891,906821,302,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,10
-0.231305,907285,302,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
2.633382,907286,302,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
4.932242,909904,302,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
-0.295169,910546,302,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
3.787379,910907,302,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,9
0.109556,925347,302,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,5
-1.588382,925348,302,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
0.118603,1240201,302,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,2
0.818998,1240208,302,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,4
2.98087,1240218,302,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,3
4.922995,1240219,302,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,4
-0.513083,1290797,302,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,6
5.947909,1298141,302,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
3.720248,1298219,302,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,10
5.445327,1298475,302,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,8
1.257717,1298476,302,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
-1.259184,1298526,302,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,10
2.582476,1298533,302,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
0.790645,1298534,302,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,3
3.332271,724869,304,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,3
5.857593,724870,304,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,2
5.286061,753624,304,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
5.819057,906693,304,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,7
6.001357,906821,304,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,4
5.243367,907285,304,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,10
4.049954,907286,304,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,7
5.119525,909904,304,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
3.39117,910546,304,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,2
5.689235,910907,304,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,6
3.996622,925347,304,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,2
5.970397,925348,304,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
5.099441,1240201,304,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,2
5.625417,1240208,304,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,8
5.575413,1240218,304,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
0.325782,1240219,304,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,10
3.784913,1290797,304,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,6
5.737664,1298141,304,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
4.678161,1298219,304,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,10
5.676501,1298475,304,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,5
5.65758,1298476,304,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
5.212122,1298526,304,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
5.29864,1298533,304,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
4.491012,1298534,304,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,1
2.509943,724869,305,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,9
5.672135,724870,305,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,2
3.547648,753624,305,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,4
1.030411,906693,305,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
4.499388,906821,305,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
2.793242,907285,305,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,1
0.431552,907286,305,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
3.615021,909904,305,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
2.158719,910546,305,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,2
5.704936,910907,305,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,1
1.96724,925347,305,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,6
3.64438,925348,305,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
4.297921,1240201,305,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,7
3.890371,1240208,305,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,2
5.016279,1240218,305,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
-0.139572,1240219,305,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
3.322556,1290797,305,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
6.501727,1298141,305,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
2.629228,1298219,305,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
1.211064,1298475,305,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,1
5.89921,1298476,305,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
1.718305,1298526,305,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,5
4.140943,1298533,305,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
3.410627,1298534,305,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,1
3.112675,724869,306,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,2
4.705099,724870,306,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,5
2.441745,753624,306,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
3.111861,906693,306,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
2.121464,906821,306,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,2
2.108193,907285,306,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
1.592334,907286,306,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,4
4.081167,909904,306,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
1.488349,910546,306,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
5.441342,910907,306,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,5
2.72614,925347,306,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,6
3.019627,925348,306,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
2.846912,1240201,306,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,9
2.613721,1240208,306,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,8
5.370828,1240218,306,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
0.904857,1240219,306,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
3.060374,1290797,306,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,4
5.141006,1298141,306,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,9
1.633227,1298219,306,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
2.774278,1298475,306,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,10
4.014823,1298476,306,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
3.091248,1298526,306,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
3.67067,1298533,306,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,2
2.776992,1298534,306,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,2
-0.12231,724869,308,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,3
1.358745,724870,308,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,10
0.509503,753624,308,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
-0.322325,906693,308,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,7
1.202264,906821,308,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,8
0.099191,907285,308,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,4
-0.733505,907286,308,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,9
0.714082,909904,308,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,4
-1.494859,910546,308,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
1.776043,910907,308,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,1
-0.747974,925347,308,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
0.449974,925348,308,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
0.375802,1240201,308,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,1
0.268561,1240208,308,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,6
0.951323,1240218,308,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,10
-1.212339,1240219,308,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,6
0.19749,1290797,308,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
1.604772,1298141,308,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
-0.312554,1298219,308,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,10
-1.042182,1298475,308,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,3
1.120685,1298476,308,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
-0.289157,1298526,308,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
-0.511015,1298533,308,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
0.009761,1298534,308,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,10
6.283294,724869,309,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,1
5.856181,724870,309,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,1
5.962617,753624,309,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,9
4.252985,906693,309,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
5.952792,906821,309,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
5.090538,907285,309,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,5
3.355449,907286,309,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
5.363816,909904,309,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,8
2.403297,910546,309,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,10
6.162407,910907,309,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,10
4.556509,925347,309,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
5.1562,925348,309,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
4.878342,1240201,309,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,3
5.041822,1240208,309,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,8
5.128566,1240218,309,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
2.899104,1240219,309,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
4.727824,1290797,309,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,1
6.236391,1298141,309,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,1
4.259459,1298219,309,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
5.437214,1298475,309,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
6.9784,1298476,309,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,1
3.544414,1298526,309,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
5.805073,1298533,309,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,7
4.756318,1298534,309,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
0.464406,724869,312,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,1
0.801105,724870,312,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,9
0.531469,753624,312,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
0.586033,906693,312,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,7
