IC50,Cancer,Drug,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_SGK2,EXP_CLK4,Predicted IC50,Validation
4.433262,906696,263,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
5.044747,906795,263,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,9
5.864877,906864,263,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,4
5.208916,910568,263,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,1
4.949535,924102,263,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
4.315194,924104,263,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,1
4.385423,924151,263,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
4.077487,924238,263,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
6.749311,930299,263,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,9
4.489699,1240154,263,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,5
5.379313,1240178,263,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
5.155108,1240223,263,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,10
5.715038,1290722,263,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,4
-0.961398,906696,273,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
5.03315,906795,273,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
1.032907,906864,273,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
-0.142825,910568,273,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
-0.956398,924102,273,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,2
-1.26875,924104,273,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,3
0.141665,924151,273,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
-0.417927,924238,273,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,4
3.282482,930299,273,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,1
-0.648994,1240154,273,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
-1.108829,1240178,273,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
-0.920011,1240223,273,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,10
2.23277,1290722,273,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
3.274006,906696,275,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
6.395728,906795,275,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
5.993601,906864,275,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
4.179972,910568,275,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
3.011436,924102,275,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
3.443759,924104,275,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
2.060701,924151,275,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
4.228836,924238,275,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
6.53058,930299,275,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
4.256932,1240154,275,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
4.288847,1240178,275,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,10
3.188428,1240223,275,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,8
5.717819,1290722,275,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
2.090816,906696,277,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
2.930866,906795,277,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,8
3.003017,906864,277,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
-0.299484,910568,277,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
2.726226,924102,277,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
1.972157,924104,277,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
2.338181,924151,277,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
2.367857,924238,277,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,6
3.672363,930299,277,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
1.837159,1240154,277,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
3.043724,1240178,277,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,2
2.355219,1240223,277,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
2.337182,1290722,277,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,6
5.052561,906696,279,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,3
4.620051,906795,279,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.995274,906864,279,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
3.247729,910568,279,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,4
4.066848,924102,279,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
3.697809,924104,279,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,5
2.943606,924151,279,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
4.049155,924238,279,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
6.403445,930299,279,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
3.761366,1240154,279,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
4.368888,1240178,279,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
4.461489,1240223,279,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,9
5.71784,1290722,279,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,5
3.49415,906696,281,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
4.240696,906795,281,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
4.542799,906864,281,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,1
4.130588,910568,281,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,5
3.690588,924102,281,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
3.63439,924104,281,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
3.310997,924151,281,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
3.591066,924238,281,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,6
5.146345,930299,281,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
3.446761,1240154,281,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,8
4.389604,1240178,281,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,5
3.809242,1240223,281,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,10
4.161944,1290722,281,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,4
3.66713,906696,282,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,10
3.77963,906795,282,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
4.591202,906864,282,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
2.139675,910568,282,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,10
1.868265,924102,282,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,2
1.355772,924104,282,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,3
-0.151851,924151,282,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
3.772511,924238,282,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
5.399812,930299,282,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,2
1.783498,1240154,282,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
0.842678,1240178,282,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,7
1.015656,1240223,282,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,4
3.775926,1290722,282,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
-2.360989,906696,283,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,3
-0.389502,906795,283,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
-0.90698,906864,283,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
-4.483207,910568,283,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
-2.63767,924102,283,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
-3.169948,924104,283,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,2
-2.682233,924151,283,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
-3.809692,924238,283,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,1
1.491042,930299,283,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
-2.261424,1240154,283,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
-2.066305,1240178,283,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,1
-2.227623,1240223,283,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,9
-1.921601,1290722,283,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
2.362469,906696,287,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,3
4.544576,906795,287,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,1
4.871564,906864,287,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
3.60199,910568,287,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,3
2.530852,924102,287,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
2.032425,924104,287,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
2.245673,924151,287,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,1
2.351572,924238,287,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
5.670628,930299,287,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
2.582055,1240154,287,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,8
3.810222,1240178,287,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
4.79054,1240223,287,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
4.70151,1290722,287,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
4.743061,906696,288,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,9
5.021123,906795,288,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
5.14345,906864,288,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
4.306234,910568,288,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
4.012782,924102,288,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
4.53073,924104,288,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,9
3.352208,924151,288,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
4.213619,924238,288,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,1
5.300678,930299,288,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
3.624599,1240154,288,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,5
4.413937,1240178,288,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
4.802153,1240223,288,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
5.047035,1290722,288,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,10
5.074788,906696,290,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,2
5.754882,906795,290,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
5.707669,906864,290,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
5.233222,910568,290,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
4.30212,924102,290,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
4.039332,924104,290,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
5.227732,924151,290,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,10
5.186985,924238,290,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,8
6.578187,930299,290,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,10
4.801244,1240154,290,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,7
5.592517,1240178,290,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
5.772053,1240223,290,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,4
5.717676,1290722,290,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,10
2.803189,906696,291,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,4
4.657289,906795,291,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,8
5.363211,906864,291,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
2.934736,910568,291,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
2.566025,924102,291,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
2.021309,924104,291,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
3.553304,924151,291,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,10
2.694048,924238,291,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
5.700158,930299,291,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,5
2.708412,1240154,291,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
4.044821,1240178,291,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,10
3.308127,1240223,291,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,10
5.194983,1290722,291,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
3.877034,906696,292,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,1
5.836597,906795,292,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
4.213576,906864,292,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
2.242158,910568,292,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
3.552934,924102,292,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,1
2.781747,924104,292,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
3.566141,924151,292,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
2.908935,924238,292,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
6.242121,930299,292,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,1
2.905841,1240154,292,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,5
3.913019,1240178,292,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
3.780662,1240223,292,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,10
5.344704,1290722,292,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
3.821318,906696,293,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,6
6.20188,906795,293,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
-1.622303,906864,293,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
2.720386,910568,293,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
4.53243,924102,293,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
4.299825,924104,293,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,1
3.675198,924151,293,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,9
5.249568,924238,293,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
3.933946,930299,293,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,5
3.570699,1240154,293,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,7
4.69535,1240178,293,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
4.552525,1240223,293,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,6
5.234531,1290722,293,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,6
2.920578,906696,294,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,4
4.531407,906795,294,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
5.748783,906864,294,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
5.053446,910568,294,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,4
3.824254,924102,294,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,2
1.998072,924104,294,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,9
2.814739,924151,294,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,10
4.415751,924238,294,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,4
4.547681,930299,294,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,9
4.805385,1240154,294,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
4.999833,1240178,294,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,8
4.583405,1240223,294,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
5.696793,1290722,294,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
1.034565,906696,295,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
4.480942,906795,295,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
5.319972,906864,295,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,4
2.795239,910568,295,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,1
1.905531,924102,295,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
1.792151,924104,295,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,9
2.029301,924151,295,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
3.096992,924238,295,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,5
5.470741,930299,295,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,8
2.533113,1240154,295,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,7
4.851392,1240178,295,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
2.556464,1240223,295,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
5.015989,1290722,295,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,5
4.532657,906696,298,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
5.364014,906795,298,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
4.718468,906864,298,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
3.221881,910568,298,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
5.01574,924102,298,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
3.268087,924104,298,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,2
3.85873,924151,298,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
4.482037,924238,298,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,4
5.717573,930299,298,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,5
3.092347,1240154,298,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,4
5.419373,1240178,298,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,5
4.02526,1240223,298,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,4
4.570449,1290722,298,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,4
1.313599,906696,299,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
3.297944,906795,299,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.472485,906864,299,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
2.220139,910568,299,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
0.536202,924102,299,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
-1.414794,924104,299,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,3
-2.346443,924151,299,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
5.370415,930299,299,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
-0.371559,1240154,299,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
2.143015,1240178,299,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,4
1.273647,1240223,299,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,6
3.051516,1290722,299,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
4.950794,906696,301,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,1
5.501623,906795,301,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.160008,906864,301,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
2.31364,910568,301,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,8
1.868578,924102,301,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,1
1.597268,924104,301,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,7
4.818993,924151,301,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
4.556269,924238,301,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,7
4.380809,930299,301,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
-0.676948,1240154,301,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,9
5.416624,1240178,301,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,7
2.139128,1240223,301,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
4.947912,1290722,301,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
2.333517,906696,302,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
2.30526,906795,302,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
1.890871,906864,302,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
-0.676705,910568,302,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,1
0.093329,924102,302,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,4
1.00931,924104,302,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,9
-0.757251,924151,302,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
3.787564,930299,302,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
-0.020316,1240154,302,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
1.445054,1240178,302,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,2
0.304907,1240223,302,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,4
2.158136,1290722,302,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,6
