
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 4.6810
2    1 0.00239 4.2650
3    1 0.00438 3.8860
4    1 0.00602 3.5410
5    1 0.00739 3.2260
6    1 0.00853 2.9400
7    2 0.01102 2.6780
8    2 0.01367 2.4400
9    3 0.01624 2.2240
10   3 0.01910 2.0260
11   3 0.02147 1.8460
12   3 0.02344 1.6820
13   3 0.02507 1.5330
14   3 0.02643 1.3970
15   4 0.02766 1.2720
16   5 0.02937 1.1590
17   5 0.03173 1.0560
18   5 0.03369 0.9626
19   5 0.03532 0.8771
20   5 0.03667 0.7992
21   5 0.03779 0.7282
22   5 0.03873 0.6635
23   6 0.03961 0.6045
24   6 0.04035 0.5508
25   6 0.04098 0.5019
26   6 0.04149 0.4573
27   6 0.04192 0.4167
28   6 0.04228 0.3797
29   6 0.04258 0.3459
30   7 0.04284 0.3152
31   7 0.04355 0.2872
32   7 0.04414 0.2617
33   7 0.04462 0.2384
34   7 0.04503 0.2173
35   8 0.04549 0.1980
36  11 0.04975 0.1804
37  11 0.05773 0.1643
38  12 0.06781 0.1497
39  13 0.07699 0.1364
40  13 0.08480 0.1243
41  16 0.09398 0.1133
42  17 0.10620 0.1032
43  19 0.11980 0.0940
44  19 0.13520 0.0857
45  19 0.14800 0.0781
46  20 0.15880 0.0711
47  20 0.16950 0.0648
48  21 0.18150 0.0591
49  22 0.19230 0.0538
50  24 0.20400 0.0490
51  26 0.21500 0.0447
52  28 0.22600 0.0407
53  28 0.23530 0.0371
54  31 0.24360 0.0338
55  32 0.25150 0.0308
56  33 0.25820 0.0281
57  38 0.26480 0.0256
58  42 0.27530 0.0233
59  44 0.28630 0.0212
60  47 0.29840 0.0193
61  49 0.30940 0.0176
62  50 0.31980 0.0161
63  53 0.33020 0.0146
64  58 0.34090 0.0133
65  61 0.35440 0.0122
66  62 0.36670 0.0111
67  66 0.37840 0.0101
68  68 0.38900 0.0092
69  69 0.39820 0.0084
70  69 0.40590 0.0076
71  70 0.41230 0.0070
72  71 0.41760 0.0063
73  72 0.42210 0.0058
74  73 0.42590 0.0053
75  75 0.42960 0.0048
76  75 0.43280 0.0044
77  76 0.43550 0.0040
78  76 0.43780 0.0036
79  76 0.43960 0.0033
80  76 0.44120 0.0030
81  78 0.44270 0.0027
82  78 0.44390 0.0025
83  78 0.44490 0.0023
84  78 0.44580 0.0021
85  80 0.44660 0.0019
86  81 0.44740 0.0017
87  82 0.44800 0.0016
88  83 0.44860 0.0014
89  84 0.44900 0.0013
90  84 0.44950 0.0012
91  84 0.44980 0.0011
92  84 0.45010 0.0010
93  85 0.45030 0.0009
94  85 0.45050 0.0008
95  85 0.45070 0.0007
96  86 0.45080 0.0007
97  87 0.45090 0.0006
98  87 0.45100 0.0006
99  87 0.45110 0.0005
100 87 0.45120 0.0005
