
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 18.6800
2   4 0.003827 17.0200
3   5 0.011990 15.5100
4   8 0.021980 14.1300
5  11 0.033430 12.8700
6  13 0.045020 11.7300
7  13 0.056190 10.6900
8  13 0.066500  9.7390
9  13 0.076000  8.8730
10 14 0.084760  8.0850
11 15 0.092750  7.3670
12 15 0.099950  6.7120
13 15 0.106400  6.1160
14 15 0.112100  5.5730
15 15 0.117300  5.0780
16 16 0.121800  4.6270
17 16 0.125800  4.2160
18 16 0.129300  3.8410
19 16 0.132400  3.5000
20 16 0.135100  3.1890
21 16 0.137500  2.9060
22 16 0.139600  2.6480
23 16 0.141400  2.4120
24 16 0.143000  2.1980
25 16 0.144400  2.0030
26 16 0.145600  1.8250
27 16 0.146700  1.6630
28 16 0.147700  1.5150
29 16 0.148500  1.3800
30 17 0.149200  1.2580
31 17 0.149900  1.1460
32 17 0.150400  1.0440
33 17 0.150900  0.9515
34 17 0.151400  0.8669
35 17 0.151800  0.7899
36 18 0.152200  0.7198
37 18 0.152500  0.6558
38 18 0.152800  0.5976
39 18 0.153000  0.5445
40 18 0.153200  0.4961
41 18 0.153400  0.4520
42 18 0.153600  0.4119
43 18 0.153800  0.3753
44 18 0.153900  0.3419
45 18 0.154000  0.3116
46 18 0.154100  0.2839
47 18 0.154200  0.2587
48 19 0.154300  0.2357
49 19 0.154400  0.2147
50 19 0.154500  0.1957
51 19 0.154500  0.1783
52 19 0.154600  0.1624
53 19 0.154600  0.1480
54 19 0.154700  0.1349
55 19 0.154700  0.1229
56 19 0.154800  0.1120
57 19 0.154800  0.1020
58 18 0.154800  0.0930
59 18 0.154800  0.0847
60 20 0.154800  0.0772
61 20 0.154900  0.0703
62 21 0.154900  0.0641
63 21 0.154900  0.0584
64 21 0.154900  0.0532
65 21 0.154900  0.0485
66 21 0.154900  0.0442
67 21 0.154900  0.0402
68 21 0.154900  0.0367
69 21 0.154900  0.0334
70 20 0.154900  0.0304
71 20 0.154900  0.0277
72 20 0.154900  0.0253
73 20 0.154900  0.0230
74 20 0.154900  0.0210
75 20 0.154900  0.0191
