
Call:  glmnet(x = x, y = y, alpha = 0.02, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 62.440
2    1 0.00040 56.890
3    1 0.00074 51.840
4    1 0.00104 47.230
5    1 0.00130 43.040
6    1 0.00152 39.210
7    1 0.00172 35.730
8    1 0.00188 32.560
9    1 0.00202 29.660
10   1 0.00215 27.030
11   1 0.00225 24.630
12   1 0.00234 22.440
13   1 0.00241 20.450
14   1 0.00247 18.630
15   1 0.00253 16.980
16   1 0.00257 15.470
17   1 0.00261 14.090
18   1 0.00264 12.840
19   1 0.00267 11.700
20   1 0.00269 10.660
21   1 0.00271  9.714
22   2 0.00291  8.851
23   3 0.00329  8.065
24   4 0.00398  7.348
25   4 0.00476  6.695
26   4 0.00558  6.101
27   4 0.00646  5.559
28   5 0.00740  5.065
29  10 0.00899  4.615
30  11 0.01115  4.205
31  13 0.01359  3.831
32  13 0.01629  3.491
33  14 0.01918  3.181
34  17 0.02245  2.898
35  23 0.02633  2.641
36  27 0.03072  2.406
37  27 0.03541  2.192
38  29 0.04037  1.998
39  30 0.04560  1.820
40  30 0.05107  1.658
41  35 0.05683  1.511
42  36 0.06290  1.377
43  38 0.06915  1.255
44  43 0.07565  1.143
45  46 0.08250  1.042
46  47 0.08948  0.949
47  47 0.09658  0.865
48  49 0.10380  0.788
49  50 0.11110  0.718
50  53 0.11860  0.654
51  54 0.12610  0.596
52  57 0.13360  0.543
53  59 0.14110  0.495
54  59 0.14870  0.451
55  60 0.15620  0.411
56  60 0.16360  0.374
57  62 0.17100  0.341
58  63 0.17830  0.311
59  64 0.18560  0.283
60  66 0.19290  0.258
61  68 0.20010  0.235
62  67 0.20730  0.214
63  67 0.21430  0.195
64  67 0.22130  0.178
65  67 0.22810  0.162
66  70 0.23490  0.148
67  70 0.24170  0.134
68  71 0.24840  0.123
69  72 0.25500  0.112
70  73 0.26160  0.102
71  74 0.26810  0.093
72  74 0.27440  0.084
73  74 0.28060  0.077
74  74 0.28670  0.070
75  74 0.29270  0.064
76  74 0.29850  0.058
77  74 0.30420  0.053
78  74 0.30980  0.048
79  74 0.31510  0.044
80  74 0.32030  0.040
81  75 0.32540  0.037
82  76 0.33030  0.033
83  75 0.33500  0.030
84  75 0.33950  0.028
85  75 0.34390  0.025
86  77 0.34800  0.023
87  77 0.35200  0.021
88  77 0.35590  0.019
89  76 0.35950  0.017
90  77 0.36300  0.016
91  77 0.36630  0.014
92  77 0.36940  0.013
93  78 0.37230  0.012
94  77 0.37500  0.011
95  78 0.37760  0.010
96  78 0.38000  0.009
97  79 0.38220  0.008
98  79 0.38430  0.008
99  79 0.38620  0.007
100 79 0.38800  0.006
