
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 31.2200
2    1 0.00043 28.4500
3    1 0.00080 25.9200
4    1 0.00112 23.6200
5    1 0.00138 21.5200
6    1 0.00161 19.6100
7    1 0.00180 17.8700
8    1 0.00196 16.2800
9    1 0.00210 14.8300
10   1 0.00221 13.5100
11   1 0.00231 12.3100
12   1 0.00239 11.2200
13   1 0.00246 10.2200
14   1 0.00252  9.3150
15   1 0.00256  8.4880
16   1 0.00260  7.7340
17   1 0.00264  7.0470
18   1 0.00267  6.4210
19   1 0.00269  5.8500
20   1 0.00271  5.3300
21   1 0.00272  4.8570
22   2 0.00311  4.4250
23   3 0.00382  4.0320
24   4 0.00508  3.6740
25   4 0.00648  3.3480
26   4 0.00797  3.0500
27   4 0.00953  2.7790
28   5 0.01118  2.5320
29  10 0.01418  2.3070
30  11 0.01794  2.1020
31  12 0.02202  1.9160
32  13 0.02652  1.7450
33  14 0.03127  1.5900
34  17 0.03672  1.4490
35  19 0.04265  1.3200
36  25 0.04937  1.2030
37  25 0.05643  1.0960
38  28 0.06374  0.9988
39  28 0.07123  0.9101
40  29 0.07881  0.8292
41  32 0.08650  0.7556
42  34 0.09447  0.6885
43  36 0.10250  0.6273
44  39 0.11070  0.5716
45  43 0.11900  0.5208
46  43 0.12740  0.4745
47  47 0.13570  0.4324
48  47 0.14410  0.3940
49  49 0.15230  0.3590
50  50 0.16050  0.3271
51  50 0.16850  0.2980
52  52 0.17650  0.2715
53  52 0.18430  0.2474
54  53 0.19200  0.2254
55  56 0.19940  0.2054
56  58 0.20690  0.1872
57  62 0.21430  0.1705
58  63 0.22180  0.1554
59  63 0.22910  0.1416
60  64 0.23620  0.1290
61  65 0.24330  0.1175
62  66 0.25040  0.1071
63  68 0.25750  0.0976
64  69 0.26440  0.0889
65  71 0.27120  0.0810
66  71 0.27780  0.0738
67  72 0.28440  0.0673
68  72 0.29070  0.0613
69  72 0.29690  0.0558
70  72 0.30290  0.0509
71  73 0.30870  0.0464
72  73 0.31440  0.0422
73  73 0.31980  0.0385
74  72 0.32510  0.0351
75  73 0.33010  0.0320
76  73 0.33490  0.0291
77  73 0.33950  0.0265
78  74 0.34400  0.0242
79  74 0.34820  0.0220
80  77 0.35230  0.0201
81  76 0.35620  0.0183
82  76 0.35990  0.0167
83  76 0.36340  0.0152
84  76 0.36680  0.0138
85  77 0.36990  0.0126
86  77 0.37280  0.0115
87  75 0.37560  0.0105
88  76 0.37810  0.0095
89  76 0.38050  0.0087
90  77 0.38270  0.0079
91  78 0.38480  0.0072
92  78 0.38670  0.0066
93  78 0.38850  0.0060
94  78 0.39010  0.0055
95  78 0.39160  0.0050
96  78 0.39290  0.0045
97  77 0.39420  0.0041
98  77 0.39530  0.0038
99  77 0.39630  0.0034
100 78 0.39720  0.0031
