
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 13.0300
2    1 0.005129 11.8700
3    1 0.009389 10.8200
4    1 0.012930  9.8580
5    1 0.015870  8.9820
6    1 0.018310  8.1840
7    1 0.020340  7.4570
8    1 0.022020  6.7950
9    1 0.023420  6.1910
10   1 0.024580  5.6410
11   1 0.025540  5.1400
12   1 0.026340  4.6830
13   1 0.027010  4.2670
14   1 0.027560  3.8880
15   1 0.028020  3.5430
16   1 0.028400  3.2280
17   1 0.028720  2.9410
18   2 0.030510  2.6800
19   2 0.033000  2.4420
20   2 0.035080  2.2250
21   2 0.036800  2.0270
22   2 0.038230  1.8470
23   2 0.039420  1.6830
24   2 0.040410  1.5340
25   3 0.041610  1.3970
26   3 0.043790  1.2730
27   3 0.045600  1.1600
28   3 0.047100  1.0570
29   3 0.048350  0.9631
30   3 0.049390  0.8776
31   3 0.050250  0.7996
32   3 0.050970  0.7286
33   3 0.051570  0.6638
34   3 0.052060  0.6049
35   4 0.053420  0.5511
36   4 0.055050  0.5022
37   4 0.056410  0.4576
38   4 0.057540  0.4169
39   4 0.058470  0.3799
40   4 0.059250  0.3461
41   4 0.059900  0.3154
42   4 0.060440  0.2874
43   5 0.064060  0.2618
44   5 0.072940  0.2386
45   6 0.081690  0.2174
46   6 0.093920  0.1981
47   6 0.104400  0.1805
48   6 0.113500  0.1644
49   6 0.121200  0.1498
50   6 0.127800  0.1365
51   6 0.133400  0.1244
52   6 0.138100  0.1133
53   6 0.142200  0.1033
54   6 0.145600  0.0941
55   7 0.148500  0.0857
56   7 0.151000  0.0781
57   7 0.153100  0.0712
58   7 0.154900  0.0649
59   8 0.156400  0.0591
60   9 0.157800  0.0538
61  10 0.159100  0.0491
62  10 0.160400  0.0447
63  10 0.161500  0.0407
64  10 0.162400  0.0371
65  10 0.163200  0.0338
66  10 0.163800  0.0308
67  10 0.164300  0.0281
68  11 0.164800  0.0256
69  12 0.165300  0.0233
70  12 0.165700  0.0212
71  13 0.166100  0.0194
72  13 0.166600  0.0176
73  14 0.167000  0.0161
74  14 0.167400  0.0146
75  15 0.167800  0.0133
76  16 0.168100  0.0122
77  16 0.168400  0.0111
78  16 0.168600  0.0101
79  16 0.168800  0.0092
80  16 0.168900  0.0084
81  16 0.169000  0.0076
82  16 0.169200  0.0070
83  16 0.169200  0.0063
84  16 0.169300  0.0058
85  16 0.169400  0.0053
86  16 0.169400  0.0048
87  16 0.169500  0.0044
88  16 0.169500  0.0040
89  16 0.169500  0.0036
90  17 0.169600  0.0033
91  17 0.169600  0.0030
92  17 0.169600  0.0027
93  19 0.169600  0.0025
94  19 0.169600  0.0023
95  21 0.169600  0.0021
96  21 0.169700  0.0019
97  22 0.169700  0.0017
98  23 0.169700  0.0016
99  23 0.169700  0.0014
100 23 0.169700  0.0013
