IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,SDOM_subdomainXI_EXP,REC_R_HSA_399930_EXP,PWY_R_HSA_112314,PWY_R_HSA_2029480,PWY_R_HSA_449147,PWY_R_HSA_450321_EXP,PWY_R_HSA_983231,PWY_R_HSA_983231_EXP,GO_0006357_EXP,GO_0008360,GO_0032436_EXP,GO_0046328,FAM_Other_CSV,EXP_KDR,EXP_LIMK2,EXP_STKLD1,EXP_OXSR1,EXP_MAP3K9,EXP_TAF1,EXP_GRK4,EXP_STK26,Predicted IC50,Validation
3.786008,1298219,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.268247812,3.6571011489,3.1288405274,6.5331054745,3.2732833263,5.2260071158,3.4090046407,6.3114262582,3.7264448066,8
4.212455,1298475,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.809149,3.3233690788,3.9943478909,3.0561182125,6.6768031476,3.2891450318,4.7989498288,3.4661308997,6.3269988529,3.5478990303,2
3.990372,1298476,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.4119346035,4.6816281081,3.2984018808,6.4384098742,4.0477077701,4.9507889155,3.341291931,6.3078872353,4.3315361655,8
4.409145,1298526,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.3388858262,0,0,0,1,0,0,0,0,0,0,1,0,3.3739607611,4.0596960612,3.2538821083,6.1846391013,3.2398557577,5.2934385892,3.3368239708,6.3388739166,3.5465181666,4
4.385428,1298533,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.057139759,4.2226330649,3.3004300842,6.5435454151,3.6450045315,5.3548164709,3.2702778493,5.0470741625,3.684224794,5
4.594794,1298534,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2.9658434554,0,0,0,0,0,0,0,3.4190519408,3.9692926522,3.178145687,6.0716821952,3.4477774634,5.283522962,3.5166757921,7.483817519,4.7549339771,8
0.178052,724869,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77894,3.4188984813,3.9276919402,3.4442239813,6.6038674486,3.4884425069,5.1209499399,3.0948282931,6.2161219007,1.2084237919,5
4.307831,724870,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4641377689,3.9364702059,3.3027841123,5.8604673259,3.302182128,5.141777393,3.3627415193,5.8865455397,4.1022121163,6
0.503039,753624,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.3159013454,0,0,0,2,3.7175060247,0,0,0,0,0,0,0,3.3124960657,4.437932547,2.9977596208,7.4797066252,3.2987963916,4.3631181124,3.1565327305,5.0429715482,2.2916161899,10
3.001843,906693,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.1922815341,0,1,0,0,0,0,0,0,0,0,0,0,3.4340691922,5.4549856237,3.0569909019,6.5165546587,3.5214045208,4.9260759894,3.427571383,6.715230579,2.0724166026,9
2.595852,906821,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1540678881,0,0,3.5610383749,3.9584736396,3.0183267077,5.5977736944,3.4244205928,4.7998473864,3.3045960457,5.5889261648,2.6028380949,8
0.848613,907285,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.1820402799,0,0,0,1,0,0,0,0,0,0,0,0,3.5417575401,3.9417313882,3.2069147596,7.2466245542,3.8739439581,5.2031933081,3.4360620878,5.9083525488,1.6147117703,3
-0.063524,907286,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0425070605,0,0,0,0,0,0,0,0,0,3.294413211,0,0,3.3101162575,4.4038893868,3.1685019517,7.6287513518,3.2304747565,5.936757509,3.361816579,6.6346571562,0.2599963688,7
3.027001,909904,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6.2451256178,0,0,0,0,0,0,0,3.0614673481,4.5129089592,3.4068077975,5.7171866014,3.5166865129,4.7472332004,3.2347445359,5.6579479379,3.2662956935,4
1.084649,910546,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.414511992,3.3211803875,1,0,1,0,0,0,5.922990095,1,6.1617124976,1,1.303464,4.0326236777,3.6350939927,2.949272023,7.2319835939,3.1683796338,5.5042733721,3.6208407633,7.1775140488,0.9974877068,7
2.602221,910907,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,4.2226961463,0,0,0,0,0,3.3294075506,5.505571235,3.3776403327,6.6586892893,3.4130183685,4.4580741255,3.2420862819,5.0657853085,3.6890112329,6
0.486004,925347,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9172393797,0,0,3.2829414888,4.0667116681,3.066637805,7.2358864559,3.6476023346,4.5520028436,3.1366711737,5.9200916099,1.2776650152,1
0.617156,925348,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.4205355436,0,0,0,1,0,0,0,0,0,0,0,0.666318,3.5827511251,3.9901978795,3.4363453569,5.9811496341,3.4362168659,5.0480257129,3.6223893157,5.9933512716,1.3574386704,2
2.163613,1240201,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2568863833,3.9279691145,3.1363862494,7.58040973,3.1816699079,4.8129098722,3.5287453335,6.0996397217,2.3141456158,2
3.405314,1240208,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.1476922709,0,0,0,0,0,0,0,0,0,0,0,0,3.2875780281,4.1403906989,3.368842601,5.6228075027,3.2523398769,4.7110076246,3.439697096,5.8952270991,2.7233904162,1
2.793713,1240218,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.4237094591,0,0,0,0,0,3.1641705033,4.2464312061,3.3042220484,5.9707325461,3.5603734461,4.9132196525,3.1826030018,5.3439263332,2.3593579145,5
-1.453386,1240219,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.6020540139,3.2092874855,0,0,0,0,0,0,4.7508297948,0,0,1,0,3.4328210177,3.6241387131,3.249145633,6.8066898618,3.1651508642,5.4860230303,3.3755089708,4.6296337774,0.2274220069,10
2.287812,1290797,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.3840040192,0,0,0,1,0,0,0,0,0,0,0,0,3.6350206535,5.2993286205,3.0737603195,6.2517914791,3.1947772939,4.9258978732,3.1387288591,7.3668673332,2.119242024,9
5.078314,1298141,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3.697872171,1,5.1287788854,0,0,0,0,0,3.3252060889,5.4302971797,3.2694515074,6.4308322372,3.2317255912,5.1833838704,3.332181363,3.4989946492,5.3311246987,9
0.179235,1298219,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.268247812,3.6571011489,3.1288405274,6.5331054745,3.2732833263,5.2260071158,3.4090046407,6.3114262582,1.3152096332,7
0.50335,1298475,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.809149,3.3233690788,3.9943478909,3.0561182125,6.6768031476,3.2891450318,4.7989498288,3.4661308997,6.3269988529,1.2558332094,6
5.406324,1298476,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.4119346035,4.6816281081,3.2984018808,6.4384098742,4.0477077701,4.9507889155,3.341291931,6.3078872353,3.966550434,2
2.236315,1298526,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.3388858262,0,0,0,1,0,0,0,0,0,0,1,0,3.3739607611,4.0596960612,3.2538821083,6.1846391013,3.2398557577,5.2934385892,3.3368239708,6.3388739166,1.4856502465,1
4.076728,1298533,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.057139759,4.2226330649,3.3004300842,6.5435454151,3.6450045315,5.3548164709,3.2702778493,5.0470741625,3.3388282112,6
3.538374,1298534,282,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2.9658434554,0,0,0,0,0,0,0,3.4190519408,3.9692926522,3.178145687,6.0716821952,3.4477774634,5.283522962,3.5166757921,7.483817519,2.9003995732,1
-4.754165,724869,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77894,3.4188984813,3.9276919402,3.4442239813,6.6038674486,3.4884425069,5.1209499399,3.0948282931,6.2161219007,-3.659055283,6
0.41821,724870,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4641377689,3.9364702059,3.3027841123,5.8604673259,3.302182128,5.141777393,3.3627415193,5.8865455397,-0.786858089,9
-3.779541,753624,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,4.3159013454,0,0,0,2,3.7175060247,0,0,0,0,0,0,0,3.3124960657,4.437932547,2.9977596208,7.4797066252,3.2987963916,4.3631181124,3.1565327305,5.0429715482,-3.778843378,7
-2.616383,906693,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5.1922815341,0,1,0,0,0,0,0,0,0,0,0,0,3.4340691922,5.4549856237,3.0569909019,6.5165546587,3.5214045208,4.9260759894,3.427571383,6.715230579,-3.592825849,2
-2.128491,906821,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.1540678881,0,0,3.5610383749,3.9584736396,3.0183267077,5.5977736944,3.4244205928,4.7998473864,3.3045960457,5.5889261648,-2.140865186,9
-3.454792,907285,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.1820402799,0,0,0,1,0,0,0,0,0,0,0,0,3.5417575401,3.9417313882,3.2069147596,7.2466245542,3.8739439581,5.2031933081,3.4360620878,5.9083525488,-3.387791048,1
-3.785176,907286,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5.0425070605,0,0,0,0,0,0,0,0,0,3.294413211,0,0,3.3101162575,4.4038893868,3.1685019517,7.6287513518,3.2304747565,5.936757509,3.361816579,6.6346571562,-3.698742006,8
-1.421829,909904,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,6.2451256178,0,0,0,0,0,0,0,3.0614673481,4.5129089592,3.4068077975,5.7171866014,3.5166865129,4.7472332004,3.2347445359,5.6579479379,-1.215299528,7
-3.072669,910546,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.414511992,3.3211803875,1,0,1,0,0,0,5.922990095,1,6.1617124976,1,1.303464,4.0326236777,3.6350939927,2.949272023,7.2319835939,3.1683796338,5.5042733721,3.6208407633,7.1775140488,-3.671700661,1
-1.476508,910907,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,4.2226961463,0,0,0,0,0,3.3294075506,5.505571235,3.3776403327,6.6586892893,3.4130183685,4.4580741255,3.2420862819,5.0657853085,-2.28579861,1
-5.361543,925347,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.9172393797,0,0,3.2829414888,4.0667116681,3.066637805,7.2358864559,3.6476023346,4.5520028436,3.1366711737,5.9200916099,-4.399733175,5
-4.930492,925348,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.4205355436,0,0,0,1,0,0,0,0,0,0,0,0.666318,3.5827511251,3.9901978795,3.4363453569,5.9811496341,3.4362168659,5.0480257129,3.6223893157,5.9933512716,-2.565893501,1
-3.054523,1240201,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2568863833,3.9279691145,3.1363862494,7.58040973,3.1816699079,4.8129098722,3.5287453335,6.0996397217,-2.256917431,7
-2.772855,1240208,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.1476922709,0,0,0,0,0,0,0,0,0,0,0,0,3.2875780281,4.1403906989,3.368842601,5.6228075027,3.2523398769,4.7110076246,3.439697096,5.8952270991,-2.568798409,2
-2.178124,1240218,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4.4237094591,0,0,0,0,0,3.1641705033,4.2464312061,3.3042220484,5.9707325461,3.5603734461,4.9132196525,3.1826030018,5.3439263332,-2.237880328,10
-4.899081,1240219,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.6020540139,3.2092874855,0,0,0,0,0,0,4.7508297948,0,0,1,0,3.4328210177,3.6241387131,3.249145633,6.8066898618,3.1651508642,5.4860230303,3.3755089708,4.6296337774,-4.117066436,7
-3.776278,1290797,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.3840040192,0,0,0,1,0,0,0,0,0,0,0,0,3.6350206535,5.2993286205,3.0737603195,6.2517914791,3.1947772939,4.9258978732,3.1387288591,7.3668673332,-3.52532978,3
-1.238934,1298141,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3.697872171,1,5.1287788854,0,0,0,0,0,3.3252060889,5.4302971797,3.2694515074,6.4308322372,3.2317255912,5.1833838704,3.332181363,3.4989946492,-1.2505243,10
-2.994077,1298219,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.268247812,3.6571011489,3.1288405274,6.5331054745,3.2732833263,5.2260071158,3.4090046407,6.3114262582,-3.545284018,7
-3.449871,1298475,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.809149,3.3233690788,3.9943478909,3.0561182125,6.6768031476,3.2891450318,4.7989498288,3.4661308997,6.3269988529,-3.698101834,4
-0.298736,1298476,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.4119346035,4.6816281081,3.2984018808,6.4384098742,4.0477077701,4.9507889155,3.341291931,6.3078872353,-2.016126244,10
-4.868041,1298526,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3.3388858262,0,0,0,1,0,0,0,0,0,0,1,0,3.3739607611,4.0596960612,3.2538821083,6.1846391013,3.2398557577,5.2934385892,3.3368239708,6.3388739166,-3.705361556,2
-1.772034,1298533,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.057139759,4.2226330649,3.3004300842,6.5435454151,3.6450045315,5.3548164709,3.2702778493,5.0470741625,-2.328273309,8
-3.041266,1298534,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,2.9658434554,0,0,0,0,0,0,0,3.4190519408,3.9692926522,3.178145687,6.0716821952,3.4477774634,5.283522962,3.5166757921,7.483817519,-2.605321415,9
2.790988,724869,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77894,3.4188984813,3.9276919402,3.4442239813,6.6038674486,3.4884425069,5.1209499399,3.0948282931,6.2161219007,3.272483662,6
5.404442,724870,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4641377689,3.9364702059,3.3027841123,5.8604673259,3.302182128,5.141777393,3.3627415193,5.8865455397,4.3509627724,1
