
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 2.49000
2   1 0.00558 2.26900
3   1 0.01087 2.06700
4   2 0.01659 1.88300
5   4 0.02883 1.71600
6   6 0.04293 1.56400
7   7 0.05692 1.42500
8   8 0.06981 1.29800
9  10 0.08241 1.18300
10 10 0.09501 1.07800
11 12 0.10640 0.98210
12 14 0.11920 0.89480
13 18 0.13550 0.81530
14 20 0.15200 0.74290
15 24 0.16910 0.67690
16 30 0.18610 0.61680
17 34 0.20290 0.56200
18 37 0.21850 0.51200
19 38 0.23380 0.46660
20 40 0.24760 0.42510
21 44 0.26140 0.38730
22 46 0.27480 0.35290
23 47 0.28740 0.32160
24 49 0.29910 0.29300
25 50 0.30970 0.26700
26 53 0.32020 0.24330
27 56 0.33060 0.22170
28 57 0.34050 0.20200
29 58 0.34970 0.18400
30 60 0.35870 0.16770
31 64 0.36730 0.15280
32 66 0.37530 0.13920
33 67 0.38250 0.12680
34 68 0.38930 0.11560
35 68 0.39550 0.10530
36 68 0.40080 0.09595
37 68 0.40550 0.08742
38 68 0.40950 0.07966
39 68 0.41290 0.07258
40 68 0.41590 0.06613
41 68 0.41840 0.06026
42 68 0.42060 0.05490
43 68 0.42250 0.05003
44 68 0.42410 0.04558
45 68 0.42550 0.04153
46 68 0.42660 0.03784
47 68 0.42760 0.03448
48 68 0.42840 0.03142
49 68 0.42910 0.02863
50 68 0.42970 0.02608
51 68 0.43020 0.02377
52 68 0.43060 0.02166
53 68 0.43100 0.01973
54 68 0.43130 0.01798
55 68 0.43150 0.01638
56 68 0.43170 0.01493
57 67 0.43190 0.01360
58 67 0.43200 0.01239
59 67 0.43220 0.01129
60 67 0.43230 0.01029
61 67 0.43230 0.00937
62 67 0.43240 0.00854
63 67 0.43250 0.00778
64 67 0.43250 0.00709
65 67 0.43260 0.00646
66 67 0.43260 0.00589
67 67 0.43260 0.00536
68 67 0.43260 0.00489
69 67 0.43270 0.00445
70 67 0.43270 0.00406
71 67 0.43270 0.00370
72 67 0.43270 0.00337
73 67 0.43270 0.00307
74 67 0.43270 0.00280
75 67 0.43270 0.00255
76 68 0.43270 0.00232
77 68 0.43280 0.00212
78 68 0.43280 0.00193
79 68 0.43280 0.00176
