
Call:  glmnet(x = x, y = y, alpha = 0.35, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 2.19900
2    1 0.000239 2.00300
3    1 0.000438 1.82500
4    1 0.000604 1.66300
5    1 0.000742 1.51600
6    1 0.000856 1.38100
7    1 0.000951 1.25800
8    1 0.001030 1.14600
9    1 0.001096 1.04500
10   1 0.001150 0.95180
11   1 0.001196 0.86720
12   1 0.001234 0.79020
13   1 0.001265 0.72000
14   1 0.001291 0.65600
15   1 0.001312 0.59780
16   1 0.001330 0.54470
17   3 0.003850 0.49630
18   3 0.010900 0.45220
19   3 0.017480 0.41200
20   3 0.023580 0.37540
21   3 0.029210 0.34210
22   3 0.034380 0.31170
23   5 0.040180 0.28400
24   6 0.047740 0.25880
25   7 0.054790 0.23580
26   9 0.061580 0.21480
27   9 0.070270 0.19570
28  11 0.078170 0.17840
29  12 0.085930 0.16250
30  12 0.093230 0.14810
31  15 0.100300 0.13490
32  16 0.107500 0.12290
33  17 0.114300 0.11200
34  18 0.120900 0.10210
35  20 0.127500 0.09299
36  23 0.134500 0.08473
37  26 0.142100 0.07720
38  26 0.149300 0.07035
39  29 0.155800 0.06410
40  31 0.163300 0.05840
41  35 0.172100 0.05321
42  38 0.181100 0.04849
43  43 0.190300 0.04418
44  43 0.199000 0.04025
45  44 0.207000 0.03668
46  46 0.214400 0.03342
47  47 0.221200 0.03045
48  47 0.227400 0.02775
49  47 0.232900 0.02528
50  50 0.238100 0.02303
51  51 0.243000 0.02099
52  52 0.247500 0.01912
53  56 0.251600 0.01742
54  57 0.255300 0.01588
55  58 0.258900 0.01447
56  59 0.262100 0.01318
57  58 0.265300 0.01201
58  59 0.268200 0.01094
59  62 0.270800 0.00997
60  64 0.273400 0.00908
61  64 0.275700 0.00828
62  64 0.277800 0.00754
63  65 0.279700 0.00687
64  65 0.281400 0.00626
65  66 0.283000 0.00571
66  66 0.284300 0.00520
67  67 0.285500 0.00474
68  67 0.286600 0.00432
69  67 0.287600 0.00393
70  68 0.288500 0.00358
71  69 0.289200 0.00326
72  70 0.289900 0.00298
73  70 0.290600 0.00271
74  71 0.291100 0.00247
75  72 0.291600 0.00225
76  72 0.292100 0.00205
77  72 0.292400 0.00187
78  72 0.292800 0.00170
79  72 0.293100 0.00155
80  72 0.293300 0.00141
81  71 0.293500 0.00129
82  72 0.293700 0.00117
83  72 0.293900 0.00107
84  73 0.294000 0.00097
85  74 0.294100 0.00089
86  74 0.294200 0.00081
87  75 0.294300 0.00074
88  75 0.294400 0.00067
89  75 0.294400 0.00061
90  75 0.294500 0.00056
91  75 0.294500 0.00051
92  75 0.294600 0.00046
93  75 0.294600 0.00042
94  75 0.294600 0.00038
95  76 0.294700 0.00035
96  76 0.294700 0.00032
97  76 0.294700 0.00029
98  76 0.294700 0.00026
99  76 0.294700 0.00024
100 76 0.294700 0.00022
