
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 2.20300
2   1 0.004167 2.00800
3   2 0.008415 1.82900
4   2 0.015310 1.66700
5   2 0.021690 1.51900
6   2 0.027560 1.38400
7   2 0.032940 1.26100
8   4 0.038790 1.14900
9   6 0.046210 1.04700
10  8 0.055440 0.95380
11 10 0.064930 0.86910
12 12 0.075130 0.79190
13 15 0.086490 0.72150
14 19 0.098150 0.65740
15 20 0.109600 0.59900
16 24 0.121300 0.54580
17 25 0.132900 0.49730
18 28 0.144300 0.45310
19 31 0.155800 0.41290
20 32 0.167900 0.37620
21 36 0.179500 0.34280
22 39 0.190200 0.31230
23 41 0.200500 0.28460
24 42 0.209600 0.25930
25 43 0.218100 0.23630
26 44 0.225700 0.21530
27 47 0.232600 0.19610
28 47 0.239000 0.17870
29 50 0.244700 0.16280
30 56 0.250100 0.14840
31 56 0.255100 0.13520
32 54 0.259300 0.12320
33 59 0.263100 0.11220
34 59 0.266800 0.10230
35 59 0.270100 0.09319
36 60 0.273000 0.08491
37 60 0.275600 0.07736
38 59 0.277800 0.07049
39 60 0.279700 0.06423
40 59 0.281500 0.05852
41 61 0.283100 0.05332
42 63 0.284600 0.04859
43 63 0.285900 0.04427
44 64 0.287100 0.04034
45 64 0.288100 0.03675
46 68 0.289000 0.03349
47 67 0.289900 0.03051
48 68 0.290500 0.02780
49 69 0.291200 0.02533
50 72 0.291700 0.02308
51 71 0.292200 0.02103
52 71 0.292600 0.01916
53 71 0.292900 0.01746
54 71 0.293200 0.01591
55 72 0.293400 0.01450
56 73 0.293600 0.01321
57 73 0.293800 0.01204
58 73 0.294000 0.01097
59 73 0.294100 0.00999
60 74 0.294200 0.00910
61 74 0.294300 0.00830
62 75 0.294400 0.00756
63 75 0.294400 0.00689
64 75 0.294500 0.00628
65 75 0.294500 0.00572
66 75 0.294600 0.00521
67 75 0.294600 0.00475
68 75 0.294600 0.00432
69 76 0.294700 0.00394
70 76 0.294700 0.00359
71 76 0.294700 0.00327
72 76 0.294700 0.00298
73 76 0.294700 0.00272
74 76 0.294700 0.00248
75 76 0.294700 0.00226
76 76 0.294800 0.00206
77 76 0.294800 0.00187
78 76 0.294800 0.00171
79 77 0.294800 0.00155
80 77 0.294800 0.00142
81 77 0.294800 0.00129
82 77 0.294800 0.00118
83 77 0.294800 0.00107
