
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 0.76960
2    1 0.000241 0.70120
3    1 0.000441 0.63890
4    1 0.000607 0.58220
5    1 0.000745 0.53040
6    1 0.000859 0.48330
7    1 0.000954 0.44040
8    1 0.001033 0.40130
9    1 0.001098 0.36560
10   1 0.001153 0.33310
11   1 0.001198 0.30350
12   1 0.001235 0.27660
13   1 0.001266 0.25200
14   1 0.001292 0.22960
15   1 0.001314 0.20920
16   1 0.001331 0.19060
17   3 0.005691 0.17370
18   3 0.017380 0.15830
19   3 0.027080 0.14420
20   3 0.035130 0.13140
21   3 0.041820 0.11970
22   3 0.047370 0.10910
23   4 0.053430 0.09939
24   5 0.061100 0.09056
25   7 0.069850 0.08252
26   7 0.079610 0.07519
27   8 0.088110 0.06851
28  10 0.096630 0.06242
29  10 0.104700 0.05688
30  12 0.111600 0.05182
31  13 0.117900 0.04722
32  13 0.123800 0.04303
33  15 0.129300 0.03920
34  18 0.135900 0.03572
35  19 0.142200 0.03255
36  22 0.148900 0.02966
37  24 0.156400 0.02702
38  27 0.164000 0.02462
39  31 0.173300 0.02243
40  33 0.183700 0.02044
41  36 0.194900 0.01862
42  36 0.205000 0.01697
43  38 0.214800 0.01546
44  43 0.223600 0.01409
45  44 0.231500 0.01284
46  45 0.238200 0.01170
47  45 0.243700 0.01066
48  47 0.248800 0.00971
49  48 0.253500 0.00885
50  49 0.257700 0.00806
51  51 0.261100 0.00735
52  51 0.264800 0.00669
53  53 0.268100 0.00610
54  54 0.270800 0.00556
55  55 0.273400 0.00506
56  53 0.276000 0.00461
57  53 0.278000 0.00420
58  58 0.280000 0.00383
59  60 0.282100 0.00349
60  61 0.283700 0.00318
61  62 0.285200 0.00290
62  63 0.286500 0.00264
63  65 0.287600 0.00240
64  66 0.288700 0.00219
65  66 0.289600 0.00200
66  68 0.290400 0.00182
67  68 0.291100 0.00166
68  68 0.291700 0.00151
69  68 0.292200 0.00138
70  68 0.292600 0.00125
71  68 0.292900 0.00114
72  68 0.293200 0.00104
73  68 0.293400 0.00095
74  69 0.293600 0.00086
75  71 0.293800 0.00079
76  70 0.293900 0.00072
77  71 0.294000 0.00065
78  72 0.294100 0.00060
79  72 0.294300 0.00054
80  72 0.294300 0.00049
81  72 0.294400 0.00045
82  72 0.294500 0.00041
83  72 0.294500 0.00037
84  73 0.294600 0.00034
85  73 0.294600 0.00031
86  74 0.294600 0.00028
87  75 0.294700 0.00026
88  75 0.294700 0.00024
89  75 0.294700 0.00021
90  75 0.294700 0.00020
91  75 0.294700 0.00018
92  75 0.294700 0.00016
93  75 0.294700 0.00015
94  75 0.294800 0.00013
95  75 0.294800 0.00012
96  76 0.294800 0.00011
97  76 0.294800 0.00010
98  76 0.294800 0.00009
99  76 0.294800 0.00008
100 76 0.294800 0.00008
