IC50,Cancer,Drug,From_Sanger,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_710,Fingerprint_709,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_219,PKA_219_ASA,MUT_PAK5,MUT_STK19,MUT_STK19_EXP,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_5692755_EXP,PWY_R_HSA_373755_CSV,PWY_R_HSA_75035_EXP,GO_0007010,GO_0007030,GO_0007548,GO_0016569,GO_0030036,GO_0043154,GO_0043154_EXP,GO_2000379,EXP_FAM20A,EXP_STK16,EXP_INSRR,EXP_CAMK2D,PKA_109_I_CSV_X_Fingerprint_617,PKA_109_I_X_Fingerprint_617,PKA_190_ENG_X_Fingerprint_694,PKA_190_VOL_X_Fingerprint_860,PKA_192_ASA_X_Fingerprint_576,PKA_294_CSV_X_Fingerprint_576,PKA_59_ENG_X_Fingerprint_702,PKA_89_ASA_X_Fingerprint_702,EXP_CSNK1E_X_EXP_HEATR1,EXP_CSNK1E_X_EXP_RPP40,EXP_CSNK2A1_X_EXP_SUPT5H,EXP_INSRR_X_EXP_GRB2,EXP_MAP2K1_X_EXP_DNM1,EXP_MAP2K1_X_EXP_PIK3CD,EXP_MAP2K1_X_EXP_RPS27A,EXP_PAK3_X_EXP_CHRM1,EXP_PAK3_X_EXP_CTNNA1,EXP_PAK3_X_EXP_HRAS,EXP_PAK3_X_EXP_MYL12A,PWY_R_HSA_1280218_CSV_X_PWY_R_HSA_442742_CSV,PWY_R_HSA_187687_EXP_X_PWY_R_HSA_6804758_EXP,PWY_R_HSA_2672351_EXP_X_PWY_R_HSA_6804758_EXP,PWY_R_HSA_3247509_EXP_X_PWY_R_HSA_388841_EXP,GO_0001666_X_GO_0006469,GO_0001933_EXP_X_GO_0006914_EXP,GO_0007249_X_GO_0097190,GO_0010507_EXP_X_GO_0023014_EXP,GO_0010507_X_GO_0023014,Predicted IC50,Validation
5.070009,906814,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.4800101127,0,0,0,2,3,0,2,0,1,6.4800101127,0,2.8784694921,6.6611617446,2.6743244287,4.3178819809,0,0,0,0,0,0,0,0,47.673832989,53.677081261,45.297872309,24.269669485,25.726736476,27.877032791,27.714306459,9.9785947926,30.492563713,23.091961496,34.939764707,0.4480910048,0,0,0,1,66.866550537,0,0,0,4.238383494,8
1.844416,907171,1010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.589704542,0,0,0,0,0,0,0,0,0,0,0,2.9636129991,6.4168787772,2.6532441138,5.6820410582,0,0,0,0,0,0.557707,0,0,46.188224937,50.306454478,46.48827232,20.770220771,27.956755852,36.856514579,32.253611668,9.536973661,28.616280091,20.707128359,34.809703106,0,0,0,0,0,0,0,0,0,1.3978020169,4
0.776594,909726,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,8.7570924094,0,0,0,0,0,0,0,0,0,0,0,2.9848356828,6.8233148072,2.6606068255,5.454875823,0,0,0,0,0,0,0,0,46.980658611,55.863799101,55.698341865,23.944527225,29.75250164,31.704062688,34.381094586,10.14583139,33.823471473,22.013440149,36.703404263,0,0,0,0,0,0,0,0,0,0.0857962433,2
-1.329243,909723,1057,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,6.3760563725,2.8864391958,6.3314217803,0,0,0,0,0,0,0,0,38.149826641,44.42984849,42.37686564,26.897801533,26.097781904,35.191656968,29.568772237,10.064927157,33.362035439,24.449667275,35.077395012,0,0,0,0,0,0,0,0,0,-1.720806576,7
4.496453,907169,1042,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0,1,0,1,0,1,0,0,0,3.0160462437,6.2920197942,2.7224958665,5.72149334,0,0,0,0,0,0,0,0,45.794110121,54.785486418,52.221154829,21.98337641,27.415874498,42.278966808,31.641118275,9.225567676,31.259972091,21.386903398,33.062277787,0,0,0,0,0,0,0,0,0,4.3679422797,8
2.95964,971777,229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.6708432221,0,0,0,0,0,0,0,0,1,6.6708432221,0,2.8759289153,7.0680068856,2.7874092414,4.4456227649,0,0,0,0,0,0,0,0,53.037351541,61.232393218,51.329255538,22.929799133,33.124605904,27.969891658,33.123017713,13.920818461,43.162180428,27.378076224,44.602457278,0,0,0,0,0,0,0,0,0,3.2417101244,2
1.648096,907058,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,0,0,0,0,0,0,0,2.9890279512,6.3910535066,2.8158440853,5.5516957541,0,0,0,0,0,0,0,0,56.975391143,59.290826519,71.368140707,24.906554566,31.275942197,41.051699853,29.300688077,9.3373850035,29.66619071,20.466426909,28.277482965,0,0,0,0,0,0,0,0,0,3.1849488634,6
4.55665,908128,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.9729302307,2,4,0,1,2,0,0,0,2.8920391501,6.6044383729,2.7394495755,6.1480601306,0,0,0,0,0,0.845082,0,0,43.667089807,52.261573527,46.212276098,25.201156067,25.411586673,33.367078019,27.639884344,11.626682682,35.984510455,25.158145823,39.720120684,0.2691462305,0,0,0,1,54.479942515,0,33.276182041,2,3.7386947063,2
2.579954,1240226,202,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4.5659659165,0,0,0,0,0,0,0,0,0,0,0,2.9994014728,6.6644443157,2.9308241496,5.3949306354,0,0,0,0,0,0,0,0,53.723208355,54.029157623,47.372827011,22.629363898,31.484728904,26.74088772,29.821530926,9.9651547111,30.807003228,20.541267132,31.575284114,0,0,0,0,0,0,0,0,0,2.311060392,8
1.437616,906814,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,6.4800101127,0,0,0,2,3,0,2,0,1,6.4800101127,0,2.8784694921,6.6611617446,2.6743244287,4.3178819809,0,0,0,0,0,0,0,0,47.673832989,53.677081261,45.297872309,24.269669485,25.726736476,27.877032791,27.714306459,9.9785947926,30.492563713,23.091961496,34.939764707,0.4480910048,0,0,0,1,66.866550537,0,0,0,1.490163147,7
3.117397,907171,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.589704542,0,0,0,0,0,0,0,0,0,0,0,2.9636129991,6.4168787772,2.6532441138,5.6820410582,0,0,0,0,0,0.557707,0,0,46.188224937,50.306454478,46.48827232,20.770220771,27.956755852,36.856514579,32.253611668,9.536973661,28.616280091,20.707128359,34.809703106,0,0,0,0,0,0,0,0,0,3.3436884328,2
1.493232,905954,256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,4.476902406,0,0,3.8781174492,1,0,0,0,1,0,0,0,2.9179110931,6.2594522583,2.8143193834,5.2134243164,0,0,0,0,0,0,0,0,44.993913854,45.222693069,57.554462495,22.954301339,24.107517391,36.665273212,26.130878993,11.218719167,35.831663594,20.854551147,38.36804139,0,0,0,0,0,0,0,0,0,2.5183864079,9
2.225208,909784,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8378573055,0,0,0,1,0,0,0,0,0,0,0,2.822895768,6.3979954472,2.619906853,6.9713754974,0,0,0,0,0,0,0,0,46.722752521,50.891560568,44.822469279,19.926618226,48.850123156,30.670141996,27.274320126,9.8366524215,30.05075125,17.392542506,35.134359549,0,0,0,0,0,0,0,0,0,2.5701503099,2
2.364583,909727,1029,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.2218363493,7.4158878468,0,7.4158878468,0,1,0,0,0,0,0,0,2.9832712666,6.1827912903,2.8922002603,5.4999374459,0,0,0,0,0,0,0,0,35.375378268,41.126675729,44.928261095,22.945713976,24.809283591,26.351539646,24.208134442,16.003725816,53.921435013,34.371759181,53.656968236,0,0,0,0,0,26.413666457,0,0,0,3.3966567597,8
-0.795167,971777,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6708432221,0,0,0,0,0,0,0,0,1,6.6708432221,0,2.8759289153,7.0680068856,2.7874092414,4.4456227649,0,0,0,0,0,0,0,0,53.037351541,61.232393218,51.329255538,22.929799133,33.124605904,27.969891658,33.123017713,13.920818461,43.162180428,27.378076224,44.602457278,0,0,0,0,0,0,0,0,0,0.3544898371,9
2.474751,906813,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,6.8184411853,2.7145871782,4.6730891924,0,0,0,0,0,0,0,0,45.608789827,44.208357325,50.16928224,22.027852825,44.2714688,30.439823495,27.779503103,11.001480825,33.487466856,19.49091933,36.678500994,0,0,0,0,0,16.819895748,0,0,0,2.8507106302,1
5.709607,925339,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.6489332262,0,0,0,1,0,0,0,1,0,0,0,3.062479867,6.5520872733,2.9854908346,4.5364269217,0,0,0,0,0,0,0,0,45.910463672,47.04678476,41.367670538,24.32531098,29.606541846,30.968908855,27.200420954,13.160129977,40.110603293,27.606276448,41.199979204,0,0,0,0,0,0,0,0,0,5.6419799583,3
4.647531,909723,1203,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,6.3760563725,2.8864391958,6.3314217803,0,0,0,0,0,0,0,0,38.149826641,44.42984849,42.37686564,26.897801533,26.097781904,35.191656968,29.568772237,10.064927157,33.362035439,24.449667275,35.077395012,0,0,0,0,0,0,0,0,0,3.9487351409,7
1.668319,1240153,260,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,5.2562226917,0,0,0,1,0,0,0,0,0,0,0,3.0142886811,7.2591507437,2.7030508381,4.7745651402,0,0,0,0,0,0,0,0,49.474201961,58.179979938,54.272302166,21.927410022,38.602452458,42.181189756,29.151500099,9.7882373543,32.144090619,19.832012614,34.397968321,0,0,0,0,0,0,0,0,0,2.4140473725,8
3.283998,906818,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.1920288691,0,0,0,0,0,0,0,0,0,0,0,2.9159680908,6.7564872014,2.8322878247,5.125511477,0,0,0,0,0,0,0,0,41.189054187,42.774746673,51.275786144,25.154629774,29.196191057,29.433469858,30.948729185,10.708520937,32.771596307,24.476357752,37.904833415,0,0,0,0,0,0,0,0,0,3.0480441528,1
4.077218,1287706,298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5.2095949315,0,0,0,0,1,1,0,0,0,0,0,3.1121568867,6.3142285442,2.7835602135,5.4522291879,0,0,0,0,0,0,0,0,50.574178842,55.421642439,62.654358575,23.209248448,35.04581118,33.818932821,32.721996578,13.400005908,22.74443571,26.210938662,41.181168939,0,0,0,0,0,0,0,0,0,4.030840169,1
2.312821,905954,1029,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4.476902406,0,0,3.8781174492,1,0,0,0,1,0,0,0,2.9179110931,6.2594522583,2.8143193834,5.2134243164,0,0,0,0,0,0,0,0,44.993913854,45.222693069,57.554462495,22.954301339,24.107517391,36.665273212,26.130878993,11.218719167,35.831663594,20.854551147,38.36804139,0,0,0,0,0,0,0,0,0,1.9894802884,3
2.930039,907172,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,6.1317031908,2.749263709,6.1611277545,0,0,0,0,0,0,0,0,46.856987143,47.707735967,57.797172794,22.568540943,56.309601857,33.520137685,32.549953768,9.4922979269,32.85723478,23.154075156,36.635023604,0,0,0,0,0,0,1,0,0,2.4778087211,5
3.092809,906841,288,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2.7210164332,0,0,4.7903108889,0,0,1,0,0,1,0,0,0,0,2.8520176879,6.0677179038,2.6842554739,5.1389451953,0,0,0,0,0,0,0,0,51.869310853,57.344605098,49.289366623,22.147031564,51.534173431,32.813609881,37.622692093,10.149467418,28.502588136,23.582108781,38.260360052,0,0,0,0,0,0,0,0,0,4.3041867852,4
6.073837,909725,292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4.0561620036,0,0,6.6264268428,1,0,0,1,0,0,0,0,2.9280808558,6.7064969551,3.2922926268,6.530950752,0,0,0,0,0,0,0,0,42.044339607,47.117046895,48.516619543,28.061534887,27.353598601,26.61224411,27.437288473,15.928221909,50.001630541,33.00761582,48.392162093,0,0,0,0,0,0,0,0,0,4.8867963603,3
0.034604,1298145,199,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.026291082,5.9988140368,2.9003972571,7.49242324,0,0,0,0,0,0,0,0,50.635876172,54.602267952,49.847880911,22.950381559,31.032849953,29.859989377,33.141899442,17.023473841,45.492851932,35.035861494,51.697349382,0,0,0,0,0,0,0,0,0,0.914469382,5
5.390762,910697,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,6.611937614,2.646966106,5.4941446307,0,0,0,0,0,0,0,0,43.238032656,46.413892267,64.964359287,21.719675731,38.853309778,31.40853394,36.871514483,9.4105984486,27.523684267,21.097856922,32.539666846,0,0,0,0,0,0,0,0,0,4.9962238305,8
2.984128,909706,292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,6.3832991772,3.4169990443,5.4226161461,0,0,0,0,0,0,0,0,48.540718931,59.028502854,47.738645037,28.88353193,27.789304668,24.504558931,23.879324342,11.451641578,35.122561249,24.33363194,38.669973837,0,0,0,0,0,0,1,0,0,3.6568700827,6
-0.835579,1299081,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.1413504413,0,0,3.1779727861,0,1,0,0,0,0,0,0,6.8026765134,6.1432293588,2.9479251568,5.4211731483,0,0,0,0,0,0,-1.323,0,55.068081667,55.428708773,59.153238595,25.520457842,48.247848556,34.466235131,31.904834567,9.71285913,32.294549034,21.24622407,35.268290794,0,0,0,0,0,8.867057955,1,0,0,0.5353118791,9
2.691093,910925,1013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,6.1396297533,2.6756639577,4.6281963363,0,0,0,0,7.6,0,0,0,46.714483414,54.429140601,48.815908344,22.269043039,39.865307509,39.131447748,35.435925083,9.454580178,29.836347767,25.409197925,33.588636956,0,0,0,0,0,0,1,0,0,1.9806676922,8
2.44913,1298160,295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,3.7009669527,0,0,0,2,1,0,0,1,0,0,0,2.9852256991,5.207403433,2.8161005923,4.6377785734,0,0,0,0,0,0,0,0,46.325993569,40.951116111,45.524153445,23.863755112,31.352027351,29.387522953,35.172416233,21.091118609,59.090564926,44.005051578,67.263614246,0,0,0,0,0,0,0,0,0,3.1104634444,7
1.778634,906865,1010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0,1,0,0,0,0,0,0,0,3.0263632345,6.786587918,2.7902104344,4.4241824512,0,0,0,0,0,0,0,0,46.330647773,56.154376564,59.422142198,24.672505348,36.388682148,35.677410203,30.506768453,10.093589575,30.448657631,25.909854381,34.336569899,0,0,0,0,0,0,0,0,0,1.2003023174,7
5.171045,908128,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,7.9729302307,2,4,0,1,2,0,0,0,2.8920391501,6.6044383729,2.7394495755,6.1480601306,0,0,0,0,0,0.845082,0,-10.7,43.667089807,52.261573527,46.212276098,25.201156067,25.411586673,33.367078019,27.639884344,11.626682682,35.984510455,25.158145823,39.720120684,0.2691462305,0,0,0,1,54.479942515,0,33.276182041,2,4.9941593353,7
3.299571,906813,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,6.8184411853,2.7145871782,4.6730891924,0,0,0,0,0,0,0,0,45.608789827,44.208357325,50.16928224,22.027852825,44.2714688,30.439823495,27.779503103,11.001480825,33.487466856,19.49091933,36.678500994,0,0,0,0,0,16.819895748,0,0,0,4.3452083759,7
-2.348228,909713,87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4.2589112437,0,0,0,0,0,0,0,0,0,0,0,2.9943320224,6.8625699925,2.6562651888,5.2082461286,0,0,0,0,0,0,0,0,45.413831863,43.175576363,49.408211623,21.40855731,31.292506408,29.249565153,30.968572283,9.7498150596,32.058970505,17.571664993,33.109727137,0.495450235,0,0,0,0,0,0,0,0,-2.287969348,5
4.307476,907067,273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0815847826,0,0,0,0,0,0,0,0,0,0,0,4.6142121153,6.9041002491,2.7528128856,5.3577050227,0,0,0,0,0,0,0,0,53.498359604,54.349484288,48.868557552,21.232814808,29.435753007,25.8306865,27.393786534,10.536675025,35.156630619,21.11320948,35.964231042,0,0,0,0,0,0,0,0,0,0.3921680835,10
4.027065,905974,1043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6816879044,0,0,0,0,0,1,0,0,0,0,1,2.8982673111,6.6223905422,2.5127740396,6.3735193297,0,0,0,0,0,0,0,0,57.96100094,71.586451382,54.459331281,21.917179356,39.765015224,32.334077235,33.840786163,9.5181031662,32.896410711,22.86302644,35.821725513,0,0,0,0,0,0,0,0,0,4.1100066344,4
4.332755,909724,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.7687839898,0,0,0,0,1,0,0,1,0,0,0,2.910210766,6.5304615048,2.8542669316,4.8471171585,0,0,0,0,0,0,0,0,43.426218691,55.744282047,54.935102722,25.86562384,28.811387975,29.525209595,29.118876629,11.478489842,33.933314802,27.115363142,37.199218563,0,0,0,0,0,13.997655292,0,0,0,3.0120923678,5
0.916586,909725,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0561620036,0,0,6.6264268428,1,0,0,1,0,0,0,0,2.9280808558,6.7064969551,3.2922926268,6.530950752,0,0,0,0,0,0,0,0,42.044339607,47.117046895,48.516619543,28.061534887,27.353598601,26.61224411,27.437288473,15.928221909,50.001630541,33.00761582,48.392162093,0,0,0,0,0,0,0,0,0,-0.953677271,4
1.600532,1299080,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.012704612,0,0,0,0,0,0,0,0,1,6.8541188527,0,2.9395237171,6.5635012143,3.1244962132,4.9491614107,0,0,0,0,0,0,0,0,46.3435566,59.425291703,52.337490126,24.329362952,34.160331791,29.94263792,29.103085231,10.739473492,32.362934715,21.786722587,29.162112518,1.1580914274,0,0,0,0,0,0,0,0,1.5795041769,5
2.64093,925339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.6489332262,0,0,0,1,0,0,0,1,0,0,0,3.062479867,6.5520872733,2.9854908346,4.5364269217,0,0,0,0,0,0,0,0,45.910463672,47.04678476,41.367670538,24.32531098,29.606541846,30.968908855,27.200420954,13.160129977,40.110603293,27.606276448,41.199979204,0,0,0,0,0,0,0,0,0,2.7921691582,1
4.121459,1240125,1050,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.6114170127,0,0,0,0,1,0,1,1,0,0,0,3.0196852704,5.2698386421,3.0834095962,6.3758861622,0,0,0,0,0,0,0,0,40.968182168,46.35295123,46.564057415,26.179448519,27.49716348,29.180016861,28.464169923,14.857266495,44.674568143,29.163265068,46.698067896,0,16.856000992,13.317122655,0,1,0,0,18.796593812,1,2.9687706149,8
3.859988,907172,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,6.1317031908,2.749263709,6.1611277545,0,0,0,0,0,0,0,0,46.856987143,47.707735967,57.797172794,22.568540943,56.309601857,33.520137685,32.549953768,9.4922979269,32.85723478,23.154075156,36.635023604,0,0,0,0,0,0,1,0,0,3.8342043592,3
