IC50,Cancer,Drug,From_Sanger,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_710,Fingerprint_709,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_219,PKA_219_ASA,MUT_PAK5,MUT_STK19,MUT_STK19_EXP,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_5692755_EXP,PWY_R_HSA_373755_CSV,PWY_R_HSA_75035_EXP,GO_0007010,GO_0007030,GO_0007548,GO_0016569,GO_0030036,GO_0043154,GO_0043154_EXP,GO_2000379,EXP_FAM20A,EXP_STK16,EXP_INSRR,EXP_CAMK2D,PKA_109_I_CSV_X_Fingerprint_617,PKA_109_I_X_Fingerprint_617,PKA_190_ENG_X_Fingerprint_694,PKA_190_VOL_X_Fingerprint_860,PKA_192_ASA_X_Fingerprint_576,PKA_294_CSV_X_Fingerprint_576,PKA_59_ENG_X_Fingerprint_702,PKA_89_ASA_X_Fingerprint_702,EXP_CSNK1E_X_EXP_HEATR1,EXP_CSNK1E_X_EXP_RPP40,EXP_CSNK2A1_X_EXP_SUPT5H,EXP_INSRR_X_EXP_GRB2,EXP_MAP2K1_X_EXP_DNM1,EXP_MAP2K1_X_EXP_PIK3CD,EXP_MAP2K1_X_EXP_RPS27A,EXP_PAK3_X_EXP_CHRM1,EXP_PAK3_X_EXP_CTNNA1,EXP_PAK3_X_EXP_HRAS,EXP_PAK3_X_EXP_MYL12A,PWY_R_HSA_1280218_CSV_X_PWY_R_HSA_442742_CSV,PWY_R_HSA_187687_EXP_X_PWY_R_HSA_6804758_EXP,PWY_R_HSA_2672351_EXP_X_PWY_R_HSA_6804758_EXP,PWY_R_HSA_3247509_EXP_X_PWY_R_HSA_388841_EXP,GO_0001666_X_GO_0006469,GO_0001933_EXP_X_GO_0006914_EXP,GO_0007249_X_GO_0097190,GO_0010507_EXP_X_GO_0023014_EXP,GO_0010507_X_GO_0023014,Predicted IC50,Validation
4.907195,1298160,229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,3.7009669527,0,0,0,2,1,0,0,1,0,0,0,2.9852256991,5.207403433,2.8161005923,4.6377785734,0,0,0,0,0,0,0,0,46.325993569,40.951116111,45.524153445,23.863755112,31.352027351,29.387522953,35.172416233,21.091118609,59.090564926,44.005051578,67.263614246,0,0,0,0,0,0,0,0,0,4.2232903057,5
4.928651,753545,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7662686412,0,0,0,0,0,0,0,0,0,0,0,2.9812748584,5.821523735,2.8852445499,4.8904096202,0,0,0,0,0,0,0,0,50.701847549,54.144074816,55.021157133,23.507593447,31.704233654,25.612147711,30.469331641,10.294338315,31.395334095,20.701829801,35.410329671,0,0,0,0,0,0,0,0,0,3.3255342522,6
3.720236,910853,292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.3998443434,0,4.796589481,6.3378627389,2.8030158909,3.7672742525,0,0,0,0,0,0,0,0,56.197647966,59.397608749,43.790521702,23.106660101,32.516115301,27.30990401,30.147514797,10.194071374,33.230812207,22.902350565,34.162457514,0,0,0,31.533298023,0,0,2,0,0,2.9588356624,9
2.496701,910697,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,6.611937614,2.646966106,5.4941446307,0,0,0,0,0,0,0,0,43.238032656,46.413892267,64.964359287,21.719675731,38.853309778,31.40853394,36.871514483,9.4105984486,27.523684267,21.097856922,32.539666846,0,0,0,0,0,0,0,0,0,1.6233064652,10
4.846369,910925,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,6.1396297533,2.6756639577,4.6281963363,0,0,0,0,7.6,0,0,0,46.714483414,54.429140601,48.815908344,22.269043039,39.865307509,39.131447748,35.435925083,9.454580178,29.836347767,25.409197925,33.588636956,0,0,0,0,0,0,1,0,0,4.2081217068,9
3.08755,910903,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.2098945568,0,0,0,0,0,0,0,0,0,0,0,2.9202327312,6.7020292041,2.6876996932,5.4415727631,0,0,0,0,0,0,0,0,48.180631364,54.12071371,64.166684999,22.26175927,67.861315539,34.74433554,33.301695988,10.006019185,30.252686885,19.592981001,36.993086183,0,0,0,0,0,0,0,0,0,4.3599292528,6
4.97413,906841,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.7210164332,0,0,4.7903108889,0,0,1,0,0,1,0,0,0,0,2.8520176879,6.0677179038,2.6842554739,5.1389451953,0,0,0,0,0,0,0,0,51.869310853,57.344605098,49.289366623,22.147031564,51.534173431,32.813609881,37.622692093,10.149467418,28.502588136,23.582108781,38.260360052,0,0,0,0,0,0,0,0,0,4.7069595731,5
1.330002,910853,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.3998443434,0,4.796589481,6.3378627389,2.8030158909,3.7672742525,0,0,0,0,0,0,0,0,56.197647966,59.397608749,43.790521702,23.106660101,32.516115301,27.30990401,30.147514797,10.194071374,33.230812207,22.902350565,34.162457514,0,0,0,31.533298023,0,0,2,0,0,-0.166312563,10
1.928279,1299080,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,11.012704612,0,0,0,0,0,0,0,0,1,6.8541188527,0,2.9395237171,6.5635012143,3.1244962132,4.9491614107,0,0,0,0,0,0,0,0,46.3435566,59.425291703,52.337490126,24.329362952,34.160331791,29.94263792,29.103085231,10.739473492,32.362934715,21.786722587,29.162112518,1.1580914274,0,0,0,0,0,0,0,0,2.2813977567,1
3.557315,687448,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,5.2430086243,0,5.8129981607,0,0,0,0,0,0,0,0,0,0,0,3.0246092431,5.1066096864,2.8938735493,5.428577798,0,0,0,0,0,0,0,0,48.54758234,54.35830418,55.3174619,25.266094201,27.972207168,25.339352779,30.311337265,9.1508486839,29.07281379,22.469312539,29.605758814,0,0,0,0,1,0,0,0,0,3.9476690566,2
0.158713,910925,312,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,6.1396297533,2.6756639577,4.6281963363,0,0,0,0,7.6,0,0,0,46.714483414,54.429140601,48.815908344,22.269043039,39.865307509,39.131447748,35.435925083,9.454580178,29.836347767,25.409197925,33.588636956,0,0,0,0,0,0,1,0,0,-0.429082802,7
2.135523,753545,1021,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7662686412,0,0,0,0,0,0,0,0,0,0,0,2.9812748584,5.821523735,2.8852445499,4.8904096202,0,0,0,0,0,0,0,0,50.701847549,54.144074816,55.021157133,23.507593447,31.704233654,25.612147711,30.469331641,10.294338315,31.395334095,20.701829801,35.410329671,0,0,0,0,0,0,0,0,0,2.9641202642,3
-4.080913,905974,1057,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.6816879044,0,0,0,0,0,1,0,0,0,0,1,2.8982673111,6.6223905422,2.5127740396,6.3735193297,0,0,0,0,0,0,0,0,57.96100094,71.586451382,54.459331281,21.917179356,39.765015224,32.334077235,33.840786163,9.5181031662,32.896410711,22.86302644,35.821725513,0,0,0,0,0,0,0,0,0,-3.246005458,4
3.70183,753546,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,2.9947934633,6.4880234608,2.9887273027,4.3197374658,0,0,0,0,0,0,0,0,49.600287049,57.041898391,53.098638062,27.781200272,27.63829846,29.778003913,32.291907633,11.29337335,34.879757528,24.616410461,37.709044598,0,0,0,0,0,25.751211648,0,35.320956967,2,3.8037605741,6
5.157978,909713,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.2589112437,0,0,0,0,0,0,0,0,0,0,0,2.9943320224,6.8625699925,2.6562651888,5.2082461286,0,0,0,0,0,0,0,0,45.413831863,43.175576363,49.408211623,21.40855731,31.292506408,29.249565153,30.968572283,9.7498150596,32.058970505,17.571664993,33.109727137,0.495450235,0,0,0,0,0,0,0,0,4.2380115794,8
2.689675,905956,1038,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4.4477200468,0,0,0,1,2,0,1,2,0,0,0,2.9160910977,6.1494041617,2.961978266,4.1849677863,0,0,0,0,0,0,0,0,45.856294058,49.899129675,49.483888398,26.281065246,27.700848394,28.681514716,27.819922552,9.0355404112,30.604171741,19.966034396,31.206689201,0,21.707659923,15.007186136,0,0,0,0,0,0,2.5970985421,5
1.732455,909706,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,6.3832991772,3.4169990443,5.4226161461,0,0,0,0,0,0,0,0,48.540718931,59.028502854,47.738645037,28.88353193,27.789304668,24.504558931,23.879324342,11.451641578,35.122561249,24.33363194,38.669973837,0,0,0,0,0,0,1,0,0,1.5222275385,6
3.176023,910853,1043,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.3998443434,0,4.796589481,6.3378627389,2.8030158909,3.7672742525,0,0,0,0,0,0,0,0,56.197647966,59.397608749,43.790521702,23.106660101,32.516115301,27.30990401,30.147514797,10.194071374,33.230812207,22.902350565,34.162457514,0,0,0,31.533298023,0,0,2,0,0,3.1820917699,5
5.792624,910921,345,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6982204348,0,0,0,0,0,0,0,0,0,0,0,4.7066039441,6.8081987162,2.7715080451,5.5538107885,0,0,0,0,0,0,0,0,47.146565894,52.829387329,50.402848801,22.202646735,31.349067635,28.305321541,30.509243081,13.969369131,43.054527586,26.84972703,45.958041062,0.58894723,0,0,0,0,0,0,0,0,5.7737718429,6
2.792093,1240130,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4.0194129942,0,0.803653,0,0,0,1,0,0,0,0,0,4.2588922275,7.4494437819,2.7805252191,4.4432473127,0,0,0,0,0,0,0,0,53.711322794,64.016736067,55.671917308,21.889036989,37.634096734,43.750345288,31.350322026,10.209174521,30.766949774,25.683596605,35.398722841,0.5754518416,0,0,0,0,0,2,0,0,2.533371161,2
5.403776,910921,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.6982204348,0,0,0,0,0,0,0,0,0,0,0,4.7066039441,6.8081987162,2.7715080451,5.5538107885,0,0,0,0,0,0,0,0,47.146565894,52.829387329,50.402848801,22.202646735,31.349067635,28.305321541,30.509243081,13.969369131,43.054527586,26.84972703,45.958041062,0.58894723,0,0,0,0,0,0,0,0,4.6734620383,9
3.853082,910853,1129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.3998443434,0,4.796589481,6.3378627389,2.8030158909,3.7672742525,0,0,0,0,0,0,0,0,56.197647966,59.397608749,43.790521702,23.106660101,32.516115301,27.30990401,30.147514797,10.194071374,33.230812207,22.902350565,34.162457514,0,0,0,31.533298023,0,0,2,0,0,2.2233519022,10
-1.247632,753596,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.231704838,0,0.807021,0,2,0,0,0,2,0,0,0,3.702485248,5.9352159326,2.7791614009,4.1359245241,0,0,0,0,0,0,0,0,45.860303177,40.318841622,50.30405023,21.984713177,31.077480279,32.511718502,27.550928355,10.632572177,32.777374706,20.418440754,35.37344745,0.6068120022,0,0,0,0,0,1,0,0,0.448401752,8
4.608222,905955,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0194321487,5.3016956496,2.8237391229,4.7436687975,0,0,0,0,0,0,0,0,47.343263938,58.218767244,50.040076305,24.492575975,25.5912206,30.996078497,28.192374415,11.728183844,35.565514001,23.606723271,38.928645618,0,0,0,0,0,0,2,0,0,4.9268286308,9
5.788312,907172,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9858149746,0,0,0,0,0,0,0,0,0,0,0,3.401768297,6.1317031908,2.749263709,6.1611277545,0,0,0,0,0,0,0,0,46.856987143,47.707735967,57.797172794,22.568540943,56.309601857,33.520137685,32.549953768,9.4922979269,32.85723478,23.154075156,36.635023604,0,0,0,0,0,0,1,0,0,5.5431348389,3
2.307667,909706,291,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,6.3832991772,3.4169990443,5.4226161461,0,0,0,0,0,0,0,0,48.540718931,59.028502854,47.738645037,28.88353193,27.789304668,24.504558931,23.879324342,11.451641578,35.122561249,24.33363194,38.669973837,0,0,0,0,0,0,1,0,0,3.0271270767,1
3.1714673669,906813,1032,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,0,0,2.9898784833,6.8184411853,2.7145871782,4.6730891924,0,0,0,0,0,0,0,0,45.608789827,44.208357325,50.16928224,22.027852825,44.2714688,30.439823495,27.779503103,11.001480825,33.487466856,19.49091933,36.678500994,0,0,0,0,0,16.819895748,0,0,0,4.4617854214,6
2.726412,910925,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.726279505,0,0,0,0,0,0,0,0,0,0,0,3.031323289,6.1396297533,2.6756639577,4.6281963363,0,0,0,0,7.6,0,0,0,46.714483414,54.429140601,48.815908344,22.269043039,39.865307509,39.131447748,35.435925083,9.454580178,29.836347767,25.409197925,33.588636956,0,0,0,0,0,0,1,0,0,3.0889555668,8
4.228316,925339,91,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.6489332262,0,0,0,1,0,0,0,1,0,0,0,3.062479867,6.5520872733,2.9854908346,4.5364269217,0,0,0,0,0,0,0,0,45.910463672,47.04678476,41.367670538,24.32531098,29.606541846,30.968908855,27.200420954,13.160129977,40.110603293,27.606276448,41.199979204,0,0,0,0,0,0,0,0,0,4.862195635,9
1.503509,1287706,331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2095949315,0,0,0,0,1,1,0,0,0,0,0,3.1121568867,6.3142285442,2.7835602135,5.4522291879,0,0,0,0,0,0,0,0,50.574178842,55.421642439,62.654358575,23.209248448,35.04581118,33.818932821,32.721996578,13.400005908,22.74443571,26.210938662,41.181168939,0,0,0,0,0,0,0,0,0,2.4490220187,7
3.653363,753546,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,2.9947934633,6.4880234608,2.9887273027,4.3197374658,0,0,0,0,0,0,0,0,49.600287049,57.041898391,53.098638062,27.781200272,27.63829846,29.778003913,32.291907633,11.29337335,34.879757528,24.616410461,37.709044598,0,0,0,0,0,25.751211648,0,35.320956967,2,2.9774233869,1
4.606479,909723,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.4322255806,0,0,0,0,1,0,0,0,0,0,0,2.8977386149,6.3760563725,2.8864391958,6.3314217803,0,0,0,0,0,0,0,0,38.149826641,44.42984849,42.37686564,26.897801533,26.097781904,35.191656968,29.568772237,10.064927157,33.362035439,24.449667275,35.077395012,0,0,0,0,0,0,0,0,0,3.829589865,5
-0.952395,906818,1015,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,0,0,0,0,0,0,0,0,2.9159680908,6.7564872014,2.8322878247,5.125511477,0,0,0,0,0,0,0,0,41.189054187,42.774746673,51.275786144,25.154629774,29.196191057,29.433469858,30.948729185,10.708520937,32.771596307,24.476357752,37.904833415,0,0,0,0,0,0,0,0,0,0.857634134,7
4.813487,1240125,199,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.6114170127,0,0,0,0,1,0,1,1,0,0,0,3.0196852704,5.2698386421,3.0834095962,6.3758861622,0,0,0,0,0,0,0,0,40.968182168,46.35295123,46.564057415,26.179448519,27.49716348,29.180016861,28.464169923,14.857266495,44.674568143,29.163265068,46.698067896,0,16.856000992,13.317122655,0,1,0,0,18.796593812,1,3.9081225735,9
4.076865,909706,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8434139219,0,0,0,0,0,0,0,0,0,0,0,2.9491240043,6.3832991772,3.4169990443,5.4226161461,0,0,0,0,0,0,0,0,48.540718931,59.028502854,47.738645037,28.88353193,27.789304668,24.504558931,23.879324342,11.451641578,35.122561249,24.33363194,38.669973837,0,0,0,0,0,0,1,0,0,3.0639183655,10
3.810591,925339,106,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3.6489332262,0,0,0,1,0,0,0,1,0,0,0,3.062479867,6.5520872733,2.9854908346,4.5364269217,0,0,0,0,0,0,0,0,45.910463672,47.04678476,41.367670538,24.32531098,29.606541846,30.968908855,27.200420954,13.160129977,40.110603293,27.606276448,41.199979204,0,0,0,0,0,0,0,0,0,3.0537387021,1
3.300917,905976,1021,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6667367632,0,0,0,2,0,0,0,0,0,0,0,2.9925244418,5.979879232,2.9027270425,6.3682132261,0,0,0,0,0,0,0,0,43.524030252,50.796320375,52.270335772,24.965556946,32.585478248,27.370368242,28.943883197,13.5215431,42.772357525,27.546709436,42.65962369,0,0,0,0,0,0,0,0,0,3.6001261828,4
1.178758,910697,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446799855,6.611937614,2.646966106,5.4941446307,0,0,0,0,0,0,0,0,43.238032656,46.413892267,64.964359287,21.719675731,38.853309778,31.40853394,36.871514483,9.4105984486,27.523684267,21.097856922,32.539666846,0,0,0,0,0,0,0,0,0,1.2525305529,1
3.14526,753596,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.231704838,0,0.807021,0,2,0,0,0,2,0,0,0,3.702485248,5.9352159326,2.7791614009,4.1359245241,0,0,0,0,0,0,0,0,45.860303177,40.318841622,50.30405023,21.984713177,31.077480279,32.511718502,27.550928355,10.632572177,32.777374706,20.418440754,35.37344745,0.6068120022,0,0,0,0,0,1,0,0,2.6001551505,5
2.003764,906865,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0,1,0,0,0,0,0,0,0,3.0263632345,6.786587918,2.7902104344,4.4241824512,0,0,0,0,0,0,0,0,46.330647773,56.154376564,59.422142198,24.672505348,36.388682148,35.677410203,30.506768453,10.093589575,30.448657631,25.909854381,34.336569899,0,0,0,0,0,0,0,0,0,1.4740856877,3
-0.032716,1240153,262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5.2562226917,0,0,0,1,0,0,0,0,0,0,0,3.0142886811,7.2591507437,2.7030508381,4.7745651402,0.795264,1,0,0,0,0,0,0,49.474201961,58.179979938,54.272302166,21.927410022,38.602452458,42.181189756,29.151500099,9.7882373543,32.144090619,19.832012614,34.397968321,0,0,0,0,0,0,0,0,0,0.3991717227,6
4.418071,909784,253,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8378573055,0,0,0,1,0,0,0,0,0,0,0,2.822895768,6.3979954472,2.619906853,6.9713754974,0,0,0,0,0,0,0,0,46.722752521,50.891560568,44.822469279,19.926618226,48.850123156,30.670141996,27.274320126,9.8366524215,30.05075125,17.392542506,35.134359549,0,0,0,0,0,0,0,0,0,4.2302600029,6
1.527784,910932,295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8871692185,6.323518746,2.9635264419,5.9785992579,0,0,0,0,0,0,0,0,42.077485663,51.780589898,47.873163302,25.114139578,33.687009077,33.839705053,26.172848054,10.702874849,35.027727178,19.4153977,38.538301192,0,0,0,0,0,27.330535451,0,0,0,2.6378952806,3
