IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_679,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,PKA_126,PKA_126_B62,PKA_126_ENG,PKA_98,PKA_98_CSV,DOM_POLO_box_EXP,DOM_START_EXP,MUT_MYO3A_CSV,MUT_RPS6KB2_EXP,CNV_BTK_loss,CNV_CDK12_gain,CNV_CDK14_gain,CNV_MAP2K1_gain,REC_R_HSA_1839094,REC_R_HSA_202248_CSV,PWY_R_HSA_1257604,GO_0000165_CSV,GO_0007399_CSV,GO_0016572_EXP,GO_0043011_CSV,GO_0046777_CSV,GO_0048675,GO_0048813_EXP,SFAM_BRD,CLS_gender_f,EXP_FAM198A,EXP_ABL1,EXP_TAF1,EXP_DAPK1,EXP_PSKH2,EXP_MET,Predicted IC50,Validation
1.855227,908444,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.1107604749,0,1.404374,0,0,0,0,2.6865130089,5.5732377565,5.1578680981,4.1599491849,3.1006042437,3.4031077234,1.8618208574,8
5.81836,908445,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,-1,-4.552,0,0,4.920834222,6.9086895992,0,0,1,0,1,0,0,0.781361,0,0,0,0,0,0.749421,0,0,0,1,3.0205850506,4.9598057688,4.1533313859,4.7382894269,3.2816124022,8.4589985293,4.8826173564,6
4.963934,908446,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,1,0,0,0,0,0,0,0,0,1,2.7877289005,5.0912840925,4.9674286954,3.9454842462,2.9865354984,5.0777787589,4.8489821658,5
3.777768,908455,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3131670442,4.8808263552,5.3983687282,5.0947902575,3.045762098,5.8292907586,4.1797517109,8
1.728837,909697,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.824029,0.824029,0,0,0.824029,0,0,0,0,2.8244828011,5.8400708012,4.843062053,4.1933972204,2.9830370765,3.3134149842,1.5678272231,7
4.316488,909711,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2257321006,4.9530467888,4.4596434957,6.0545000364,3.2938599023,4.8967837502,5.3219881086,1
4.262794,909770,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522635,0.580255,0,0,1,1,2.8808654183,5.2898811796,5.1658784551,4.1102044956,3.1192822287,4.6544350073,4.0406687149,10
2.897455,910924,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.784551,3.1249470084,0,1.408614,1,3.0986542476,1,0,2.777707642,4.8623094004,4.6347827387,3.7165801989,2.9756424915,4.204292656,2.8879932349,4
4.913751,925340,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1315304584,5.2337059392,4.6444566932,3.285895201,3.1326923263,8.5104304035,4.8684819012,6
2.85457,1240155,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.1503074741,0,0,0,0,1,0,2,0,0,8.5234518726,0,1.52844,1,3.0972790253,0,0,2.8172152037,5.4040061898,5.0040154801,4.3199643197,2.8276230047,5.2082439256,3.39288948,8
2.876035,1290806,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.782514,0,0,0,0.812426,0,0,0,1,2.980511673,5.4830155432,4.6002537635,4.4589693482,2.9386648529,3.3156603982,3.3422793723,3
0.612448,1298357,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81474,0,0,0,1,2.8237039394,5.9226255976,5.7156376162,3.8894084254,2.8381485062,7.1838479365,1.1850142226,7
5.302374,1298358,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.772204,0,0,0,0,1,2.7843864045,4.7876602612,4.2858105666,3.4527818728,2.983234094,6.1099466963,5.0282700335,8
4.681261,1322224,291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,0,3.2304366789,0,0.775296,1,3.0131753619,0,0,2.9907138864,5.094746485,5.8293582196,3.8778823197,2.9053709618,5.8743919955,4.2206929888,8
4.422208,906790,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.78198,1.632416,0,0,0.78198,1,3.058878985,0,1,3.0803568572,5.5171011245,4.6926538657,3.2951619429,3.3220087273,3.8099480233,3.2295791055,10
2.975553,906848,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.800154,0,0,0,1.598255,1,0,0,0,2.9018320216,6.7562483126,4.5289663771,3.4069461143,3.1599787466,4.2564688867,3.1699009729,5
3.11921,906869,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.735163,0,0,0,0.480643,0,0,0,1,2.5863295859,5.0425998675,5.5145085284,4.6874792823,3.0582022326,5.8608507845,4.3502991081,9
2.716306,907055,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.858268,0,0,0,3.8816240054,0,0,0,0,0,0,2,0.858268,0.858268,8.0135632151,0,1.492336,0,0,0,0,2.8210162748,5.7384535206,5.393877492,3.8950016926,2.7360597898,3.6446891229,2.7017014492,3
4.480713,908138,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.636656,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.2778808684,0,0,2.7141220226,5.0246979831,5.0834539329,4.8249241381,2.8413540907,4.3479555866,4.7442435855,1
4.19294,908139,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.467167,1,0,0,0,3.106861854,4.7262948919,4.5949512333,4.107445948,3.0633714052,5.5063613723,3.5392654668,8
2.9933,908444,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.1107604749,0,1.404374,0,0,0,0,2.6865130089,5.5732377565,5.1578680981,4.1599491849,3.1006042437,3.4031077234,2.2649303038,2
5.332744,908445,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,-1,-4.552,0,0,4.920834222,6.9086895992,0,0,1,0,1,0,0,0.781361,0,0,0,0,0,0.749421,0,0,0,1,3.0205850506,4.9598057688,4.1533313859,4.7382894269,3.2816124022,8.4589985293,4.1275087523,9
4.554375,908446,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,1,0,0,0,0,0,0,0,0,1,2.7877289005,5.0912840925,4.9674286954,3.9454842462,2.9865354984,5.0777787589,3.7303967817,4
5.380557,908455,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3131670442,4.8808263552,5.3983687282,5.0947902575,3.045762098,5.8292907586,3.7090482778,5
3.332086,909697,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.824029,0.824029,0,0,0.824029,0,0,0,0,2.8244828011,5.8400708012,4.843062053,4.1933972204,2.9830370765,3.3134149842,3.6659204505,2
5.021619,909711,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2257321006,4.9530467888,4.4596434957,6.0545000364,3.2938599023,4.8967837502,5.0256004776,4
4.332259,909770,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522635,0.580255,0,0,1,1,2.8808654183,5.2898811796,5.1658784551,4.1102044956,3.1192822287,4.6544350073,4.7556330144,6
3.998352,910924,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.784551,3.1249470084,0,1.408614,1,3.0986542476,1,0,2.777707642,4.8623094004,4.6347827387,3.7165801989,2.9756424915,4.204292656,4.8794856867,6
5.272373,925340,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1315304584,5.2337059392,4.6444566932,3.285895201,3.1326923263,8.5104304035,3.513143292,2
3.636975,1240155,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.1503074741,0,0,0,0,1,0,2,0,0,8.5234518726,0,1.52844,1,3.0972790253,0,0,2.8172152037,5.4040061898,5.0040154801,4.3199643197,2.8276230047,5.2082439256,3.3067257352,3
4.183246,1290806,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.782514,0,0,0,0.812426,0,0,0,1,2.980511673,5.4830155432,4.6002537635,4.4589693482,2.9386648529,3.3156603982,3.3097644055,10
4.100682,1298357,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81474,0,0,0,1,2.8237039394,5.9226255976,5.7156376162,3.8894084254,2.8381485062,7.1838479365,3.6926397835,8
5.162488,1298358,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.772204,0,0,0,0,1,2.7843864045,4.7876602612,4.2858105666,3.4527818728,2.983234094,6.1099466963,4.7542675619,2
2.325712,1322224,292,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,0,3.2304366789,0,0.775296,1,3.0131753619,0,0,2.9907138864,5.094746485,5.8293582196,3.8778823197,2.9053709618,5.8743919955,1.3340186946,7
3.732051,906790,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.78198,1.632416,0,0,0.78198,1,3.058878985,0,1,3.0803568572,5.5171011245,4.6926538657,3.2951619429,3.3220087273,3.8099480233,3.6491969172,8
2.950339,906848,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.800154,0,0,0,1.598255,1,0,0,0,2.9018320216,6.7562483126,4.5289663771,3.4069461143,3.1599787466,4.2564688867,3.7066507341,2
2.301593,906869,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.735163,0,0,0,0.480643,0,0,0,1,2.5863295859,5.0425998675,5.5145085284,4.6874792823,3.0582022326,5.8608507845,3.2873089475,7
2.492576,907055,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.858268,0,0,0,3.8816240054,0,0,0,0,0,0,2,0.858268,0.858268,8.0135632151,0,1.492336,0,0,0,0,2.8210162748,5.7384535206,5.393877492,3.8950016926,2.7360597898,3.6446891229,2.4316698716,2
4.113962,908138,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.636656,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.2778808684,0,0,2.7141220226,5.0246979831,5.0834539329,4.8249241381,2.8413540907,4.3479555866,4.2646064438,1
4.081651,908139,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.467167,1,0,0,0,3.106861854,4.7262948919,4.5949512333,4.107445948,3.0633714052,5.5063613723,3.5604701818,5
3.425024,908444,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.1107604749,0,1.404374,0,0,0,0,2.6865130089,5.5732377565,5.1578680981,4.1599491849,3.1006042437,3.4031077234,4.3139927512,6
3.863205,908445,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-4.552,0,0,4.920834222,6.9086895992,0,0,1,0,1,0,0,0.781361,0,0,0,0,0,0.749421,0,0,0,1,3.0205850506,4.9598057688,4.1533313859,4.7382894269,3.2816124022,8.4589985293,5.1243915269,1
3.753033,908446,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,1,0,0,0,0,0,0,0,0,1,2.7877289005,5.0912840925,4.9674286954,3.9454842462,2.9865354984,5.0777787589,2.6650586199,3
4.03726,908455,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3131670442,4.8808263552,5.3983687282,5.0947902575,3.045762098,5.8292907586,4.330817446,4
3.934235,909697,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.824029,0.824029,0,0,0.824029,0,0,0,0,2.8244828011,5.8400708012,4.843062053,4.1933972204,2.9830370765,3.3134149842,3.7765234108,5
3.604111,909711,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2257321006,4.9530467888,4.4596434957,6.0545000364,3.2938599023,4.8967837502,5.1278121958,1
3.414399,909770,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522635,0.580255,0,0,1,1,2.8808654183,5.2898811796,5.1658784551,4.1102044956,3.1192822287,4.6544350073,4.499337823,7
3.671195,910924,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.784551,3.1249470084,0,1.408614,1,3.0986542476,1,0,2.777707642,4.8623094004,4.6347827387,3.7165801989,2.9756424915,4.204292656,3.5734970927,1
4.826645,925340,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1315304584,5.2337059392,4.6444566932,3.285895201,3.1326923263,8.5104304035,5.0959544197,4
4.032439,1240155,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.1503074741,0,0,0,0,1,0,2,0,0,8.5234518726,0,1.52844,1,3.0972790253,0,0,2.8172152037,5.4040061898,5.0040154801,4.3199643197,2.8276230047,5.2082439256,4.6279427249,6
2.762733,1290806,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.782514,0,0,0,0.812426,0,0,0,1,2.980511673,5.4830155432,4.6002537635,4.4589693482,2.9386648529,3.3156603982,2.8135994127,1
4.476311,1298357,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81474,0,0,0,1,2.8237039394,5.9226255976,5.7156376162,3.8894084254,2.8381485062,7.1838479365,3.6236419968,4
3.050856,1298358,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.772204,0,0,0,0,1,2.7843864045,4.7876602612,4.2858105666,3.4527818728,2.983234094,6.1099466963,2.5066848532,6
3.382445,1322224,293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,0,3.2304366789,0,0.775296,1,3.0131753619,0,0,2.9907138864,5.094746485,5.8293582196,3.8778823197,2.9053709618,5.8743919955,4.4126807703,8
3.432339,906790,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.78198,1.632416,0,0,0.78198,1,3.058878985,0,1,3.0803568572,5.5171011245,4.6926538657,3.2951619429,3.3220087273,3.8099480233,4.002244333,3
3.357196,906848,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.800154,0,0,0,1.598255,1,0,0,0,2.9018320216,6.7562483126,4.5289663771,3.4069461143,3.1599787466,4.2564688867,3.3605513913,4
4.521598,906869,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.735163,0,0,0,0.480643,0,0,0,1,2.5863295859,5.0425998675,5.5145085284,4.6874792823,3.0582022326,5.8608507845,4.0170440172,6
2.131107,907055,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.858268,0,0,0,3.8816240054,0,0,0,0,0,0,2,0.858268,0.858268,8.0135632151,0,1.492336,0,0,0,0,2.8210162748,5.7384535206,5.393877492,3.8950016926,2.7360597898,3.6446891229,4.1105850214,8
3.984374,908138,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.636656,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.2778808684,0,0,2.7141220226,5.0246979831,5.0834539329,4.8249241381,2.8413540907,4.3479555866,4.0997651958,4
