IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_141,PKA_145_CHA,PKA_145_HYD,PKA_158_K,PKA_162,PKA_224_B62,MOT_2D_beta7strand,MOT_2D_beta7strand_EXP,DOM_C2,DOM_EphA2_TM,MUT_AATK_EXP,MUT_ALK,MUT_ANKK1_CSV,MUT_CASK,MUT_CDK13_EXP,MUT_DCLK3_EXP,MUT_EPHA8,MUT_KIT,MUT_PAK5_EXP,MUT_PSKH2_CSV,MUT_SGK1,MUT_SGK1_EXP,MUT_STK32C,MUT_TIE1,CNV_GUCY2C_gain,CNV_PAK1_gain,REC_R_HSA_1181155,REC_R_HSA_1433418_CSV,REC_R_HSA_166082,REC_R_HSA_429698,REC_R_HSA_6800434,PWY_R_HSA_1500931,PWY_R_HSA_164944,PWY_R_HSA_212436_CSV,PWY_R_HSA_3000171_EXP,PWY_R_HSA_391160,PWY_R_HSA_4086400_CSV,PWY_R_HSA_418594_CSV,PWY_R_HSA_6798695,PWY_R_HSA_6798695_EXP,PWY_R_HSA_8953854_CSV,GO_0001570,GO_0001890,GO_0007275_EXP,GO_0007286_CSV,GO_0007399_CSV,GO_0009725,GO_0016321,GO_0016321_EXP,GO_0017148_EXP,GO_0021766_EXP,GO_0021987,GO_0030097_CSV,GO_0030097_EXP,GO_0030968_EXP,GO_0035924_CSV,GO_0038128_EXP,GO_0042490,GO_0042490_EXP,GO_0042493_CSV,GO_0043488_CSV,GO_0043507_EXP,GO_0045944_CSV,GO_0050727_CSV,GO_0051147,GO_0051301,GO_0060999_CSV,GO_0071407_EXP,SFAM_NEK1,FAM_Atypical_EXP,EXP_CSNK2A1,EXP_HASPIN,EXP_FGFR2,EXP_STK31,EXP_CDK6,EXP_TP53RK,EXP_MAP3K9,EXP_EIF2AK3,EXP_NTRK2,EXP_TSSK3,EXP_CDK4,EXP_LMTK2,EXP_MAP2K1,EXP_CDK20,Predicted IC50,Validation
2.991743,908467,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0908501958,0,0,0,1,5.0049277215,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.644652266,0,0,1,0,0.822062,0,0,29.946305717,7.3179115113,5.500058373,3.0590921442,3.2120123288,3.6524090971,5.3401978143,3.4349470887,5.3503721813,2.9421474388,3.5961322743,9.4410743112,2.9555714987,8.6158960988,3.5753479976,2.2913962244,4
2.340629,908469,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.800155,0,0,0,3.2216253054,0,0,0,0,0,0,6.2175697277,0,0,0,0,5.6883440826,0,0,0,1,0,0,0,20.281565815,7.438661314,4.9313421979,2.9465056646,3.0817967522,5.4794968095,4.4542694496,3.3308842314,5.4209417355,2.8601043617,3.4981763947,9.7124708865,3.0626663671,8.2198035018,3.1960863944,2.8630692145,4
4.847801,908473,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.864159,0,0,0,0,1,2.9157138618,0,0,0,3.2343835681,0,0.714522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18.081050806,6.3868894991,3.8335230933,3.3113428147,3.7927395598,7.9243463816,5.917080135,3.2626949342,4.5995784336,2.9679590795,3.9569658225,8.5524004601,2.9241501548,9.2226309325,3.3490627722,4.7509650397,3
1.706965,908481,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7930323747,0,0,0,0,0,0,0,0,0,0,0,0,0.830581,0,0,0,0,0,0,0,7.4106130992,3.682526906,3.0015114136,3.2216094594,4.5517769425,4.1515433072,3.2063739687,5.0463631367,2.9446169294,3.7928554667,9.4646147871,2.8916448657,7.7215402773,3.710507363,2.7944537025,8
4.663571,908483,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.465187431,0,0,0,0,0,3.8893348731,0,0,0,0,0,0,0,0,0,0,0,3.6325371646,0,0,0,1,0,0,0,15.789801548,7.9440505259,4.2396914381,4.0266023158,2.8828576731,7.9561270845,4.6806463177,3.5324582501,4.8274937587,2.9505611265,3.6147103972,9.0602389977,3.3853077359,8.2345276567,3.404941681,3.702574377,9
2.965774,909194,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.8397870354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5527905861,7.7605442186,4.9943311044,2.9852848926,3.1846356569,3.8473610536,5.2704249673,3.6808715052,4.7509785377,3.2023595171,3.6305423866,9.9334209702,3.188557603,8.1060350835,3.8296725114,3.7696127873,4
2.147367,909779,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826469,3.3074567286,0,0,0,0,0,0,0,0,0,0,0,0,12.000859168,7.4573688484,4.6310338962,3.1236264771,3.2767314806,6.9407025825,3.4239317037,3.3609692049,5.3657341846,3.006028948,3.6792535551,9.2592387793,3.0874237841,8.3125887768,3.40012141,1.9565451761,7
2.59869,910692,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.9327876299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.168014797,6.6309098349,3.7162731179,3.2673122817,3.4770835213,7.5712202576,4.1891814777,3.4719097003,6.0565156577,2.9405378159,3.522249699,10.258974902,2.8772320296,8.5680413595,2.9117497901,2.4422646583,7
2.307635,910851,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5247322027,0.761977,0,0,0,0,0,0,4.8004904657,7.0557611976,4.0787834651,3.8343085139,3.0984868591,8.2368891626,4.7514794607,3.3033641011,5.5333429377,3.0673353028,3.6637778838,9.588600871,3.20615194,7.1448731921,3.4489591916,2.2713343729,4
5.133067,1240182,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0912277523,0,0.834335,0,0,0,0,3.5512250323,0,0,3.2587595348,0,0,3.0553949029,0,0,0,0,0,0.797503,0,0,1,0,4.4089893992,0,12.28063257,7.5629719393,3.9289720918,3.1122439336,3.4313857862,3.2384922991,4.1689449911,3.7973221007,5.642318666,3.0242472887,3.5479616918,10.000610191,3.2220564174,7.7769690535,3.5986029221,3.7749046968,5
2.641332,1240186,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.944646182,0,0,0,3.0439512497,0,0.842604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9085027471,0,0,6.830168686,4.2640819441,3.7383573244,3.3446258948,5.5150304606,5.0165240216,3.2954859631,5.9835719326,2.9284948337,3.8308933007,9.7035912221,2.9100389647,8.4508488405,3.2528329111,3.6119761279,5
1.985898,1240189,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726535,0,0,0,0.810664,1,3.8205777764,0.726535,0,0,2.9770104397,0,0,0,0,0,0,0,0,0,3.9849757086,0,0,0,0,0,0,0,7.4886325608,0.726535,0,0,1,0,0,0,4.1382931221,7.9536127603,4.5177269292,3.2377464274,3.1609427226,10.016743623,4.5038290097,3.4275344048,5.6780357374,3.0718450398,3.8512637427,9.7223633849,2.9668984426,7.7666602236,3.4578883095,2.2686744503,3
3.287402,1240192,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.406381286,3.5516874236,3.0765597671,5.3062138797,8.6360227288,4.4383611845,3.4313346148,4.9719136039,3.0310235721,3.7134628867,8.4104741774,3.1103228549,7.6813351057,3.8753544036,3.3106375321,9
1.613475,1240193,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1369549468,0,0,0,0,0,0,0,0,0,5.5912636858,0,0,0,0,0,0,0,7.9385993109,0,0,0,0,0,0,0,6.3594951912,8.0046550535,5.0591579697,3.889518779,3.2399631571,3.8245699,5.9709609246,3.3326066734,4.9473806124,3.0999232,4.1503971363,9.2535199044,3.3642484238,7.4480090756,4.1785173259,1.0993776548,8
2.451862,1297438,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2326111917,4.6783410161,3.0135807174,3.2097544244,7.4442591579,6.9366033577,3.5869264931,6.067028844,2.9943637316,3.6715497564,10.469493155,3.192179143,7.4701900775,3.8226538924,2.453064019,6
4.160823,1297439,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4.5864890708,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.259059415,0,0,0,0,0,0,1,0,7.1582593447,4.3662747576,3.027472375,4.7025011062,3.0950420111,4.2774538345,3.5485088954,6.8511960256,2.8538991848,3.4739211675,8.8200701761,2.8752714996,8.3336175247,3.8408760588,4.3286745392,4
1.515021,1298349,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840633,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687914,0,0,0,0,0,0,18.284101386,7.6695795374,4.3101093899,3.1608546507,3.3530420728,4.7242027543,3.523072526,3.4083588964,5.7377417589,3.0883277734,3.810098546,9.447927406,3.2032038393,9.0644148468,3.071832451,2.4679566631,4
1.450559,1299062,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5.599654914,0,0,0,3.1368535079,0,0,0,0,0,3.4945296273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.201061753,7.6013363467,5.4641969122,3.0161428261,3.0036647105,8.2089256014,4.2488078784,3.27927177,5.7091719261,3.0860350682,3.7549452056,9.2207833535,3.0331348851,9.0965704109,3.8417157789,1.8466226037,7
3.445473,1322213,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9006713655,0,0,0,0,0,0,0,0,0,2.9006713655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.969094167,7.9157499513,4.195364809,2.9238685986,3.4212950659,8.180416081,4.3248771005,3.5909365829,5.9823019211,2.9087453788,3.6933475607,9.4962032442,3.1197650666,8.7673671377,3.9231703247,3.1312420281,5
1.860783,1330972,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834453,3.2428807299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2428807299,0,0,0,0,5.8188787698,0,0,0,0,0,0,0,12.056781751,7.646696027,4.6991130884,3.1018779872,2.8379205297,5.887704175,6.0171896786,3.4057964204,6.1019910928,2.9634959607,3.3142180792,9.9294654039,3.0487614527,7.8729861661,4.2289286222,2.1137779639,5
4.391613,687596,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.76346,0,0,0,0,1,4.9071866666,0,0,0,7.1064381038,0,0.76346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8570404307,0,0,0,0,0,0,0,0,6.4383486941,4.8867750783,3.554485155,2.9879582251,7.6410542941,5.0627385916,3.0764994747,5.0294030477,2.9451835712,3.5169968944,8.8974236345,3.0380973627,9.0410253522,3.4673446243,3.9314851498,10
4.105779,687600,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.575153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.8305536985,0,0,0,0,0,0,0,0,0,0,0,0,3.2150488821,0,0,0,0,3.7514751778,0,0,0,1,0,0,0,17.97231249,7.193116084,3.9713696505,3.090713081,3.2514435907,4.0170570507,4.6499072059,3.2384779954,5.418618113,3.0307260333,3.4887633336,9.888307782,2.9138269316,8.6259393205,3.7779004543,4.8063185166,10
1.857846,687985,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1196486148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693883,0,0,0,0,0,13.047198288,7.8056300859,4.3622513314,3.4870383837,2.8304577019,8.4612589159,5.6205959183,3.2179135018,5.0841766612,3.1141775668,3.5610142333,9.631075465,2.9044833499,7.4506318075,3.4809711126,1.4206804101,7
2.589597,687995,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761274,0,0,0,0,0,0,0,0,0,2.936843661,0,0,0,0,0.761274,0,0,0,0,0.761274,0,0.79228,0,1,0,0.79228,0,0,16.651335778,6.8432070422,5.358555431,3.9981176489,3.0769135076,5.5993655521,4.7768387892,3.3153333579,4.9912558535,3.1163702545,3.4495311138,9.2520916154,3.166941141,7.7928241746,3.7963776088,2.9913999121,9
4.50223,687997,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085107366,1,3.2511280545,0.764059,0,0,0,0,0,1,0,0,1,16.439385795,7.5805914867,4.0546697245,3.4158727013,2.7934609699,5.9655986386,4.7762886867,3.3512187003,5.3598827955,3.044284162,3.4801873311,9.0454321015,3.0822522274,8.3111436142,3.6241823948,4.2287699779,9
3.070287,688001,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4986497555,0,0,0,1,3.009688273,0,0,0,4.6267178932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460874,0,0.460874,0,0,0,0.813122,0,0,0,7.515241487,4.1224404195,3.2040434613,3.6732897193,6.771439381,4.3448470356,3.4757617573,4.33889043,2.9567265161,3.7514838388,10.183948835,3.1247834319,8.8637708634,3.6227807819,3.5702713576,3
3.627961,688006,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811257,0,0,0,0,0,0,0,0,0,4.1440861828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8919590358,7.2591146903,4.974084562,3.7750212083,3.1075326031,5.2771046294,4.5601019223,3.5670477409,5.6141631346,2.9573795853,3.4423279876,9.1089586723,2.9483343879,7.647985566,2.9147148081,3.8385000286,8
4.233161,688007,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2044442923,0,0,0,0,0,0,6.0313121605,0,0,0,0,0,0,0,0,0,0,0,0.822238,0,0,0,0,0,0,17.999167192,7.5186099545,4.296634016,3.4726104981,2.9022907268,3.7991737243,4.79491695,3.6396302002,6.6611624328,3.0123313312,3.3842282962,9.87068756,2.8707064368,7.4070612421,3.130724954,4.5168997568,6
