IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_176,PKA_176_ASA,PKA_267_B62,PKA_44,PKA_44_CHA,PKA_44_ENG,PKA_44_EXP,PKA_52_R,PKA_59_E,PKA_89_ENG,PKA_89_P_CSV,DOM_FAT,DOM_F_actin_bind,DOM_F_actin_bind_EXP,MUT_CDK1_EXP,MUT_MYO3A,MUT_MYO3A_EXP,MUT_PAK5,MUT_RET,MUT_STK19,MUT_TYRO3_EXP,CNV_SMG1_loss,REC_R_HSA_374696_EXP,REC_R_HSA_416320,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_8874078,PWY_R_HSA_195258_CSV,PWY_R_HSA_373755_CSV,PWY_R_HSA_442717,PWY_R_HSA_5675221,PWY_R_HSA_75035_EXP,GO_0001893_EXP,GO_0006281,GO_0007010_EXP,GO_0007030,GO_0010634,GO_0016049,GO_0019933,GO_0030036,GO_0030216_EXP,GO_0030238,GO_0043154,GO_0043154_EXP,GO_0048666,GO_0048666_EXP,GO_0050771,GO_0061178,GO_0061178_EXP,GO_0071902_CSV,SFAM_DDR_EXP,EXP_TAOK3,EXP_FAM20A,EXP_BRDT,EXP_STK16,EXP_INSRR,EXP_PAK3,EXP_LRRK2,EXP_FAM198B,EXP_LMTK3,EXP_MAP2K1,EXP_TBK1,EXP_PRKY,EXP_CAMK2D,Predicted IC50,Validation
0.717633,925339,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6489332262,0,0,0,0,1,0,0,0,4.4150081829,0,0,1,0,1,0,1,0,0,1,3.2382828665,0,0,0,0,0,7.8569441056,3.062479867,3.0825653738,6.5520872733,2.9854908346,3.8564667024,4.9016778651,6.2433545558,3.4074805429,7.9596398394,7.3726377259,3.1535284156,4.5364269217,1.9524626261,6
-0.104907,971777,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6708432221,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8.2489740922,0,1,6.6708432221,0,0,0,0,0,0.7561,0,6.8559290042,2.8759289153,3.1153607494,7.0680068856,2.7874092414,4.2945683094,3.4498238218,7.6137703838,3.2293510547,8.2489740922,7.7647070682,3.1697520142,4.4456227649,-0.426099482,6
3.693371,1240125,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.141693131,0,0,0,0,0,0,1,1,4.6114170127,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7.2959910309,3.0196852704,2.9715560246,5.2698386421,3.0834095962,4.2559844235,5.5502729569,3.3796843251,3.2542174007,7.8672136514,8.8107656125,3.2334616053,6.3758861622,2.2496015332,6
-0.698442,1240130,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0194129942,0,0.803653,0.803653,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.1397590416,1,1,3.1397590416,0.723899,0,3.4610602088,4.2588922275,3.1884899521,7.4494437819,2.7805252191,3.0789246406,2.877070182,4.2844585733,3.4823531614,8.0660252381,6.4127170612,3.4481982895,4.4432473127,0.7881304204,7
1.851031,1240153,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2562226917,0,0.829026,0,0,1,0,7.1760099789,0,3.5143490928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3979083464,3.0142886811,3.112671923,7.2591507437,2.7030508381,3.2547891204,4.0098825078,3.1084728586,3.449654199,8.3947194499,7.3053019265,4.1940253286,4.7745651402,3.0522181502,5
1.422798,1240226,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5659659165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3665915729,2.9994014728,2.8142410601,6.6644443157,2.9308241496,3.0778189298,5.0190343262,7.3608355553,3.1232503796,7.6358117074,8.822192723,3.0184330728,5.3949306354,3.0043188896,2
2.389886,1287706,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2095949315,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2.9345126875,0,1,2.9345126875,0,0,6.0447257169,3.1121568867,3.5111447226,6.3142285442,2.7835602135,4.2831527115,3.9624708613,2.9787256587,3.4996048023,8.1117535581,7.6565353164,3.1553602044,5.4522291879,1.9078126505,5
0.270952,1298145,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7363219902,3.026291082,3.3075081458,5.9988140368,2.9003972571,4.4639268841,3.2630414925,2.9414742055,3.0051006063,8.4711229174,8.8059640218,4.5207223128,7.49242324,2.1914576251,6
3.62905,1298160,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2318322941,0,1,3.7009669527,0,0.860747,0,0,2,0,0,0,6.4893924052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4803436905,2.9852256991,2.9079916671,5.207403433,2.8161005923,6.5411374145,5.3806416975,7.1787048873,3.2806823296,8.5027213252,8.5036742661,3.3963388745,4.6377785734,2.1411179081,10
1.387803,1299078,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3862046286,0,0.736855,0,0,1,3.8340118109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4972175502,2.982705948,3.0854105054,6.6041593452,2.7926659073,3.8190218485,2.9880472755,3.3142599837,3.3042737358,8.2029029031,7.9761668189,3.2338165935,5.2242480602,0.7260298985,8
-0.290399,1299080,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.012704612,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,6.8541188527,0,0,0,0,0,0.730692,0,6.0917040237,2.9395237171,3.1728234934,6.5635012143,3.1244962132,3.1851477676,4.9207729246,3.6737022359,3.7752335629,8.1220569858,8.0927144394,2.7784054953,4.9491614107,0.4321468862,5
5.140004,1299081,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1413504413,0,0,0,0,1,3.1779727861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6863062295,6.8026765134,2.993358513,6.1432293588,2.9479251568,3.1056534512,2.9777605604,4.0870089443,3.1014350501,9.2634847333,7.5489633808,4.1323513251,5.4211731483,2.1335669699,4
3.557315,687448,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.4616952277,0,0,5.8129981607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2995533427,3.0246092431,2.9447520849,5.1066096864,2.8938735493,3.0151103778,6.2605757922,5.4944186164,3.4466902601,7.6775993491,8.0636531799,3.384541566,5.428577798,1.435973208,9
1.780725,753545,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7662686412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833562,0,6.5153374004,2.9812748584,2.8304594377,5.821523735,2.8852445499,3.1156956146,6.1537010681,6.5246135327,3.3809473356,7.7271139936,7.9264690736,4.1080561217,4.8904096202,1.1864543842,1
4.44085,753546,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6.4473537445,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,6.0618024111,2.9947934633,3.0622456647,6.4880234608,2.9887273027,3.4348196265,4.0452832413,5.5082897036,3.1998299004,7.84559855,8.335966925,3.4288712811,4.3197374658,2.5289668666,1
3.749274,753579,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8167902561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7731654736,2.9306829853,2.9262743824,5.5640534114,2.9433671796,4.320105229,5.3311279328,6.3061378533,3.226163538,7.0071800025,7.4633926649,2.9615491749,5.4976556021,2.0538111941,8
2.571354,753596,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.231704838,1,0,0.807021,1,2,0,0,0,6.3791198831,0,0,0,1,2,0,1,0,0,0,0,1,1,3.2247061196,0,0,6.3667249805,3.702485248,2.9957976654,5.9352159326,2.7791614009,3.1720971648,6.1703961303,3.1622779755,3.4132018892,8.0643731056,8.3493712138,3.0701248118,4.1359245241,1.2659409946,3
3.248467,905954,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.476902406,0,0,0,0,1,3.8781174492,0,0,3.1780133197,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0344262457,2.9179110931,3.110242272,6.2594522583,2.8143193834,3.4737635956,5.7486022925,3.4735890772,3.027123913,7.6877012049,8.0987743155,3.1525634544,5.2134243164,1.7443414818,4
4.418521,905955,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9064791716,3.0194321487,3.0794714486,5.3016956496,2.8237391229,3.5220500982,5.2765045926,3.4046025709,3.2524294771,7.697229219,7.2194177509,3.8372896324,4.7436687975,3.7216608493,9
4.692901,905956,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.4477200468,0,0,0,0,1,0,0,1,3.0199587807,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6.8286745671,2.9160910977,2.9814266088,6.1494041617,2.961978266,2.8708343051,4.8224157703,3.7776467475,3.2787340651,7.5551267743,8.4454955801,3.1742088123,4.1849677863,3.3905750871,8
2.596937,905974,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6816879044,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3.3437593215,0,0,0,0,0,0,1,9.1339204618,0,0,7.0107703715,2.8982673111,3.1179858022,6.6223905422,2.5127740396,3.1191290066,3.3309313966,2.7353367807,3.3837777339,8.1375909542,7.8886902925,3.1182632275,6.3735193297,1.3317861138,5
1.698423,905975,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0668932034,0,0,0,0,0,0,0,0,4.024332674,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7.0538307047,2.9393612217,3.0331977678,6.3313205692,2.8051617369,3.1747410979,6.8758405559,5.1180482395,3.172388163,8.5670060108,8.377681053,3.1549062511,5.5179124686,0.6519604961,1
4.108628,905976,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,-1.325,4.1399567688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6667367632,0,0,0,0,1,0,0,1,9.7300730428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9160682538,2.9925244418,3.0291194103,5.979879232,2.9027270425,4.0764193041,7.0162584431,5.5555552168,3.1781081078,8.2680718966,8.020611279,2.9997407233,6.3682132261,2.7543232494,8
2.636627,905977,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8319819899,0,0,0,0,1,0,0,1,5.3686779337,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.7921021381,2.9410140667,3.3440903242,6.6760292477,2.5918229503,4.4552397794,5.2436850178,5.0766901793,3.2733988365,8.0447405356,7.2448051127,2.9720506641,4.1345933566,1.6685406862,4
3.79501,906792,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9966570939,0,0,0,0,3,0,0,1,0,0,0,0,1,0,8.3483287422,0,0,0,1,3.6097177745,0,1,3.6097177745,1.690073,0,6.9072584536,2.9336195086,3.0075638579,6.3078544341,2.7516537574,3.0629786716,4.2097155862,5.301615329,2.9058226405,8.3483287422,8.2138640226,3.3747745306,4.6956922601,2.2169879872,6
2.048018,906793,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2512862115,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0906087446,6.0672261207,2.9733786195,6.3334086183,2.8059051206,3.1075341727,6.9244480638,3.0441435849,3.4542513507,8.1458622727,8.104241422,3.0358227533,5.9662547883,1.0985571557,5
2.874536,906813,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7840419678,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5053015192,2.9898784833,3.4626093119,6.8184411853,2.7145871782,3.4646202834,4.1012066209,3.8888078404,3.308496063,8.2852633516,7.6008496671,5.080254633,4.6730891924,2.8412320969,9
3.655367,906814,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4800101127,0,0,0,0,2,0,0,1,11.673781556,3,0,1,0,0,4.1171570335,0,1,6.4800101127,0,0,0,0,0,0,0,7.1998777738,2.8784694921,2.8626093565,6.6611617446,2.6743244287,3.0843635204,6.1349042222,6.9412854495,3.128736539,7.4265784178,7.9238996312,5.2169476558,4.3178819809,4.2137218465,5
4.571668,906818,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1920288691,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2239622601,2.9159680908,2.9224205155,6.7564872014,2.8322878247,3.3704929955,5.5473417443,6.0254474717,3.1953220281,8.1375773319,8.0999913487,3.4122923758,5.125511477,3.2930443164,3
4.545081,906830,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.9314210704,0,0,0,1,0,0,0,0,0,0,1,4.4080474507,0,0,0,0,1,3.2377493328,0,1,3.1201438813,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7.0491971032,2.8686287901,2.999320268,7.5379994686,2.8368247502,3.0685590491,5.2193272418,5.9106843519,3.2101610565,8.0015633875,7.251681113,3.9952095215,5.5800564821,3.2740576589,1
3.133612,906841,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1705925683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7671025205,2.8520176879,3.0622812835,6.0677179038,2.6842554739,3.2479554232,2.9319600845,2.9121398858,3.4424350511,9.2300749304,7.6333103711,2.9837167829,5.1389451953,1.8221633886,8
2.89509,906865,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9427304256,0,0.776117,0.776117,0,1,0,0,0,2.9576509976,0,0,0,0,0,5.8976105516,0,0,0,2,6.3253888875,0,0,0,0,0,6.5047347966,3.0263632345,3.257221016,6.786587918,2.7902104344,3.0960657283,4.8512039062,5.1495199702,3.3113453138,7.9865977574,8.016807452,2.9778536513,4.4241824512,1.3283311866,8
3.812101,907058,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5959900584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2081127043,2.9890279512,2.9047252579,6.3910535066,2.8158440853,2.9126093134,3.6818143683,4.9309257626,3.2482609246,8.4157475511,6.6839361196,2.9093771212,5.5516957541,2.0414719046,7
3.180474,907067,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0815847826,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0193431311,4.6142121153,3.192433314,6.9041002491,2.7528128856,3.3878831034,5.0636460195,5.8518622491,3.0125808325,7.6290229867,8.1195231847,4.4484157091,5.3577050227,2.1762110249,10
2.234277,907169,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9760866548,0,0.771885,0.771885,0,3,0,0,0,4.4143143621,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7434351225,3.0160462437,3.4084326001,6.2920197942,2.7224958665,3.0038189204,3.8555161799,3.9300424323,3.3372592519,8.5481224965,7.913533514,3.5163523404,5.72149334,0.6011014544,7
