IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_788,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,MOT_3D_RegulatorySpine_CSV,MUT_GUCY2C,REC_R_HSA_194922,REC_R_HSA_3928602,REC_R_HSA_5672965_CSV,PWY_R_HSA_512988_EXP,GO_0007266,GO_0007346_EXP,GO_0010468_CSV,GO_0016477_CSV,GO_0023014_EXP,GO_0030182,GO_0048008,FAM_CK1,EXP_ADCK2,EXP_ERN2,EXP_RYK,EXP_FGR,EXP_NIM1K,Predicted IC50,Validation
3.184244,924248,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.1084453109,0,0.770379,3.1084453109,0,0,0,5.0029448355,3.6913076968,8.3642095131,3.0368387945,3.0612558758,3.8574506838,5
4.420787,925343,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3.5888125298,0,0,0,0,0,1,4.2390390571,3.3954472805,9.0218818212,3.2086839365,2.7010212964,4.4352028194,2
3.605768,971773,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7221562031,3.205215313,9.5638126773,3.2199515179,3.0608735549,3.5130228281,2
3.630372,1240166,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3.5590213112,0,0,2.7966849473,0,0,0,4.7149560427,3.6888461859,8.8017760637,3.5742981237,2.9603588189,3.5072343266,3
3.861537,1240210,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.3665412221,0,0,0,0,0,0,0,1,3.4971064594,3.3498889743,8.581163254,3.1607175492,3.1663443872,4.2760583314,4
3.849757,1240215,298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8930960603,3.3247325714,8.5109252242,3.5035121495,2.6989282083,4.3771722347,8
5.283798,906999,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.7194,0,1,1,0.7194,3.6102271394,1,8.7228071136,0,0.7194,2.9446837949,0,1,1,3.7236325114,3.4441562899,8.9722431234,3.4429881875,2.8533666786,4.2429526609,8
0.681449,907298,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3.0107009294,0,0,0,0,0,0,4.4562414867,3.5474517663,9.63248475,3.1559601532,2.7348287387,0.8626244924,2
3.577621,908127,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2.9748121194,0,1.27964,2.9748121194,0,0,1,4.0966750028,3.499572486,9.5079406295,3.360290995,2.6475471627,2.3970888728,4
-1.253489,909264,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.8074186006,3.2344892202,8.5196995396,3.3164857392,2.7264241553,0.2944234404,4
-0.076974,909716,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.635086,8.8914216207,0,0,0,0.635086,0,1,0,0,4.2495881915,3.4477841095,9.6673952988,3.2598175732,2.6366341822,1.5115888204,6
-1.259154,909720,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.802971,0,0,0,0,0,4.6348177564,3.1441572542,9.0221807615,3.1486160513,3.1232123547,1.87914187,1
-0.300854,909732,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.7790879951,3.5338686051,9.5657933907,3.1582954517,3.105074886,0.8315587125,5
4.624192,909754,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.874992,0,3,2,1.175211,12.927476406,3,17.748822477,0,1.249564,14.083018237,1,2,4,3.6113537418,3.6073909011,8.3926044701,3.4325402902,2.6897477408,4.2300950849,3
2.763705,909756,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8.9381835292,0,0,8.9381835292,0,0,0,4.2448792731,3.2751263007,9.1562701655,3.3608291006,3.1115376113,2.0568744621,9
-0.240486,910784,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2214877832,3.3472958222,9.337699801,3.1176939248,3.5564008859,0.507488444,4
1.335904,924248,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.1084453109,0,0.770379,3.1084453109,0,0,0,5.0029448355,3.6913076968,8.3642095131,3.0368387945,3.0612558758,1.2586479122,2
1.552446,925343,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3.5888125298,0,0,0,0,0,1,4.2390390571,3.3954472805,9.0218818212,3.2086839365,2.7010212964,1.1896841904,5
-1.906125,971773,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7221562031,3.205215313,9.5638126773,3.2199515179,3.0608735549,-0.627737923,3
0.860239,1240166,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3.5590213112,0,0,2.7966849473,0,0,0,4.7149560427,3.6888461859,8.8017760637,3.5742981237,2.9603588189,1.4389684962,10
-0.026759,1240210,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,7.3665412221,0,0,0,0,0,0,0,1,3.4971064594,3.3498889743,8.581163254,3.1607175492,3.1663443872,0.2289562775,3
1.744824,1240215,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8930960603,3.3247325714,8.5109252242,3.5035121495,2.6989282083,1.2842034689,1
3.661673,906999,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.7194,0,1,1,0.7194,3.6102271394,1,8.7228071136,0,0.7194,2.9446837949,0,1,1,3.7236325114,3.4441562899,8.9722431234,3.4429881875,2.8533666786,3.3249134007,6
1.841675,907298,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3.0107009294,0,0,0,0,0,0,4.4562414867,3.5474517663,9.63248475,3.1559601532,2.7348287387,3.1678780406,6
2.819532,908127,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2.9748121194,0,1.27964,2.9748121194,0,0,1,4.0966750028,3.499572486,9.5079406295,3.360290995,2.6475471627,2.608489802,2
2.1241,909264,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.8074186006,3.2344892202,8.5196995396,3.3164857392,2.7264241553,2.5772542509,6
1.318607,909716,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.635086,8.8914216207,0,0,0,0.635086,0,1,0,0,4.2495881915,3.4477841095,9.6673952988,3.2598175732,2.6366341822,1.6019642484,7
2.454412,909720,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.802971,0,0,0,0,0,4.6348177564,3.1441572542,9.0221807615,3.1486160513,3.1232123547,2.5332672259,6
2.514588,909732,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.7790879951,3.5338686051,9.5657933907,3.1582954517,3.105074886,2.6381685845,8
5.658212,909754,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0.874992,0,3,2,1.175211,12.927476406,3,17.748822477,0,1.249564,14.083018237,1,2,4,3.6113537418,3.6073909011,8.3926044701,3.4325402902,2.6897477408,4.3428730384,1
3.795883,909756,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8.9381835292,0,0,8.9381835292,0,0,0,4.2448792731,3.2751263007,9.1562701655,3.3608291006,3.1115376113,2.2402810829,5
0.866191,909759,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.785587,0,0,0,0,0,4.4628164451,3.2428812946,9.2656056166,3.2031103091,3.1253100296,2.7052846289,2
0.882337,910784,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2214877832,3.3472958222,9.337699801,3.1176939248,3.5564008859,3.0154389007,3
1.49647,924248,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3.1084453109,0,0.770379,3.1084453109,0,0,0,5.0029448355,3.6913076968,8.3642095131,3.0368387945,3.0612558758,2.1200942037,9
3.448413,925343,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3.5888125298,0,0,0,0,0,1,4.2390390571,3.3954472805,9.0218818212,3.2086839365,2.7010212964,2.7941161626,9
0.742055,971773,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7221562031,3.205215313,9.5638126773,3.2199515179,3.0608735549,0.4961444358,4
0.272289,1240166,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3.5590213112,0,0,2.7966849473,0,0,0,4.7149560427,3.6888461859,8.8017760637,3.5742981237,2.9603588189,1.7332367136,7
2.202993,1240210,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,7.3665412221,0,0,0,0,0,0,0,1,3.4971064594,3.3498889743,8.581163254,3.1607175492,3.1663443872,1.6246116595,7
3.28992,1240215,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8930960603,3.3247325714,8.5109252242,3.5035121495,2.6989282083,2.5349203871,3
4.653987,906999,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0.7194,0,1,1,0.7194,3.6102271394,1,8.7228071136,0,0.7194,2.9446837949,0,1,1,3.7236325114,3.4441562899,8.9722431234,3.4429881875,2.8533666786,2.3202171491,1
-0.807702,907298,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0107009294,0,0,0,0,0,0,4.4562414867,3.5474517663,9.63248475,3.1559601532,2.7348287387,-0.05727557,9
3.205404,908127,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.9748121194,0,1.27964,2.9748121194,0,0,1,4.0966750028,3.499572486,9.5079406295,3.360290995,2.6475471627,0.6742343747,4
-1.469907,909264,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.8074186006,3.2344892202,8.5196995396,3.3164857392,2.7264241553,0.7025810023,4
-0.873413,909716,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.635086,8.8914216207,0,0,0,0.635086,0,1,0,0,4.2495881915,3.4477841095,9.6673952988,3.2598175732,2.6366341822,0.6509717474,9
-1.729119,909720,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.802971,0,0,0,0,0,4.6348177564,3.1441572542,9.0221807615,3.1486160513,3.1232123547,0.6741348394,6
1.602203,909732,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.7790879951,3.5338686051,9.5657933907,3.1582954517,3.105074886,0.6666428176,10
3.850543,909754,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0.874992,0,3,2,1.175211,12.927476406,3,17.748822477,0,1.249564,14.083018237,1,2,4,3.6113537418,3.6073909011,8.3926044701,3.4325402902,2.6897477408,3.9310445165,10
1.830879,909756,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.9381835292,0,0,8.9381835292,0,0,0,4.2448792731,3.2751263007,9.1562701655,3.3608291006,3.1115376113,0.6678090013,9
-1.080977,910784,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2214877832,3.3472958222,9.337699801,3.1176939248,3.5564008859,-0.544948298,8
4.509451,924248,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.1084453109,0,0.770379,3.1084453109,0,0,0,5.0029448355,3.6913076968,8.3642095131,3.0368387945,3.0612558758,4.2829777613,3
1.643263,925343,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3.5888125298,0,0,0,0,0,1,4.2390390571,3.3954472805,9.0218818212,3.2086839365,2.7010212964,0.6683009554,9
0.522792,971773,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7221562031,3.205215313,9.5638126773,3.2199515179,3.0608735549,0.5659129228,4
0.384239,1240166,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3.5590213112,0,0,2.7966849473,0,0,0,4.7149560427,3.6888461859,8.8017760637,3.5742981237,2.9603588189,0.7197317128,4
2.640945,1240210,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.3665412221,0,0,0,0,0,0,0,1,3.4971064594,3.3498889743,8.581163254,3.1607175492,3.1663443872,0.8689133746,2
1.50024,1240215,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8930960603,3.3247325714,8.5109252242,3.5035121495,2.6989282083,0.736398578,3
5.39655,906999,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7194,0,1,1,0.7194,3.6102271394,1,8.7228071136,0,0.7194,2.9446837949,0,1,1,3.7236325114,3.4441562899,8.9722431234,3.4429881875,2.8533666786,5.716267937,3
2.928452,907298,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0107009294,0,0,0,0,0,0,4.4562414867,3.5474517663,9.63248475,3.1559601532,2.7348287387,3.0821089341,10
5.159183,908127,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.9748121194,0,1.27964,2.9748121194,0,0,1,4.0966750028,3.499572486,9.5079406295,3.360290995,2.6475471627,5.3111464515,5
4.44157,909264,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.8074186006,3.2344892202,8.5196995396,3.3164857392,2.7264241553,4.3642278891,9
5.606245,909716,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.635086,8.8914216207,0,0,0,0.635086,0,1,0,0,4.2495881915,3.4477841095,9.6673952988,3.2598175732,2.6366341822,5.0877396391,4
3.106543,909720,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.802971,0,0,0,0,0,4.6348177564,3.1441572542,9.0221807615,3.1486160513,3.1232123547,3.1704175001,5
5.301291,909732,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.7790879951,3.5338686051,9.5657933907,3.1582954517,3.105074886,5.3571023725,6
6.97144,909754,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.874992,0,3,2,1.175211,12.927476406,3,17.748822477,0,1.249564,14.083018237,1,2,4,3.6113537418,3.6073909011,8.3926044701,3.4325402902,2.6897477408,5.7487314698,5
4.354117,909756,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.9381835292,0,0,8.9381835292,0,0,0,4.2448792731,3.2751263007,9.1562701655,3.3608291006,3.1115376113,4.1302022828,7
3.238684,909759,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.785587,0,0,0,0,0,4.4628164451,3.2428812946,9.2656056166,3.2031103091,3.1253100296,3.1652492414,6
3.688288,910784,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2214877832,3.3472958222,9.337699801,3.1176939248,3.5564008859,2.7213587768,7
2.183455,924248,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.1084453109,0,0.770379,3.1084453109,0,0,0,5.0029448355,3.6913076968,8.3642095131,3.0368387945,3.0612558758,3.2538642796,10
5.268547,925343,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.5888125298,0,0,0,0,0,1,4.2390390571,3.3954472805,9.0218818212,3.2086839365,2.7010212964,4.3925721644,4
1.160226,971773,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7221562031,3.205215313,9.5638126773,3.2199515179,3.0608735549,1.5688467618,1
4.342555,1240166,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3.5590213112,0,0,2.7966849473,0,0,0,4.7149560427,3.6888461859,8.8017760637,3.5742981237,2.9603588189,4.2047949552,6
4.597148,1240210,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.3665412221,0,0,0,0,0,0,0,1,3.4971064594,3.3498889743,8.581163254,3.1607175492,3.1663443872,4.8816213946,1
6.054697,1240215,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8930960603,3.3247325714,8.5109252242,3.5035121495,2.6989282083,5.5602895404,8
4.399573,906999,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7194,0,1,1,0.7194,3.6102271394,1,8.7228071136,0,0.7194,2.9446837949,0,1,1,3.7236325114,3.4441562899,8.9722431234,3.4429881875,2.8533666786,4.7507427615,9
3.500716,907298,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0107009294,0,0,0,0,0,0,4.4562414867,3.5474517663,9.63248475,3.1559601532,2.7348287387,4.1198258895,9
5.159025,908127,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9748121194,0,1.27964,2.9748121194,0,0,1,4.0966750028,3.499572486,9.5079406295,3.360290995,2.6475471627,4.4859214644,3
