IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_819,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0034976,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_CLK4,EXP_TLK1,Predicted IC50,Validation
4.554163,906696,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,2.9258675105,4
6.075842,906795,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,4.0007814849,6
5.337634,906864,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,4.7597866625,8
5.099989,910568,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,1.8321326863,7
4.524467,924102,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,3.0031479334,10
3.913233,924104,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,2.5600356337,4
4.508611,924151,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,2.7692283668,3
5.441804,924238,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,2.3236760737,9
5.402581,930299,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.5915716834,4
3.079557,1240154,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,1.9354945128,9
6.041799,1240178,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,3.2834418834,1
4.845717,1240223,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,2.833889525,1
5.673051,1290722,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,3.4321348579,1
3.574164,906696,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,2.61506072,1
3.245273,906795,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,2.7596483197,7
5.322428,906864,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,2.7927616542,2
1.144083,910568,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,2.6651043104,1
1.812587,924102,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,2.5312460842,10
2.043001,924104,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,2.5195983486,4
3.952975,924151,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,2.6833979628,7
2.978722,924238,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,2.7630492498,6
3.084141,930299,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,2.8173439117,8
3.765719,1240154,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,2.3959084051,1
2.131345,1240178,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,2.7435434576,9
1.676745,1240223,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,2.658929495,6
4.680509,1290722,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,2.7797414581,1
2.548997,906696,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,1.1319200694,10
3.377673,906795,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,3.130587208,8
4.332602,906864,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,4.8527590873,8
2.771977,910568,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,0.2228034076,2
1.167218,924102,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,1.5491978127,10
1.30966,924104,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,1.057925453,4
2.620809,924151,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,1.0702516861,7
2.871268,924238,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,0.8098893567,8
5.176218,930299,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.3553716114,4
1.557385,1240154,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,0.8796779781,2
2.044321,1240178,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,2.0083216269,9
4.023662,1290722,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,2.6366550363,3
5.298761,906696,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.9954944221,5
6.268033,906795,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,5.264372846,2
5.499461,906864,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.0190718367,5
3.286848,910568,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.0854922854,9
3.519074,924102,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.6657904441,3
2.189877,924104,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,3.7866437154,9
2.950169,924151,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.8939888494,9
3.778501,924238,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.6216242714,3
5.688555,930299,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,6.7623001681,6
4.606573,1240154,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,4.040840911,8
3.713372,1240178,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,5.0992161321,5
2.004034,1240223,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,4.1075269562,10
5.717387,1290722,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,5.281962464,10
4.648903,906696,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,5.0728492852,5
6.039827,906795,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,5.4285692096,5
5.894326,906864,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.5065845278,5
5.273567,910568,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.5659168108,10
4.370471,924102,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,5.0182328291,8
4.62087,924104,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,4.8619014808,2
3.714103,924151,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,5.0284412939,2
5.385384,924238,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.8678771115,1
6.749724,930299,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.6221675427,1
4.809634,1240154,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,4.2123445969,8
5.452526,1240178,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,5.2142084902,5
3.576204,1240223,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,4.9611280016,5
5.678453,1290722,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,5.2431999557,3
5.246863,924102,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.9192703345,8
5.442434,924238,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.775506653,2
6.751138,930299,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,6.4039571123,2
4.8098,1240154,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,4.6112931126,6
3.570529,1240178,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,5.1707328138,4
5.053145,1240223,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,4.8959759025,5
5.209091,1290722,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,5.3290379056,2
0.421111,906696,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,1.1319200694,2
3.409549,906795,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,3.130587208,8
5.320441,906864,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,4.8527590873,5
2.748009,910568,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,0.2228034076,8
1.296566,924102,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,1.5491978127,3
1.050468,924104,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,1.057925453,6
-0.019542,924151,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,1.0702516861,1
-0.298987,924238,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,0.8098893567,5
5.986667,930299,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.3553716114,3
0.542006,1240154,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,0.8796779781,4
1.043083,1240178,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,2.0083216269,5
0.214597,1240223,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,1.7871438372,9
0.538418,1290722,235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,2.6366550363,7
2.086951,906696,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,1.143466099,4
3.349832,906795,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,2.1469049941,5
4.620692,906864,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,2.4918050058,3
2.377997,910568,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,1.0644522427,4
2.653906,924102,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,0.8522326666,6
1.827561,924104,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,0.6906427719,4
2.008039,924151,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,1.355791275,4
2.80355,924238,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,1.6145381243,10
4.050662,930299,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,2.9480612037,3
3.427368,1240154,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,0.1484935715,6
2.276826,1240178,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,1.7867305041,1
3.644436,1240223,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,1.2088566576,1
4.349437,1290722,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,1.977443663,1
2.985727,906696,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,0.6640674489,10
1.479384,906795,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,1.6635921209,8
3.572151,906864,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,2.1219167486,9
0.208697,910568,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,0.9027593529,6
-0.787541,924102,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,0.386529529,5
-1.259078,924104,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,0.3561473383,4
1.720848,924151,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,1.0107958723,6
3.109326,924238,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,1.704971354,2
0.825283,930299,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,2.5907318222,6
-0.806022,1240154,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,0.1095899715,4
0.773898,1240178,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,1.4894077841,3
-0.050504,1240223,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,0.8691004166,1
1.556547,1290722,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,1.9238402973,10
4.308389,906696,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,4.4157829742,10
5.15496,906795,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,5.298883833,9
4.840095,906864,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.3578301619,2
4.628811,910568,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.0528586665,6
4.925698,924102,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.7647041267,6
3.780452,924104,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,3.988826179,6
4.394359,924151,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,4.0913561319,10
4.760464,924238,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.5449830346,5
6.035608,930299,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,6.0928155966,2
3.95606,1240154,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,3.6755935386,8
5.423186,1240178,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,5.0344582283,1
4.526148,1240223,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,4.3701283391,5
4.774964,1290722,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,5.1614397099,8
2.471424,906696,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,2.5578061915,1
